dni,sueldo_hora,cci,numero_celular,horas_semanales_trabajo,esta_activo
76764692,5.2,49231600930367575179,856813699,12,True
86508950,53.9,96194664858238554817,683043450,37,True
18923951,28.9,37921332675810491352,590727347,53,True
54791637,60.5,06797925873388572742,777315265,28,True
14823506,27.6,74130107846947732790,961666255,25,True
22871055,47.6,39319183492324153644,897795451,19,True
92478159,26.8,98014613046368679571,552014538,54,True
25045213,77.1,88377051533315904569,641364795,48,True
13800456,40.2,67088448581401899564,875881542,7,True
37980143,29.2,91985065326491571252,238518529,7,True
13287042,14.3,55730014068183594727,640198702,35,True
70634345,58.0,64973149074477715448,759777725,36,True
16780397,41.9,41628954124911981626,811744410,28,True
88145182,41.7,99076790191564374571,792161383,32,True
36449692,57.6,79536083508939659804,319288747,40,True
37047632,15.3,42545320440278349843,315948696,43,True
30820703,0.2,28192159842275266521,682022463,49,True
40526545,1.7,04902888871157090456,928568564,32,True
11091908,44.1,87724643237474243893,256144643,14,True
67718738,49.3,59557011737335238579,636509330,57,True
36065359,8.4,96709758110005976115,540190527,42,True
74050606,86.4,77306285949040307714,490662979,57,True
38805003,47.1,71387536089398568638,849289628,8,True
31556497,61.1,24300874291183387843,765858618,44,True
60141543,87.7,17512430929210566072,576856504,3,True
60593752,38.8,11083759666838820571,824216297,12,True
37293642,12.9,53995218878998716720,735973814,4,True
99350837,20.2,75336680195149511747,521872445,13,True
35185059,81.0,58043420799986586118,480895217,31,True
94179665,1.2,45231036492312306586,249563505,29,True
82250466,79.9,20238625715347634866,855278762,10,True
57283875,91.2,03153151990792492134,440441812,11,True
67446803,90.4,22540296341940391378,239197927,8,True
90486723,46.9,59410459737027242575,850083533,13,True
68296015,59.0,95659161269046110091,945621346,38,True
51134560,58.4,14569903078813182096,572569659,49,True
95951080,68.1,70218798143406324681,894540382,40,True
17559772,52.2,53702812907235682309,837531434,40,True
18051802,75.4,94234274276246305059,341530091,52,True
76337867,18.8,88494577293107723723,718362942,24,True
72108410,99.0,74894379342281185860,838043441,27,True
52768905,60.6,72196670451761449451,991595705,13,True
44879003,29.2,54535852154508290355,655412465,15,True
30877461,88.7,91495734403064082812,423396097,39,True
78219794,81.6,73350603948876715673,989900794,60,True
65273208,13.2,30702542501835546935,347411583,2,True
79700036,8.0,18989603422258254919,823265290,55,True
82099299,99.8,18510849160189192496,894253136,60,True
23859678,11.2,36267362161760503629,683713041,42,True
14155931,91.4,07870719631559190691,226399579,42,True
74746598,30.9,91686214825411239371,943316277,54,True
24611896,93.4,78720381501000018880,215532348,48,True
10307862,82.1,36619003846395908570,842444133,12,True
40528155,86.2,75692400481170967284,514982054,54,True
55472894,67.3,88799292209362440813,586430725,2,True
28299555,74.4,21233830132745329084,249779931,4,True
30639393,29.3,91793483185039622978,414478912,50,True
31554683,31.9,42724667036956835980,511648986,28,True
33106157,50.3,42119843524361398249,759677676,21,True
47570378,22.8,51243361021864990619,710121543,12,True
77945595,95.7,11215729334457108771,341006357,55,True
27875521,51.1,89445429500540473598,628257654,22,True
12152044,95.2,02707042044311518172,369201144,43,True
14352588,56.1,28537448692977664294,799403931,4,True
93104169,17.6,48108573812173615480,528278803,56,True
61054329,99.5,52519083257405713545,771204349,20,True
25546757,33.6,27391560501168839190,779451825,2,True
16255642,44.7,99367741177182703748,654178636,20,True
37512142,12.7,92693896841613910888,759908337,27,True
80170840,52.6,26336749304408997765,886026098,28,True
99012873,59.2,11202166883571142160,757836975,17,True
30513106,2.5,81126600999546612566,688121097,6,True
33648684,86.4,90358348400900568801,667205176,46,True
74858688,23.8,84121835460442283979,716308724,50,True
38954823,42.4,72021775516854603191,772008456,6,True
19909746,88.0,92505817290277054336,863516370,47,True
64174855,23.1,51740166189499705281,729885707,3,True
33764754,82.9,60304403134670488672,419938375,30,True
41651365,27.0,34651117368274679596,935248613,20,True
37570564,61.8,36958064040150200784,350178997,40,True
46407859,17.4,65911491553086012886,832489609,23,True
46430350,31.8,81497909169795730645,774533767,33,True
30663283,34.4,99422340693332001464,849364674,20,True
94822932,70.0,05034105507077274293,899328349,37,True
15364828,0.6,97784041331340989931,449418470,37,True
62646173,67.3,65763967610433595110,616663736,44,True
95809121,80.6,92740646496356705118,247404939,5,True
51259133,39.8,42162917643935465405,433136087,44,True
53289114,10.9,96293608474738555905,365242427,46,True
31119668,65.3,17513581540933250137,328023364,55,True
89003613,70.9,85203343967804407585,999620540,32,True
35516510,97.6,06882528906006642741,792673394,28,True
17071800,31.4,30448766971626779108,723511051,52,True
60218974,64.1,79863618490422633843,767884755,21,True
59382696,66.8,02474984709561145142,796212105,9,True
88844896,65.5,00431877662371547903,770216595,1,True
80238656,97.9,07396151309980492051,325599427,11,True
95431317,93.5,01150234485585400492,830537410,7,True
72640818,23.4,29230684499546517051,945721331,12,True
87753601,61.7,06663461658288449002,412123090,26,True
96157298,19.3,49090263041217415190,826894478,26,True
13636480,61.3,68409997684175988024,989492076,39,True
47485136,89.7,04470423202833207593,825200107,37,True
34711743,36.1,61155163560478470149,599543996,28,True
68095469,55.3,95626489842799141159,296656957,19,True
35347049,62.4,80255128329021801141,941039558,5,True
71424083,30.1,78882463271400314757,443749260,1,True
38021595,99.6,40742863245295850099,864892521,54,True
72384830,98.7,66774415743522722412,484811763,35,True
92929247,25.9,97960770592470365795,469311290,34,True
40925318,87.3,82852177056173682137,951903631,30,True
98042408,14.2,10119623862763487648,481151191,37,True
30052896,17.0,26130445887462799735,926847323,9,True
33999202,72.9,95511113541942695794,457217874,10,True
55221922,90.6,76849842108909064126,498819571,20,True
32943230,47.7,99334188595551653345,252069329,22,True
57111623,96.7,81167640784130129425,486314800,47,True
87538637,37.5,73533558337125928617,214423245,57,True
76966002,19.1,08007599338228373514,680917517,9,True
67050963,85.5,70065949813684323434,519039726,2,True
48301295,0.4,98670667750879504060,738668214,5,True
27221691,24.5,82737010120264206933,248799019,18,True
87176217,91.9,54701405573229117973,223868522,55,True
73645820,11.7,53016352149991468299,565229442,8,True
86592869,81.8,19418823043999702790,238742919,57,True
34962945,31.2,44817244434554635372,778181109,1,True
77524977,53.6,94975989261504764814,888105381,2,True
75291843,15.1,19692780492562676437,492329127,60,True
82221516,1.2,59666098986049679044,966698395,10,True
19808878,18.8,00978615619539192889,523875302,58,True
44619262,25.1,97797669570818779492,921624133,49,True
66382620,20.5,23241034717763545561,212999864,36,True
96710886,65.3,53350649913432958212,542842270,40,True
91448195,98.8,30929770988799564232,231949956,48,True
11083659,43.8,98482613393496750440,691420375,5,True
73685418,13.9,00506119969811417908,316840823,32,True
27441855,69.9,70644139183252549845,528137737,7,True
68733972,99.2,15610551410715411717,650432172,12,True
59065938,45.2,40165021626130307279,747821734,38,True
80457514,42.9,33525227334527733190,834257275,17,True
22011834,31.6,17816523016025445613,649823478,58,True
30047662,38.7,46231999032917614502,293768447,45,True
12339384,38.6,91875694909220440784,398416752,36,True
24387561,96.7,83361520071639990839,561186187,18,True
20109378,21.3,56237007457718093594,253900130,57,True
72544992,95.3,09243109439212789953,836322039,2,True
23392805,90.2,88745008340675258619,336502332,60,True
51382527,67.2,96851547832144320623,389730832,55,True
73303929,65.4,39353854390199528550,410043520,41,True
24797216,38.2,86254113406975705314,657496378,36,True
26096978,43.7,72654842516006379364,839482953,50,True
73597488,20.9,34808745590688388211,556112477,27,True
35104560,26.8,98385204763378736787,453538373,35,True
56912604,32.7,15125065513001669777,447942858,50,True
67551801,19.3,97463938430529236768,592958158,50,True
44467704,88.8,12822218581800343960,672889586,51,True
35187309,65.1,36391203505158279368,541994960,57,True
18930766,53.3,44802608026976189116,985283517,5,True
97022373,91.3,81484929641483320689,388023351,18,True
77062119,39.5,32431912602403458436,846621077,23,True
62742248,7.4,63514140982839718402,397706414,12,True
43570510,36.3,58438221743224381368,821647599,16,True
50407658,73.5,65754216223882042960,953116410,16,True
21149685,80.5,39335186469056644457,893685910,26,True
27481532,68.9,41836285214810651770,696781533,55,True
75707216,85.2,71591516818389806098,740287986,18,True
11666936,25.6,16213256939482564530,561564260,34,True
51853547,27.7,47443922757207684371,875494101,55,True
87190646,38.2,00458798008498457679,554085254,60,True
40679480,87.9,52988469641025304119,689878106,21,True
49310757,60.6,71278603658871439214,927425780,40,True
25738395,7.9,03477730713337931691,783229959,11,True
23425079,85.6,70376954777811544020,282150194,32,True
49218285,29.6,84738912376431789442,780753643,12,True
28821523,42.7,90703875424392680968,872388532,3,True
48580059,51.7,51886923630664524648,496333147,17,True
31660314,36.3,86808344988416066977,514146174,53,True
42946573,4.1,23801400442645858308,384706714,36,True
28672278,76.1,04103987673436514417,662746117,57,True
38569487,98.0,04471422496082732702,456476337,55,True
47032902,64.6,85660176758870651229,626733702,49,True
90219016,5.3,66941979350390790228,427974347,41,True
62965116,71.4,93480365987447381276,555727848,10,True
77587643,7.1,39213743699798146638,354033922,35,True
16431698,32.6,53894958836552944431,622795391,25,True
94258630,37.4,84609756296776688947,731403074,16,True
74001103,73.9,21832677086375678361,322994899,9,True
49621830,42.8,85269126926514747660,310600607,14,True
23697525,91.5,99543456973461685537,884014944,27,True
90541237,82.0,85685976638151928826,799387651,48,True
75279480,92.7,59307218234926510902,366306588,41,True
57516626,75.9,14393893396246132345,962763993,25,True
11122991,45.7,03533676426037291286,257336429,10,True
58765059,27.8,72862855391405383865,271084084,42,True
89567684,5.6,86729831585161222591,396213427,41,True
62215289,10.6,34976047826764528986,457949698,39,True
30975787,37.8,53635562026732403323,941399431,24,True
30723170,95.4,89922161057847450626,883171181,36,True
99952620,10.5,04029914849478966238,796383604,44,True
74934292,53.4,04163865469826919807,343176262,34,True
35175071,54.2,10980369462050095977,954097112,41,True
50367349,45.0,91950694065747557605,242032347,27,True
95055626,58.2,01359152742195349680,866152426,44,True
37191107,31.6,88391100964352351192,567262392,51,True
44227970,75.2,33293441868857830575,748107757,12,True
13992450,9.4,06784647288089911828,935501992,44,True
66331363,12.8,63885607674415506075,333863490,20,True
39732477,47.0,81026270366717438083,557846007,10,True
17141208,21.5,23844131299357626161,452637209,20,True
30060133,65.4,47586017934188244793,694422522,38,True
32625288,16.3,65399332047046446633,824100531,14,True
56919063,54.8,79494104052838952679,537100069,19,True
93081911,43.5,80827714246916333987,949748262,56,True
96068044,27.6,10340973274732933693,441890274,9,True
72594791,32.3,20360305398360099700,671072532,2,True
55511679,56.1,92619480838699889120,561669803,29,True
25726162,29.4,00931654600949140630,388698157,31,True
78982565,78.9,43596729859255323471,668580874,32,True
26712692,96.7,19868543331572347120,489858531,48,True
39034697,23.0,08521147204810476504,375490965,7,True
38615282,48.7,30232155270094834372,279421928,3,True
14949369,44.2,89810755851131205304,670297185,43,True
51694481,66.4,19934288194735702243,229863711,4,True
37863043,45.4,43056267437987258866,625051912,32,True
75207782,9.1,70616866918383370823,433848503,45,True
87355440,57.1,46023025683502949972,612056693,20,True
24632551,10.4,09886126068071881584,455907445,56,True
68694799,69.1,29651119897619305218,372049859,20,True
58392446,89.8,94621735375026874072,296390892,45,True
37668219,3.8,98950690360549578807,560504252,53,True
98054066,69.0,97482515654778775944,464588183,42,True
86321587,32.2,82835803131450126628,773802726,50,True
52967550,49.2,87361990146162626400,873138375,53,True
32808962,31.9,18283270095373747059,272307529,39,True
58163116,57.0,34707069914213674642,614280800,12,True
97236353,76.4,96906568398956822787,616896891,39,True
85944515,64.7,01456082511843675619,741186534,47,True
29151473,44.4,61591878682903708088,327027367,47,True
18956217,63.6,44728959085343694458,466432238,57,True
25253863,36.0,12437981057573172585,848699209,7,True
93910061,25.3,83867829802534371451,526263307,57,True
76520982,95.8,01464919226687080977,940935352,21,True
17488094,93.8,46898396909560718305,627276663,21,True
69646726,46.6,44568286765837276847,369256057,60,True
34821728,60.7,81492901266826359669,784486214,59,True
63742716,24.2,30706295984419686720,393088526,25,True
46914177,87.1,54550710608706614895,710666726,46,True
12074212,87.6,59061263111359253643,330193778,27,True
17845579,3.5,83293677917519077141,285454173,14,True
94111886,63.4,09176017409345961631,421462474,13,True
57659433,64.8,19180725535397028356,326742388,33,True
56434841,8.7,52235351855471996998,435042489,35,True
51124795,49.3,79370056707087633372,588712850,13,True
73941228,56.2,58063822691830494665,430759760,5,True
34514471,57.7,42239986850249018098,236543852,46,True
55859224,77.4,19295732051317642907,594910272,53,True
38403317,7.5,43273263144184538571,770475323,42,True
21426724,89.3,59216766298317231007,395984688,52,True
24935434,37.6,57289389126992572889,485965720,8,True
97614585,62.8,01542685666677786963,958841394,53,True
58386577,51.7,34044434566557660413,821865367,16,True
60744637,58.8,02074942526837316055,560817517,57,True
74067751,25.9,90280474589898584568,343171332,25,True
17814579,36.8,47555789281982531593,979113027,24,True
41517850,79.4,66731903566322113849,895248606,5,True
45669544,95.2,96631691422168706242,736933981,35,True
30484248,12.6,63834919021208933053,817833331,55,True
34880357,69.5,88888640582232683159,361008287,32,True
24271377,35.1,52436326637065222070,475681602,14,True
64118047,4.2,75718489793563486108,937158843,32,True
19682953,63.4,55953927234750730746,998142875,15,True
62529243,10.8,21560472535147415299,730789976,15,True
35675248,48.6,60573382696385237717,264315584,38,True
62187735,6.6,51858069886265954601,720966111,48,True
22477918,54.3,33967143303011999340,796059227,54,True
22301519,14.1,95867158661286453818,331527171,43,True
41391401,53.9,30878959291207752694,592733155,40,True
92081832,14.5,39903393889889696255,881464715,11,True
33668282,32.4,10492799682601243907,476969450,45,True
84467446,85.6,16450996533988708198,825050584,26,True
46619105,49.8,78208107759303773434,721209879,57,True
79289692,94.4,31770793794818228934,810656332,37,True
76651971,4.1,79698208412150715439,831480061,55,True
94729587,57.1,11694193052387771814,959857202,54,True
27705558,35.3,49988506279104731432,544849626,22,True
63805982,22.6,58436087692200371282,947210850,34,True
96058927,82.5,94696358652605258052,338265848,36,True
64789309,66.0,24085104968489159659,856873754,9,True
44578052,19.2,37330230322810227764,829977375,21,True
47295859,29.1,63480064320973808036,281402265,59,True
82659078,33.9,67866034651291117335,759404462,29,True
97364208,62.4,09367024014777466983,735909120,48,True
50635246,4.0,15697163053338994311,252094463,11,True
47935727,76.0,92246990939628154941,648468444,39,True
82215023,92.6,35002613476319096680,552118097,20,True
78049748,3.2,07328510055156514485,232664948,50,True
52891213,7.2,44590890030142561270,798312246,15,True
47344742,98.8,29156353249374192590,355454168,40,True
13869383,98.6,82384212626548621880,286716289,40,True
61736908,11.7,22566060928698199512,993999407,34,True
79162724,38.8,24338043852386729313,661611268,22,True
30859240,60.8,70409355190622754726,854969016,52,True
30727313,39.7,36019680205701990719,582927852,50,True
69858623,64.0,95328073144241259636,468363884,8,True
84588712,48.7,67187405832123970082,935768019,25,True
35697510,68.5,56282018590687351809,262366834,20,True
15917145,58.4,17169160985781140245,384951951,48,True
68470377,65.3,50153775348248990465,768642347,14,True
89049770,46.4,19015309899350732992,396886536,60,True
78804533,30.8,32071205293657269604,336440014,3,True
96390687,15.7,24101756694543138422,431469538,5,True
51503228,75.7,62669639966628939184,824530635,22,True
49864117,90.8,50343781395888368408,351025485,18,True
94547884,47.9,29247945833784217308,782448982,18,True
68003155,60.6,14373275498818545658,760880526,24,True
12689991,93.5,91265242332695016526,393387448,15,True
36886741,72.5,79525843219701871596,734071278,18,True
58526060,99.3,50444846159134328486,640282814,46,True
36964703,73.3,70706824024798664437,984699288,33,True
90894887,15.6,39856311197309530043,887812747,40,True
47204764,49.0,81687321463935285946,348782486,24,True
77614570,79.6,02780568178781488341,974094443,29,True
11197028,32.9,12493722963626519004,839268546,50,True
23666615,29.9,09418462822716009390,522385724,57,True
37049904,95.4,15291414882835716745,465841498,42,True
81303561,30.5,39184383764080253678,928425424,42,True
49316568,50.7,59507697197970586703,436135836,30,True
30870752,48.3,07214511071964370548,987973174,18,True
51079327,71.3,30268100350095953819,553387354,11,True
69176768,81.9,57808312138649176214,544812082,13,True
22740931,47.6,44919657687339068878,635492377,51,True
53833541,80.2,21977424699354085801,574648403,15,True
23041062,86.3,42649637081155147754,643790051,8,True
81904758,6.0,10981730328518486573,248625693,8,True
33200501,43.8,90701269355238113979,691101408,47,True
36240008,41.1,26487962265890509681,713484686,42,True
34629180,12.6,08190666241801292762,349562624,20,True
74623794,43.7,73833230780516804137,515527332,40,True
35775923,20.1,23283221879634248055,458046510,12,True
23005865,87.9,72990186867007438178,696876125,43,True
36928049,17.4,81005615060185960919,837662886,34,True
31633790,18.4,90448219497924936091,519647056,47,True
17097853,94.6,15998715380363061187,271446463,42,True
18708074,57.0,78225967061171316966,482271705,53,True
97937177,54.0,10245779207832507392,716452646,4,True
61651276,46.7,31794618846853693639,848992799,59,True
74752308,26.8,02018580389552821249,478190980,12,True
62068640,62.8,58227184545549434859,285369037,12,True
15739164,54.8,45600161962244511991,322578675,59,True
26353640,19.3,59904167029453008214,327140889,24,True
55577243,54.1,11381091434303146620,381600701,33,True
82567333,59.2,59685661036077536015,687619793,1,True
45116412,72.2,24515269058482023908,538463320,32,True
14695866,65.7,33497804399346225439,254189657,43,True
15082893,79.5,48286245922223497546,222952901,23,True
48293152,2.3,63516419085099156247,360475907,44,True
56148459,54.9,43094512397761537187,326529398,55,True
22963318,49.6,63953674060655710776,729993679,44,True
78556282,16.8,41425622653874436445,857437516,51,True
27890630,59.7,16347007432851741931,655724078,16,True
91590931,35.8,80679143506157904310,310553427,38,True
53833577,85.9,24221469897098057886,363432086,16,True
80391325,82.3,65937444857667900203,688479822,18,True
57153239,8.0,62668760187245515131,627461085,36,True
20639219,45.2,81291571723756395978,739106506,40,True
63587939,50.3,89948828336050240954,348236128,54,True
80287148,46.1,43340390642967123176,717215778,30,True
78816383,45.4,08977476442982106923,531392960,16,True
35101275,35.1,71436884238221896375,348233815,36,True
82290710,26.6,70861950212544945253,413721228,43,True
76181517,37.5,63612442505642836907,469907396,46,True
53207179,37.6,34077103459640689896,554508745,11,True
94678664,7.4,89763239134437712054,662495287,36,True
88428397,99.6,06364398842312653925,667226707,9,True
84331915,88.6,36888471785511101480,542465140,22,True
55161190,17.2,92333988887347913671,483535764,1,True
18510437,48.6,44862390728997243526,458078580,52,True
85601944,20.0,85221489294494278674,831653981,8,True
17567513,49.7,91470149350500856075,463003758,35,True
49842288,57.4,24565381803194780428,781058872,18,True
86727904,85.5,40240252618469480825,258830778,29,True
34488771,6.3,10123748020390025542,877726595,34,True
52075925,5.3,37178988601850800772,747139064,25,True
80879367,87.9,15719910009211331006,594837180,3,True
23390733,5.1,04538059258055914702,377027445,26,True
97549762,27.1,70486019295461664673,523070272,20,True
27598488,26.1,53913236547547696677,481582946,5,True
20616615,48.5,83400957614088798841,725337100,57,True
55560042,95.8,85600453629433807799,410186660,41,True
86506688,28.7,88678665491470577233,589326505,22,True
70289697,76.3,38721646039926633454,946369340,23,True
21381719,72.0,04730282406307141324,247243814,38,True
67159538,90.8,84846214816163043512,710573659,54,True
92919529,4.5,45260092910017316893,451569107,48,True
75796314,55.4,79192057918748833195,479514265,25,True
42743662,75.1,95375078490259305025,664921491,23,True
74129977,67.0,15419888829482844182,429406503,7,True
24221249,72.7,80700397258317044952,474255919,37,True
96935660,0.9,93052585917912410262,965859290,54,True
59423497,89.6,17530534680805903032,659901656,43,True
75174132,31.0,64340822917377804721,618062511,3,True
99742030,61.2,25986386094732916739,348904479,20,True
14650897,53.7,91795331727807100771,675810593,49,True
34243454,16.9,78775360369465476991,624242856,36,True
85795966,52.0,47983214162612505099,817424325,38,True
79954419,70.8,67521915013651397631,833301547,38,True
39748268,68.9,56912422554645806573,977128457,26,True
96221739,93.9,03115567241753089378,411427130,39,True
75621246,88.8,25254149996850803893,575598269,55,True
50232448,29.2,49755250350460863057,533684173,31,True
12372874,73.1,18189916098354169799,952445576,3,True
30862431,16.4,10840514562903765396,499063418,39,True
76122443,56.2,21182640644848732808,522628611,45,True
77190036,6.0,71158260322545546841,860278791,18,True
10012214,79.9,07324514775295339141,373385097,13,True
18636574,74.5,43231638721348594582,757666516,9,True
77620541,22.0,16068569996132080585,225156429,4,True
28551997,74.2,49119175963246719138,377054283,47,True
43133440,25.3,65481051255575406306,628287856,8,True
11041516,49.1,84919934878750903111,390172022,50,True
19917282,9.9,59919850102677349770,687488969,22,True
39353736,55.1,00175573101759742786,667626084,17,True
75733178,57.7,06810309033994435699,619482717,40,True
31236018,54.8,38967643645382675612,240605821,42,True
73342817,13.2,90902410682217606138,683483635,48,True
62509934,66.7,59724894422989469725,843102405,23,True
38394718,59.7,48238865194765981698,617075134,49,True
39640935,22.4,97712979658876536536,358701340,3,True
70383006,17.1,43046170271987641344,781109994,24,True
66919578,27.0,89973047622328823141,960683861,4,True
19403396,18.7,65108445894603312138,874749874,41,True
16646997,74.5,30003966449947940376,421093261,42,True
75083601,74.2,80396830769802198656,362868862,12,True
31790850,56.0,44504777339913658635,844186798,34,True
92461913,14.1,28979947965376966204,961580138,9,True
11697719,30.4,51745543394821004118,428051722,24,True
35945801,0.3,55077607371878887909,594402318,40,True
38660257,60.2,84831557114689398706,415645881,17,True
86784473,24.3,77457229709977626737,764421593,19,True
98305752,0.6,32403521290445205938,921597792,5,True
54842868,96.0,70196576042193623807,793170922,49,True
80159923,4.5,25057369751827687934,434494074,25,True
64051968,95.3,94497802326598032751,481141380,25,True
48343512,5.5,01038363681669942147,396031721,29,True
26291376,45.8,05596175212048661374,422104114,34,True
96476176,27.9,96855083925141177694,758446705,46,True
71254857,76.5,70742982778079670840,741291340,55,True
21695360,36.4,48886503124097772178,730053926,22,True
78208620,22.3,94992289642511862130,671004245,57,True
80801057,81.2,63430758869793282447,573196041,53,True
19898581,43.7,66446506619089375929,693288358,18,True
39092969,95.4,01267018470761866364,779057523,51,True
26908180,19.5,25763283320782587035,723225917,38,True
59854582,56.3,04696823490312859690,550669343,27,True
64954349,35.5,90542091975523205644,890629972,19,True
53270430,32.0,22592828921307485094,749299317,31,True
68495134,97.1,45086659827216493241,511857958,55,True
30165169,7.6,93417175422567158597,579367029,2,True
11871760,66.5,71862603220298484195,253815686,17,True
15777327,68.1,14659073722903633903,379784614,33,True
89515709,86.3,89342184464647922903,758060661,32,True
78481305,76.4,81774670586463682129,854268032,55,True
45360398,58.6,54117013676317971574,920975369,8,True
85486315,46.4,66042309688625391287,383601902,28,True
78084754,53.2,17471628905908643662,393743743,25,True
61528209,29.9,35001484511373937322,895452260,43,True
95824387,19.5,11508305589381867710,678793178,17,True
81148911,22.9,02789849042666782855,561433945,51,True
26388215,27.3,66850515258369181452,571198030,14,True
50993761,68.0,80766407061655628611,499300921,60,True
40154407,73.5,53488138685557350073,961347837,39,True
77860629,53.8,74519657986027990723,240510828,53,True
20567315,4.3,68595524303402640340,650369368,3,True
66853221,24.4,13083485208908453120,954154975,2,True
62568076,31.4,37662613934838546474,677664604,39,True
59242027,36.4,41923808458219431674,915635976,28,True
65692382,83.7,56103661582668770906,610251448,3,True
71349763,7.8,05229836366894919185,814888376,55,True
33269060,40.6,13761884986880967607,353344020,3,True
20142010,68.5,78455327595790870880,997416175,53,True
17776488,1.8,48653037943754141486,538453143,19,True
56481832,94.6,67825707298516437427,758675033,25,True
49937381,54.0,41795433508747814202,433774545,36,True
65217636,12.3,78530070890468280725,315669213,39,True
55506202,56.8,98758368962819552972,358600704,10,True
98710010,6.8,60231735707049418515,292326279,13,True
29536213,75.9,78165876794259302816,531161354,51,True
70353075,9.5,56669406588934438205,317405873,35,True
59993623,90.2,91939110216169144336,795922237,22,True
72458525,30.9,67824785557467445152,540220101,4,True
33137802,59.9,93169910145531700400,920959102,51,True
52331920,29.8,54586354151182414582,559923645,33,True
88147977,25.7,42973817587888260372,658724726,4,True
84872181,64.5,14714372745055617044,921729150,18,True
71006883,32.6,66127691581484479954,282627418,5,True
29655507,52.0,82320830767004133189,652744855,21,True
67382358,98.3,20414081947746674227,230573981,34,True
26444922,68.7,96268494619678242273,550903448,40,True
88434951,37.1,42214170533208679854,589420950,44,True
50429772,24.6,57155115190367695034,893539543,51,True
14646017,83.2,74489953188212699146,466546264,37,True
16115754,87.3,04156536661414784134,712699780,27,True
29385418,63.0,90154759613421897658,862606483,14,True
81605831,83.0,96183164701229919463,537343590,51,True
68404530,95.4,33387730982377372545,766451678,60,True
10498007,11.9,56072134314054637182,390283812,2,True
90558074,39.4,51130559469381831410,287626445,23,True
18871401,58.0,94729067385781664728,353595928,23,True
35340985,23.5,29666640740448728562,745201328,53,True
97238093,89.0,26920629066142308710,495377580,49,True
92543896,5.5,53113417790076345410,360664663,22,True
94701174,71.9,73358846387051765272,466102126,25,True
34910860,10.4,59851909743483904935,551472982,51,True
40913433,33.8,52631012087333029407,372180122,24,True
27991818,34.0,11363799820011065392,672310096,41,True
97539206,65.1,82241080954531498724,471861640,20,True
40342974,36.9,91547374071269835900,955462080,39,True
65606364,36.6,54147949878885246851,655377178,43,True
75881026,56.0,88072789585062032893,567300596,5,True
49815402,32.4,16664447874839451975,384949028,12,True
37402030,79.6,01496657589586767945,547349804,58,True
95986570,7.2,27621831295931593919,833270952,35,True
37743297,40.8,31725858849056407265,395427784,18,True
70059616,32.3,49849461986756129832,390615858,9,True
83008135,30.1,79054842654952765725,636006841,15,True
17691801,6.2,15215500691729547889,789828542,19,True
48219436,73.9,71014819690792567571,668103478,19,True
82538302,38.3,27633725910550326790,889343669,4,True
88532942,19.8,88835376476333280444,894766088,52,True
32818082,38.0,78394218130584317026,628119882,42,True
10635395,34.9,94546359448454806955,489667607,1,True
79967373,31.1,19015725882861161546,580141034,11,True
95572574,92.2,57176397003806114381,737466028,27,True
57781385,90.2,51877509767213425775,333398493,11,True
90903563,50.2,23772951909708602809,784634193,58,True
76301285,31.4,44083767933000878427,990015439,9,True
40031455,14.6,69139541439597067580,235197254,58,True
70403512,42.7,99757271915005421872,959268018,15,True
71719780,32.8,30190135553105204938,991617773,53,True
98582801,12.2,37082175496874727122,697753421,14,True
42071985,91.1,20271777550246637197,528760513,42,True
74510081,36.2,25344735522895463664,351785398,25,True
24294014,82.8,79048784283669516924,843866083,21,True
72902609,3.1,87582721876328524264,880351535,7,True
98764143,6.4,98953963344594324539,886953012,11,True
24859882,20.4,59940886948410864364,943399456,9,True
63880597,12.0,57268153996325143293,298143431,18,True
80279708,14.0,10928779902346554642,717963268,59,True
66716415,19.3,44101751128671032099,544655793,12,True
86575152,65.6,26559716946041137608,421410197,13,True
60144266,53.4,68937487886203667388,447956833,9,True
94022415,13.7,79255762437131137885,627264693,23,True
16444314,39.1,08751475091025516317,625030954,32,True
11231322,24.6,11139785584453070207,989216929,59,True
71365457,18.5,92552546408464498528,323140052,18,True
18092066,89.0,93212982455379280540,664547302,24,True
15094970,98.8,88633405396111933758,890108262,19,True
58139499,88.6,02633755070493284343,527626382,56,True
87572661,60.0,20410298833655352669,688175373,46,True
21592804,16.5,11093942466882910315,251064899,60,True
47691404,49.2,45100073745453730678,590323623,45,True
43500817,28.2,81641501945826041789,450975186,9,True
27991191,40.4,68617620180562541835,741934758,58,True
96237550,93.8,40935038041367344675,671570936,23,True
70171432,46.2,71089428233431436396,617692030,27,True
94004151,76.1,81993727643574560229,542311203,48,True
88255300,46.0,73488847035615727719,263185465,25,True
65384075,16.8,95430424869997576760,676433268,35,True
91987201,97.6,45469786716465501311,348466604,10,True
52361033,86.3,25575041984860069689,293697444,51,True
31566676,1.3,77804865172077191071,961815666,47,True
12694776,94.8,89624110874313777874,926255029,46,True
49263654,70.5,62336703153698278201,492620793,3,True
11185232,21.6,90596755093719049043,648310120,16,True
32951731,37.6,06420436636156666236,973085939,9,True
84117696,20.9,71854772700472306210,663364154,47,True
55769806,14.6,98597283185510265625,499701773,9,True
58219048,54.7,62586257701894155660,226598155,18,True
17101374,2.7,69043575270544419173,956826028,41,True
26421906,54.5,46861115985518824629,854709450,22,True
59584012,50.9,58272057628485726332,359027343,24,True
