year,alumno_dni,sede_id,grado_id,secretario_dni
2009,90575340,4,3,38726533
2003,51922063,3,9,64636580
1976,62084116,19,8,83772726
1960,34890580,16,9,21220643
1974,69687125,17,1,43123434
1985,20694788,14,9,85683622
2021,93030274,16,5,43123434
1997,83166909,7,1,36170069
1991,39683013,2,4,51162185
1969,43752994,12,6,62093547
2014,45576662,10,3,77615895
1998,35474906,19,0,36170069
2021,86638812,0,3,95914360
2006,81882608,13,7,89845053
2013,37158452,15,10,84065326
1968,13514957,7,7,21546916
1980,86574177,19,8,64636580
2010,36799831,16,6,95914360
1985,13638995,13,8,20761150
1980,60106642,13,6,95121059
1988,17398128,19,4,78548630
1987,15121924,1,6,19373250
1980,24498131,1,5,14561697
1964,53488909,14,0,35116117
2009,26040809,18,4,64884528
1992,95273540,13,0,84588243
2004,62196623,7,6,21907808
2002,44640648,18,3,94698419
2022,84883064,14,5,36170069
1964,72550224,11,4,54568875
1961,23391273,2,1,32544267
1982,71187042,17,4,95541655
1985,93990656,1,10,85683622
1969,33084344,17,7,23897976
2023,74965286,14,7,57978856
1996,70421675,17,6,50181090
1994,11738477,15,4,35116117
2022,41643060,12,4,37731882
1970,87916878,15,0,38717078
1962,79949463,8,10,31458754
1992,42365208,9,6,14080813
1971,68930315,0,6,14561697
1993,55313912,5,8,63918442
1991,92206976,3,0,81061735
2014,51808674,12,6,14561697
2008,60892085,3,7,83680332
2019,49949862,5,4,26460618
2011,36040050,3,2,26460618
1999,33414939,5,6,84284834
1978,32763337,19,0,64884528
2007,17811640,8,3,92109614
1978,17740818,6,3,21907808
1984,10915485,0,8,95678928
1991,33526275,6,1,21546916
2016,95106860,7,10,86861214
1999,31114033,3,2,20761150
2002,45668035,19,2,84588243
2020,41132512,9,7,71567046
1970,73952763,10,6,63635195
1987,12423966,10,5,77916151
1999,46476274,10,5,32544267
1963,58881908,4,5,92109614
1980,67066694,19,6,15968194
1976,90575340,5,5,58128734
1978,61461475,3,7,21907808
1985,52055491,10,8,52555496
1986,59098672,7,4,48431358
2005,36002821,8,4,70467839
1977,17806619,2,1,80460594
1988,16735798,17,6,37460711
2014,43072902,10,5,29558820
2005,20641793,9,3,53880888
1989,74197965,19,10,21316535
2011,47302587,10,3,55706970
2015,25712865,1,6,57490343
1977,64900433,4,8,95541655
1993,72990805,19,3,14561697
1991,93397317,9,2,77916151
1969,19583160,16,0,36170069
1996,77050385,4,9,38726533
1989,49907215,3,8,16469400
1995,21669410,3,5,84637592
1974,92085141,17,10,79789984
1989,38041768,14,9,95541655
2001,77099072,5,1,17607423
2018,39685094,6,6,40333704
1987,83840367,15,3,77916151
1968,11981749,6,5,38717078
1982,30666973,0,3,78548630
1997,20888977,17,3,29558820
2003,69568534,18,0,78310349
2015,71891614,7,2,15968194
1993,93524554,0,8,68124756
2004,82456153,13,8,50181090
1994,74923393,14,1,31815155
2023,30505178,3,2,78310349
1975,77112588,18,0,85683622
2003,98041181,2,2,86861214
2022,24445166,15,2,84637592
1974,81727263,2,4,77916151
2000,13020141,3,10,63723307
1981,63921680,2,7,80815046
2002,80209385,11,3,96286728
2024,91996856,14,0,50102807
1982,98775984,0,3,84637592
2014,42496286,14,6,64357240
1983,93075817,4,6,15968194
1989,34226101,19,2,11433412
2022,93262924,16,9,79789984
1964,72472881,1,1,15968194
1964,51865644,9,7,63723307
2012,81807169,16,0,18900235
2019,44637272,19,6,64319530
2003,15371592,19,10,57978856
2002,31380208,5,7,26460618
2010,82755668,4,7,64636580
1976,39263138,7,5,64636580
1973,75976907,9,5,19373250
1967,38108039,15,2,84125240
2020,63136624,15,1,45192301
2012,82376050,2,1,97535169
1993,33518043,8,7,21907808
2012,78652909,11,4,23897976
1985,63644034,16,2,77257073
1981,30466487,15,5,32544267
1987,18034645,10,2,43086842
2014,40131709,13,10,57490343
1962,97065447,11,8,57978856
2019,90498835,3,8,32544267
2006,76673097,10,2,14080813
2013,95172307,17,7,63723307
1982,80894253,8,4,73162963
2002,65274071,9,0,54568875
1996,91928592,3,10,84637592
2018,42967117,0,0,45979790
2015,74565900,3,6,18900235
1996,69496750,16,8,81061735
1993,43875490,14,8,31815155
2003,59702623,3,10,88953878
1986,36361529,2,6,86861214
2003,33447829,16,7,29558820
1973,47718466,17,5,29558820
2020,84922451,9,5,73162963
2000,92323747,17,9,45192301
1977,64944104,3,4,63918442
2018,39551205,12,1,94698419
1972,63426746,17,7,68124756
1966,60154954,1,1,80460594
1960,51261401,0,1,46706772
1969,15109276,9,7,89845053
1983,16735798,12,6,55706970
2022,21103400,13,4,16469400
1988,25857659,10,10,90080123
1995,68243685,5,3,52555496
1995,48877922,5,1,43123434
2014,79980760,19,7,83680332
1971,87062321,11,3,51162185
2013,14287014,0,8,90080123
1983,64515421,2,6,95541655
1988,50896207,6,3,64636580
2003,46287919,17,7,26460618
1974,52265517,10,6,14141066
1999,45188600,2,2,31458754
1963,46993650,12,1,36170069
1973,28028428,4,7,84125240
1963,22781965,9,2,37731882
1991,50852638,11,5,36201211
2023,58146091,17,2,43165392
2019,82943027,3,8,43123434
2024,54781355,10,6,43086842
2000,31043673,6,2,17607423
2002,96896394,2,0,84125240
2017,47927142,18,9,17607423
2003,70135835,18,2,62658017
1969,75817890,0,9,43702709
2013,44765825,6,5,80815046
2021,70994908,12,5,26632976
2024,60592188,13,1,14561697
2019,27997211,13,1,57978856
2018,29353392,10,2,84637592
1966,54404303,8,4,95678928
1992,39434820,19,10,40193383
1967,62381495,7,6,51162185
2012,94532331,0,0,29558820
1986,32214181,5,5,78310349
1979,42058894,15,3,84284834
1995,25037019,12,4,17607423
1966,54034386,18,6,95121059
1999,88520110,15,1,24875024
1966,16236776,14,0,68124756
2009,15889186,5,3,57447283
1983,76426100,16,6,95678928
2017,68174650,17,6,21220643
1960,60892085,5,0,31458754
1977,59444489,13,1,36201211
1970,12314508,12,2,14561697
1983,69496750,2,6,58128734
2007,64473520,15,1,95121059
1990,73601112,0,7,36170069
1996,30194585,17,1,84284834
2011,71236908,18,8,88953878
1968,25271121,13,10,97935480
2017,81366969,4,4,68124756
2024,15405232,16,8,54568875
2003,24008358,15,4,45979790
1966,89100726,13,10,21316535
1998,38786913,3,5,19373250
1986,26848179,2,1,55706970
1962,79043679,7,5,69272203
1976,10398200,7,2,95541655
2018,59245575,14,8,64884528
2013,96548802,15,2,83680332
1985,76711032,10,8,84588243
1986,58673685,9,8,69272203
2010,12938743,2,1,97935480
2022,86677493,19,8,94698419
2012,50581684,17,1,15968194
2015,42120621,0,3,78548630
1994,72493010,4,0,81061735
2005,99671038,11,9,37731882
1990,23021190,19,9,58752944
2001,15109276,5,7,88953878
2023,42432626,7,9,90080123
1992,82223387,3,10,19373250
2008,56582028,14,0,30451519
1978,33614597,13,4,64884528
1977,17573355,13,7,97535169
2009,93120524,8,5,79789984
1962,64009000,4,2,30903956
1986,14725048,4,4,87942869
1960,71943736,7,2,53880888
1964,23391273,14,0,43702709
2006,13638995,8,9,84175321
2007,28159656,15,6,21907808
1988,69320353,13,6,58752944
1985,64960137,12,8,86861214
2014,57351005,13,5,50181090
2015,25575826,4,10,83680332
2023,45753140,7,0,96285651
1960,45905490,10,7,88953878
1996,43752994,4,4,83680332
1991,19036001,2,5,20761150
1987,13185210,11,0,21220643
1974,93037305,5,7,96286728
1979,82774817,11,2,83772726
2001,86473545,15,6,43123434
2024,81828518,8,0,43702709
2018,49952531,15,9,95678928
2011,52496244,5,4,23897976
1992,61953227,3,6,38717078
2016,69706258,2,9,38726533
1992,41070616,16,6,57978856
2016,40929401,16,4,14561697
1992,89084491,5,7,14265812
2006,42325851,17,9,93120973
1987,32219879,6,0,37460711
1999,34124582,5,6,90620509
1971,66752258,12,9,26632976
2003,42444010,6,1,50181090
1998,40929401,10,2,70467839
1966,33657860,16,1,93120973
1972,97144437,11,8,38717078
1960,69762627,2,1,23080770
1963,64131653,18,0,95678928
2018,83902921,16,6,58752944
2024,42444010,1,9,50300266
1986,90854196,10,2,14561697
1971,85081074,2,2,29558820
1993,17709239,4,2,78548630
2022,10398200,13,3,97535169
1995,18225337,10,10,97935480
1984,14013301,10,6,57978856
1977,20641793,7,5,70467839
1988,63307268,13,8,89845053
1994,26588369,0,4,80460594
2003,28049348,8,4,30903956
2003,30916838,13,9,62658017
1968,15815619,5,9,50181090
2010,89709675,0,4,40333704
1996,28338845,12,3,26460618
1980,68857806,11,7,36170069
1984,88309188,2,8,14561697
1970,89059050,9,10,43576406
1966,47226190,10,7,85683622
1979,77431015,12,5,29558820
1992,12013199,1,2,30451519
2009,93075817,6,1,95914360
2002,27419131,17,4,20578278
1965,29877284,17,10,46355755
2015,76654869,15,3,57490343
1998,99405101,18,8,58128734
2022,70796234,9,3,83772726
1972,66664346,8,6,95541655
2021,33293254,7,9,78150502
2024,88661889,2,2,96286728
2008,68183916,3,2,63918442
2021,62797861,12,4,70467839
1982,16939493,4,9,95678928
2002,77050385,16,6,92109614
1965,55890604,0,10,30451519
1992,26279513,6,9,20578278
1995,55834998,8,8,71567046
2023,86730474,7,6,20578278
2014,86492890,3,2,35116117
2012,42619057,8,5,14561697
1964,73319665,9,10,86861214
1989,48807138,18,4,85683622
2009,30559498,4,3,84637592
1961,45753140,3,2,46041781
1967,12804963,10,4,30451519
2011,57283012,7,9,21316535
1996,50518856,19,10,32544267
2019,91881527,0,5,24875024
2002,92476428,13,10,55706970
2006,16661337,3,8,51162185
1991,11789885,14,9,35116117
2019,27808022,13,9,73162963
1983,38547460,9,7,22710362
2021,86883864,2,3,31815155
1973,65877481,8,7,94698419
1983,50287224,16,9,20761150
1997,36446183,14,3,97935480
2012,23685119,2,2,95541655
1995,50991295,10,10,16469400
1996,80447032,9,2,21316535
1988,64141844,6,3,38717078
1968,37349967,9,8,80460594
1968,11347911,8,3,48431358
2006,75804092,15,5,50300266
2014,34297694,10,2,52555496
1983,80151524,3,7,57447283
1963,93498886,5,2,37731882
2021,39219286,18,8,23897976
1972,11200812,3,10,57447283
1994,91880459,10,1,50300266
1991,68203367,6,7,14561697
1960,85756400,5,3,73162963
1995,63715784,8,9,95678928
2019,83362117,13,7,53880888
2005,47550599,1,0,31815155
2003,55259454,3,1,30451519
2001,14414706,17,0,77615895
1992,71192211,17,9,38726533
2012,26320776,7,4,37460711
2007,64130192,9,2,40193383
1968,73906847,12,10,33379456
1973,59094501,1,3,77257073
1978,75196256,18,4,95121059
2024,20265025,9,7,73302006
1984,88529299,7,2,57978856
1973,14541053,2,8,84637592
1969,74737902,11,7,48431358
2002,79216274,3,7,95541655
1982,17854070,7,3,90080123
1977,25985559,1,1,32544267
1992,58175872,4,9,81061735
1987,70360628,6,3,50300266
1996,18199117,17,6,92109614
2016,87690171,16,8,80815046
1985,13638995,18,6,43576406
1984,36234051,2,4,40193383
1964,61594358,13,5,43123434
2024,17573355,2,4,62093547
1995,30828653,8,6,92109614
1997,31749264,12,2,84125240
1960,59448000,6,7,84175321
2012,42103468,18,1,21316535
1994,15570085,13,5,40193383
1988,24362717,11,6,26632976
2019,74286353,9,9,14265812
1995,22073583,19,5,70467839
1971,73944032,9,3,97535169
2015,42496286,16,9,83772726
1983,40845568,8,5,63723307
2016,96305787,1,0,42978476
1988,81511551,7,2,84588243
2024,32673825,17,3,78310349
1986,65085805,18,8,38882043
1996,11347911,7,4,77257073
1989,83647524,10,4,73162963
1987,25595905,18,8,23897976
2002,71822473,8,0,51162185
2009,59170594,7,5,77615895
1999,13733723,3,5,42791240
1994,94822580,14,8,33379456
1987,26894551,6,3,21316535
1962,26547178,10,1,64884528
2011,56011233,5,1,35116117
2021,38626789,3,4,79789984
2021,68028320,1,2,69272203
1966,43005755,8,0,68124756
1962,10771455,4,10,16469400
1960,74015689,15,6,23897976
2018,80094923,13,7,64636580
1961,33058308,3,7,29558820
1996,23085956,15,1,26460618
1966,94679094,14,5,26460618
1972,47550599,14,2,22710362
2021,17854070,6,3,46041781
2004,28021440,15,10,83774465
2016,50680338,14,6,78548630
1970,90564060,0,5,30451519
1975,70183596,12,1,19003715
2007,22341127,2,2,84065326
2002,98868682,9,2,84284834
1966,34012463,11,1,58128734
2011,99915418,11,6,84588243
1988,80222663,3,8,43576406
1999,55708370,18,3,21546916
1996,35651490,19,0,20578278
1975,92934987,14,10,51162185
1991,32412971,9,7,69272203
1989,54325628,3,3,69272203
1963,24098466,15,9,84588243
2013,14264939,16,4,16469400
2000,75666163,12,8,51162185
1976,60663065,6,10,40333704
2019,81275300,7,9,64636580
2003,65843103,0,1,94698419
1990,48936122,6,2,21220643
1990,54341665,8,1,20761150
1973,33183828,0,4,87942869
1978,83840367,13,1,77916151
1999,57661884,1,10,31815155
2003,80004446,17,3,21907808
1977,25645623,8,4,11433412
1969,47040736,5,7,42978476
1994,22659875,19,6,78150502
2017,19755318,12,2,95678928
1982,73043091,10,1,58752944
2014,48538246,14,3,14561697
1993,57140599,14,6,43086842
2006,46384940,0,0,20578278
1984,22578715,18,6,45979790
2002,63434071,12,7,45192301
2007,31467139,13,4,87942869
1964,29318330,16,10,43702709
2016,79341763,3,8,53880888
1993,82909751,0,2,11839541
2008,62855983,1,8,17607423
2007,50371294,8,9,20761150
2016,75196256,7,10,14561697
2024,34940385,18,8,58752944
1976,11719678,3,4,57490343
1990,85321711,14,4,14265812
1962,21669410,14,1,64636580
1990,71199268,14,7,50300266
1997,14449687,8,2,45979790
1978,19893562,15,2,23080770
1969,19681302,8,5,84630356
2005,97761895,19,2,43702709
2008,52226269,12,6,87942869
1990,17319163,13,9,97935480
1995,31126364,15,4,95121059
2015,64515421,15,1,21220643
2009,34545906,8,3,52555496
1961,96053162,17,10,21907808
1990,79703110,2,0,90620509
1996,77942644,12,3,68124756
1966,77634810,19,8,63918442
1964,66887291,10,8,48431358
1961,71182933,4,7,80815046
1997,16676671,18,2,94698419
1984,98837852,7,5,21907808
2023,59738711,2,7,14141066
1966,53017493,11,5,21907808
1986,15436898,19,9,22710362
2005,22225250,5,0,48431358
2012,81641130,12,8,18900235
2023,58176970,18,1,50102807
1986,37338395,0,4,57447283
1988,34909581,8,9,42978476
1977,50632253,6,3,81061735
2015,53010298,11,8,36201211
1989,99646716,15,10,11433412
1962,73982469,7,10,87942869
1993,83166228,9,5,50300266
2017,50517082,7,9,84125240
1975,39712745,9,8,77615895
2000,11954268,11,8,95541655
1977,19739817,8,10,43165392
2005,86890912,15,7,63635195
2006,45419387,3,2,95678928
2022,58822208,3,4,80815046
2012,10412139,15,4,97535169
1991,68055792,4,3,38882043
2002,12782418,12,3,38726533
2003,69320353,14,4,90080123
1965,64011421,2,0,50181090
2003,42837017,6,4,83774465
1982,25137279,8,2,38726533
1967,37484365,6,7,32544267
1972,39508979,19,3,73302006
2012,65249538,4,8,58128734
1992,41653747,16,1,84588243
1976,27056390,17,5,33379456
1990,30737016,8,0,96286728
1979,66074525,18,6,84630356
1967,54663704,1,3,14265812
1977,99624144,18,10,64636580
1986,50563005,18,9,89845053
1971,74810595,13,5,38717078
2017,57140599,8,2,24875024
1986,89664268,18,1,77916151
1991,37225576,12,1,19003715
1968,75976907,12,10,24875024
1979,50863804,19,8,38717078
2009,19962118,8,0,84175321
2014,40620139,2,10,38717078
1973,60652113,17,6,50181090
2001,17807230,17,7,46041781
1968,26815691,0,4,46041781
1995,33492947,5,3,84588243
1969,67097972,16,5,92109614
2020,93075817,7,9,84284834
1967,34573567,19,2,15968194
1994,78057422,6,0,40333704
2002,57485675,5,0,40333704
1971,12183952,15,6,46355755
1968,32219879,13,3,84588243
2007,27259451,8,6,45192301
1984,69368909,4,0,21220643
1994,78175140,16,2,19373250
1975,44881102,1,1,22710362
1978,94679094,4,4,71567046
2008,58035243,15,4,14265812
1961,37833440,18,4,78150502
2003,45896279,1,1,26460618
1986,57664881,18,7,17607423
1960,11304374,19,8,97935480
1986,43875490,17,9,84065326
1987,10354851,9,3,20578278
1969,85756400,0,5,96286728
1998,43072902,4,2,14561697
1970,70994908,5,4,97535169
1982,93538166,11,7,31815155
1998,43743982,5,0,16469400
1988,45218830,13,2,73162963
1964,85253590,2,9,63635195
2001,24902577,14,8,63918442
2012,98692846,4,7,55706970
1994,13950750,2,5,36201211
1985,30962758,1,8,63918442
1978,20875003,2,9,62093547
2010,28766170,18,7,95914360
1996,27854825,12,7,38717078
2000,74565900,17,0,62658017
1988,60901667,19,10,68124756
1977,80598014,9,9,37460711
1988,50113236,1,7,42978476
2014,84149436,15,0,50300266
1974,83639468,2,3,26460618
2006,67122496,3,9,42791240
1987,65058953,3,9,52555496
1994,32807120,17,9,11433412
2001,20027989,3,7,80815046
1987,33240084,5,7,93120973
1995,84652102,18,9,89845053
1973,52320370,4,0,14265812
2022,22221634,17,10,71567046
1999,20510659,2,1,30903956
1960,93441090,18,0,16469400
1997,39257527,6,6,87942869
2009,53646025,13,6,83774465
1999,46389999,16,3,37731882
2014,14165996,15,3,46355755
1969,71747922,12,2,43086842
2013,10331124,15,10,26632976
2001,40544019,16,5,78548630
1997,65963350,6,0,37731882
1993,74754609,13,5,31458754
1985,58169217,11,4,24875024
1997,34330274,12,10,63723307
1964,90995282,6,10,62658017
1967,58250178,3,2,69272203
1969,30547915,4,1,37731882
1966,74373186,14,9,89845053
1960,69033607,9,1,30451519
2013,21615817,1,10,36170069
2008,98419850,5,1,92109614
1963,15223485,10,10,31815155
1976,70965457,5,7,31458754
2013,72494644,1,7,53880888
2024,25595905,11,10,79789984
1966,79212554,19,8,40333704
1984,58035772,12,5,32544267
1983,83345576,11,9,19003715
1985,55531312,14,9,84065326
1965,51826861,11,2,62658017
1965,93498886,19,9,78310349
2022,86045083,19,8,80815046
1973,10939352,6,6,43702709
1963,67591383,2,10,35116117
1973,12202628,6,4,43576406
1986,22225250,16,10,30451519
1982,94280449,5,10,40333704
2022,85260364,7,2,68124756
1984,69395592,4,5,96286728
2017,94585723,15,10,43576406
2016,69395592,11,0,81061735
1966,91576930,1,3,64357240
2018,86179965,17,6,78548630
1969,80505521,14,8,20761150
1987,82489531,3,1,14080813
2011,91099860,16,10,36170069
2006,43323328,1,6,96285651
2009,70863066,12,5,73302006
1987,30985584,19,0,92109614
1975,47302587,17,10,36170069
1995,38961572,9,4,11839541
1973,91366954,16,7,97935480
2019,85073298,16,4,63918442
1995,58059296,11,1,11839541
2003,38908989,1,8,18900235
1985,94748829,19,3,14561697
2015,89759288,3,3,57490343
1975,64009476,16,2,63635195
1963,71659153,5,10,84284834
1965,84780947,0,9,38882043
2021,19733423,17,1,68124756
1960,21485070,17,1,36170069
1968,33392884,14,10,14141066
2008,99005307,17,3,85683622
2015,15656423,4,2,58128734
1970,20459710,14,3,96285651
2022,32010115,17,5,79789984
1985,69320474,11,6,97935480
2015,70285893,18,8,63723307
1995,25134421,16,8,51162185
1967,22339809,10,1,23897976
2009,69550289,3,8,85683622
1961,64421523,9,10,84125240
1978,23370204,9,1,90620509
2010,77815823,2,10,55706970
2017,75944469,2,8,77257073
1983,46178400,19,0,63635195
1999,70013577,11,0,94698419
1995,55519876,18,8,81061735
2024,95962605,3,8,90080123
1968,94817348,13,0,38726533
1976,91326524,2,3,43702709
1971,58111642,13,8,30451519
2022,15580760,9,0,21316535
1993,18347709,16,6,46355755
2009,40678099,13,8,29558820
1986,61535359,6,7,24875024
1963,66185119,1,0,63918442
1961,61187319,7,4,20761150
1980,66359508,5,1,32544267
1971,31704691,12,9,23080770
2007,30666973,4,3,46041781
2019,54206879,10,2,71567046
1963,16763547,19,0,62093547
2006,16274653,12,8,78150502
2004,13733723,8,1,77615895
1997,48014328,2,3,64357240
1974,20366623,8,7,57447283
2020,42602383,10,8,19373250
2024,80145879,18,4,36170069
1964,47672257,5,4,30903956
2024,62825396,16,7,85683622
2014,22788025,18,0,43086842
2022,97141978,4,9,45979790
2018,34124185,13,3,63723307
2001,24187852,4,0,95914360
2009,87574767,11,6,63723307
2000,42809243,18,3,52555496
1992,72472881,1,6,31458754
1994,89365530,2,3,77257073
2018,47815225,8,5,62658017
1969,74408989,13,9,58128734
2007,74838391,12,2,97535169
2013,84037060,16,2,14141066
2019,35776119,12,6,73302006
1962,45218830,1,0,88953878
1980,14667783,12,10,84175321
1966,20578988,1,7,78150502
1997,11419410,13,7,78548630
2024,65843103,7,2,81061735
2015,97440634,2,2,97535169
1984,89387979,14,0,80460594
2016,82506239,2,1,80460594
1996,53492133,2,6,38882043
1999,13410837,11,0,22710362
2007,68279517,5,10,20578278
1962,80658819,8,2,11839541
2024,48896715,15,8,16469400
1979,47944875,7,10,70467839
2000,30093857,13,1,46355755
2009,91374554,7,2,38882043
2009,26502472,0,9,26460618
2002,45545678,18,4,96285651
1977,15357882,5,6,71567046
1963,28444877,3,0,71567046
1975,38832037,2,5,58752944
2022,50625510,0,4,18900235
2000,50626773,14,5,21907808
1979,42537391,16,8,15968194
1997,30660648,2,2,58128734
1990,34551017,7,7,96286728
1983,75364899,8,5,96286728
2010,30505178,19,8,86861214
2021,44921330,12,5,19003715
2005,55283316,6,10,21220643
1973,14149382,1,0,63723307
1967,55093497,8,6,37460711
2017,53883841,12,6,96286728
1970,34668075,8,1,53880888
1984,59865444,11,7,43165392
2002,49734560,19,1,37460711
1998,62136835,10,10,88953878
2002,82718322,1,2,83680332
1962,39854699,18,9,23897976
1981,84149436,8,0,46706772
2006,60652113,18,2,33379456
1990,88080788,12,1,77916151
1984,50722055,0,8,46706772
1981,33522601,4,9,42791240
2020,77890557,12,0,95914360
1989,40874100,3,8,69272203
1980,16884576,4,8,84637592
1964,92895022,11,2,63635195
2001,38321105,12,4,16469400
2001,81517562,13,7,11433412
1974,75230981,7,5,70467839
2020,51634939,16,5,37731882
2020,63748409,7,4,11433412
1968,27904696,1,1,73162963
1978,81317447,7,10,54568875
1965,82260082,12,2,84637592
2019,73067507,2,6,81061735
1969,67769580,8,5,73302006
1994,81517562,19,8,30903956
2001,51278040,0,10,62093547
2007,13890713,17,4,35116117
1972,71037748,5,7,38882043
1990,80828735,19,0,48431358
1979,64965354,9,8,97935480
2017,70701954,1,8,36201211
1984,38663663,12,9,37460711
1975,39350212,3,4,94698419
2024,90513099,17,1,50102807
2010,15889186,3,9,83772726
1985,86661382,17,7,31458754
1963,57717786,7,3,11839541
1975,65206933,11,6,20761150
1974,60129404,14,4,19003715
2002,18757270,15,2,40333704
2009,33072749,2,6,14561697
2020,42162759,8,7,22710362
2012,73099294,4,8,51162185
2023,58499359,13,7,46706772
2007,94605253,0,0,35116117
1979,42602383,12,4,90080123
1988,40972465,2,4,50300266
1990,82972187,7,2,84175321
1990,12396046,4,9,64636580
2015,72401136,10,4,83680332
1984,76011704,6,3,84588243
2024,70275036,7,6,77916151
2014,25448031,2,3,84630356
1972,29968539,11,4,64884528
1984,13353646,18,7,64636580
1963,59954256,5,3,62093547
2020,77862659,19,7,21220643
1998,36819585,0,7,50102807
1998,55646517,2,7,29558820
2014,51805278,7,3,83772726
1981,46772996,7,8,95541655
2015,36037663,17,4,84630356
1964,58538535,8,8,53880888
2002,84798871,14,8,23897976
1989,46902006,14,2,71567046
1978,80738582,0,2,35116117
1985,26395507,5,6,52555496
1972,54737106,6,0,14561697
1998,50540500,3,0,69272203
2015,12552466,7,9,90620509
1978,99950848,13,2,46355755
1974,62656976,4,4,40333704
1994,57212419,1,10,37731882
2007,49531827,9,5,95678928
1997,62059792,12,0,40333704
2000,16738976,18,10,81061735
1970,78837739,17,8,73302006
2014,88862265,17,7,70467839
1997,33905066,3,0,42978476
1981,34124185,15,7,23080770
1989,10654208,2,1,63635195
1995,13514957,12,2,58752944
1988,82896067,3,5,94698419
2008,33993058,11,2,36170069
2013,43875490,9,4,84065326
1985,38830394,18,5,14080813
2012,89265952,3,7,81061735
2017,69561912,2,9,89845053
2000,62485198,11,2,64884528
1964,26768874,16,1,30451519
2000,24383742,1,2,68124756
1980,81390753,9,8,83772726
1996,88026167,17,8,84065326
1988,63053197,9,5,43123434
2002,45001879,8,9,22710362
1971,30559498,19,3,31458754
1984,31808419,9,0,20761150
2007,34778542,9,10,31815155
2003,88213313,13,6,43086842
1970,66714110,5,9,96286728
1960,41920016,17,9,29558820
1989,51783939,4,1,31815155
1983,86677493,5,4,53880888
2010,60823540,8,10,40333704
1997,13410837,6,4,96285651
1990,48538246,6,8,20761150
1973,70885828,0,8,58128734
2005,79210007,2,2,95541655
1971,74792070,8,9,64884528
2023,11584608,9,0,77257073
1990,16938445,7,3,55706970
1977,48039582,16,1,83774465
1980,88967510,7,6,95121059
1998,18264694,9,1,70467839
1997,43631598,14,0,70467839
1960,88264530,9,10,16469400
1986,48538246,12,4,78150502
2004,38321105,8,0,40333704
2004,94575250,19,6,23897976
2020,78395060,8,3,95121059
1960,41818340,7,4,38717078
2003,20947784,6,9,26632976
1969,93837051,12,0,57490343
2014,13044189,14,7,30903956
1967,41271276,10,9,30903956
1978,25086162,5,4,69272203
1972,31429627,1,9,43165392
2002,32219879,1,7,95121059
1968,11419410,6,10,48431358
1964,30150396,10,3,86861214
1967,50563005,8,8,96286728
1998,18705262,10,9,77615895
1962,36064720,14,4,95914360
1992,11196381,10,9,73162963
2013,97894787,10,1,97935480
2024,20027989,0,5,29558820
1961,28094941,15,1,48431358
1986,33392884,16,2,24875024
1967,52043208,13,7,37460711
1982,47131139,12,4,36201211
2022,65320785,12,9,94698419
2000,91623265,15,0,92109614
1993,17060618,10,7,58128734
2009,38042244,5,8,94698419
1993,31343044,10,6,86861214
1970,44149367,5,10,51162185
2016,61872639,16,10,21316535
2000,96012565,13,9,24875024
2006,34261918,8,2,97935480
2014,47417788,16,2,79789984
1969,32355477,11,6,64884528
1999,13514957,17,2,19003715
2023,29117623,13,10,16469400
1964,43662350,1,4,96285651
1975,33448566,5,3,15968194
1994,40856811,17,0,78150502
1981,66133710,18,5,84637592
2012,59068037,14,9,95678928
1982,42829889,7,4,46706772
2011,40631306,2,0,21546916
1978,64778646,11,8,95678928
2003,95768503,18,0,83772726
1979,71517377,6,9,62093547
2007,45959890,12,1,43123434
2005,96896394,3,7,23080770
2019,10783852,19,7,31815155
2005,25540917,6,2,96285651
2023,89759288,9,1,73302006
1963,80222663,19,3,43702709
2015,63411428,16,1,32544267
2000,62544065,7,8,20761150
1989,20286592,11,6,35116117
2023,18127313,5,5,55706970
2023,65109918,0,9,19373250
1970,27231153,18,6,20578278
2009,92476428,7,8,23080770
1969,54719675,16,5,46041781
1993,28854341,1,3,32544267
2020,71756759,11,0,88953878
1992,73227365,17,9,50300266
1985,16050079,4,9,81061735
2016,51820889,16,7,16469400
1963,83522849,5,9,24875024
1968,16687119,4,8,37460711
2016,89557070,0,8,21546916
1998,45312546,14,4,57978856
2014,91511003,11,7,89845053
1970,94423688,19,9,84637592
2021,26794059,9,1,30903956
1987,78062521,8,3,46041781
2002,75944469,10,9,83680332
1988,10412139,13,8,50300266
2022,51634939,9,7,95678928
1982,63880042,3,9,21546916
1962,69511994,11,7,94698419
1960,90823189,9,0,63723307
1966,89558172,12,8,22710362
2011,25376363,0,4,57447283
1964,19153535,5,3,73302006
1989,49120147,13,6,90620509
2011,58061089,9,5,38726533
1990,91451541,7,1,80815046
1978,28596163,8,10,17607423
1967,17806619,7,4,46706772
1979,89883168,7,7,11839541
1973,85723544,19,3,48431358
1980,84903799,12,4,64319530
2018,36790255,8,6,97935480
2004,87646603,17,5,24875024
2000,57467203,10,5,95121059
1980,93029999,6,5,89845053
1969,12552466,13,7,42978476
2015,70965457,7,5,85683622
2014,18935782,6,0,94698419
1980,60461314,4,8,31458754
1987,41580718,0,0,21220643
1962,73845807,7,2,35116117
1974,66729982,11,6,30903956
1974,87784220,18,7,22710362
2014,56572691,3,2,42978476
1992,76169297,3,9,19003715
1987,32010115,12,0,50300266
1963,84494700,15,5,14141066
