dni,salon_nombre_seccion,sede_id
17775680,MediumSlateBlue,1321
98120616,MediumTurquoise,870
41603949,CornflowerBlue,326
36000898,DarkSlateBlue,369
43743025,SkyBlue,1155
92331108,DarkTurquoise,282
86911354,Tan,1634
22648185,Pink,1808
62022082,PaleGreen,579
81435047,Coral,1042
15031918,LimeGreen,1836
41953864,Turquoise,260
86723291,BurlyWood,467
74034859,DarkSeaGreen,1443
89189802,OrangeRed,711
15546125,PapayaWhip,1515
60671724,DarkRed,1016
47192621,DarkGoldenRod,1047
48288925,Azure,1597
94900970,SpringGreen,561
72272999,Peru,387
34950543,Indigo,1944
80518844,Fuchsia,1629
24497249,Bisque,1919
70720417,Lime,1768
45917388,SpringGreen,911
11795743,PaleVioletRed,913
17360828,CornflowerBlue,460
11339241,LightSalmon,10
21819387,PowderBlue,794
48604744,MidnightBlue,1594
68020335,SlateGray,1347
73942359,WhiteSmoke,134
53829317,Ivory,1823
27348399,DarkGray,1202
83112772,PaleVioletRed,1852
39664545,MediumBlue,1442
78292468,DodgerBlue,80
83194550,LightYellow,971
75769245,MediumSpringGreen,65
58088286,GoldenRod,100
78060749,LightSeaGreen,53
36005675,MediumOrchid,105
57597852,Aquamarine,695
99210583,LightCyan,948
99911386,DarkViolet,53
66685263,PaleTurquoise,467
61127364,DarkSalmon,665
21650373,MintCream,846
12486711,Teal,1519
66828518,RoyalBlue,1853
88307865,Salmon,365
62264058,Indigo,1139
26389220,PeachPuff,470
83127937,Maroon,124
51194901,DarkSalmon,1015
21374521,Azure,1731
73963886,NavajoWhite,1418
15014939,MistyRose,307
52567338,RosyBrown,1919
69439258,PapayaWhip,1999
35123891,Linen,359
79350235,DarkGoldenRod,1531
95123450,DimGray,390
31841145,Red,1180
42800173,Cyan,581
49227971,PeachPuff,1759
48003751,Magenta,357
61935784,Lavender,1917
62464515,MediumBlue,1576
99975947,LightYellow,1105
94473246,BlueViolet,1997
53834418,RoyalBlue,1048
36859901,Yellow,828
84028041,LightSlateGray,164
59105475,LightPink,1839
27826747,Red,1530
25393701,SlateGray,1831
99200737,Chocolate,1448
60905335,DimGray,1679
69171768,Bisque,309
98632673,LightSeaGreen,537
41759634,Gainsboro,1837
58093648,Magenta,1646
11556563,MediumAquaMarine,506
68785058,ForestGreen,1257
88637560,GoldenRod,1523
54846355,BurlyWood,1085
52849835,OldLace,1573
99395396,Olive,1931
65419358,Silver,1189
93243070,LimeGreen,360
90046743,Sienna,1200
83836581,MediumSeaGreen,1902
87685057,SlateBlue,1937
93600578,Green,1091
64999866,DodgerBlue,348
39464142,DeepPink,452
36498508,LightPink,1034
31211304,LimeGreen,1299
92504011,SlateGray,1026
62780938,AliceBlue,1071
98853591,SaddleBrown,776
74260919,Yellow,962
11736576,SeaGreen,1841
69388184,LightBlue,156
91981813,LightSkyBlue,395
55182541,Aqua,1561
64599997,DarkOliveGreen,572
95082058,DimGray,1813
30015445,Azure,1060
27481838,PapayaWhip,389
70194709,MediumOrchid,723
24321654,BlueViolet,37
15534235,LawnGreen,126
21714132,DarkBlue,1674
88384965,DarkViolet,671
93733414,Cornsilk,1052
58277737,DarkSlateGray,1821
45514007,SeaShell,1570
61608582,DarkGreen,1014
47119752,DodgerBlue,1637
34104015,LightBlue,506
33018611,PapayaWhip,1328
85495247,Black,555
10637017,BlanchedAlmond,825
77162180,PeachPuff,149
28121470,SpringGreen,374
52652981,Cornsilk,1991
64423182,Khaki,1240
97979499,MediumSlateBlue,329
83653874,Maroon,742
12324514,PeachPuff,1088
18404585,Lavender,1246
99571658,MediumBlue,905
64170785,MediumSpringGreen,1972
23293013,DarkMagenta,666
96645975,LightPink,229
72953595,White,1977
18023131,PaleGoldenRod,560
36602617,Sienna,1334
71752458,MediumSlateBlue,1268
99645652,SlateGray,221
18359928,Ivory,697
78288944,MistyRose,925
60089852,MediumVioletRed,32
57194952,OrangeRed,1813
36421588,DeepPink,586
28479214,PaleGoldenRod,1499
94794465,Linen,977
95292584,LightSteelBlue,936
47705596,SaddleBrown,910
53637570,Magenta,975
31324143,Crimson,1213
82808212,IndianRed,1636
97804398,GoldenRod,852
67266438,LightGreen,220
13363317,CornflowerBlue,1562
83679628,Yellow,1446
89680758,LightSeaGreen,216
71404511,LightSlateGray,782
94032525,Khaki,435
58260852,LightBlue,640
81917056,BlanchedAlmond,959
44038095,Salmon,1117
38095425,PaleGreen,1815
29110039,MediumSlateBlue,463
56267408,Cornsilk,1536
27436380,SlateBlue,1266
26234260,PaleGoldenRod,694
96048831,AliceBlue,400
54827722,DarkCyan,630
63470648,MediumPurple,1793
38391580,Tomato,833
71075293,LightBlue,1929
83658468,Maroon,1226
97302271,LightGray,1221
54107046,BlueViolet,1810
74931653,DarkOrange,1232
45062208,Teal,527
91082654,LemonChiffon,1358
67979843,DarkViolet,0
13033589,Orange,949
52839870,Moccasin,1526
25050775,LightGreen,354
76779854,Coral,534
75069059,DarkCyan,1919
39313042,NavajoWhite,426
80808462,Gainsboro,1650
40203080,LemonChiffon,1708
42290467,Fuchsia,771
30488211,Lavender,575
38666343,CadetBlue,1821
47674822,Brown,235
23624074,MediumVioletRed,1805
52302475,FloralWhite,1622
10438758,Pink,145
29308650,Wheat,1391
71851363,NavajoWhite,1715
59978878,Tomato,967
98411731,RoyalBlue,56
22856832,MistyRose,604
44037093,DodgerBlue,161
57830268,Sienna,1952
70745606,MediumOrchid,186
34232401,Wheat,1741
21668136,Orange,1083
71504036,SaddleBrown,589
81114605,Violet,59
56666585,Indigo,281
51842782,LightSkyBlue,208
34614984,AliceBlue,1823
89823858,MediumBlue,1873
70023744,Salmon,446
55562365,LimeGreen,1462
72519413,CadetBlue,1016
43364189,PaleGreen,1144
81342706,MediumOrchid,536
21521090,RoyalBlue,1345
29897196,Gray,38
98422221,DarkBlue,1487
18295922,PaleTurquoise,898
22609752,LightGoldenRodYellow,1556
24048484,RosyBrown,1061
37929506,SpringGreen,187
74022285,FloralWhite,1756
87046485,MediumPurple,1122
82469626,DarkOrchid,1118
85480485,Sienna,208
76511664,SandyBrown,1722
26365974,Olive,1878
70620874,Plum,249
81485319,DarkOliveGreen,1674
31801902,Tan,455
89531215,SlateBlue,1884
98194247,OrangeRed,1626
45249713,DeepSkyBlue,109
93297422,YellowGreen,502
44464305,PaleVioletRed,1478
33479304,LavenderBlush,1559
44459365,AliceBlue,1018
61029929,DarkKhaki,1142
69708744,LightYellow,597
71991971,Thistle,992
95810477,SkyBlue,1854
35484802,LightGray,900
40923713,Maroon,1844
66595043,Chartreuse,1371
29533177,DarkSeaGreen,264
67759305,LavenderBlush,1909
85765618,DarkCyan,1598
58526088,DarkSlateBlue,1418
92533460,Purple,1252
29335824,MediumVioletRed,1134
64546874,NavajoWhite,105
76955055,YellowGreen,1791
16447158,Coral,1152
72497421,Peru,147
40294689,RoyalBlue,1829
32167292,SandyBrown,1856
64328182,DarkSalmon,1580
44005074,DarkGreen,1311
96592806,SeaGreen,44
50804755,Chartreuse,216
20123968,PaleGoldenRod,507
37110119,OldLace,1065
48642052,GoldenRod,1954
89531613,Lime,1528
38199171,PeachPuff,446
77436677,Ivory,644
73293769,LavenderBlush,754
22119891,LightBlue,1742
39941909,MediumTurquoise,175
30582436,PeachPuff,1385
15875378,DarkKhaki,1276
63026845,PaleGreen,473
72744394,Aquamarine,455
61261616,Chocolate,135
35487928,LightGoldenRodYellow,885
32791257,LightSalmon,120
52999043,Red,1156
84778462,Orchid,1805
81444219,Linen,1274
30739988,Beige,1026
60612494,SaddleBrown,1207
17217585,Crimson,1510
94754675,CadetBlue,1634
68462994,LightSeaGreen,1102
27689309,PaleGreen,1762
50345045,Violet,1616
30841545,PapayaWhip,820
86204206,BlueViolet,468
48477746,Sienna,476
88413857,Blue,66
82382559,DarkSalmon,1714
10030807,FloralWhite,1435
46393437,LightSlateGray,1079
54907564,RosyBrown,1679
95087137,LightPink,310
50998895,BlanchedAlmond,1256
71890846,MidnightBlue,549
23677467,Lime,1662
50105491,Maroon,234
35780358,DarkRed,1260
37636758,CadetBlue,1984
91842623,DarkOrchid,1736
40394101,Fuchsia,1873
75782454,DarkBlue,11
88325206,DarkGreen,1795
36535809,LightGoldenRodYellow,80
55503006,Moccasin,534
67998236,DeepPink,78
15189881,Orchid,1000
85829940,GhostWhite,775
57147595,Tan,1073
53407072,PowderBlue,1038
97212720,Red,1290
34994211,Orchid,1939
75504143,Linen,1408
52379538,Magenta,467
68367191,Beige,1160
90832957,FireBrick,1914
75250308,Thistle,1610
66207674,Gold,173
64278088,Yellow,1527
65555714,Navy,1034
18010883,CornflowerBlue,1993
43978221,DarkGoldenRod,486
12908710,Brown,182
13117985,Purple,1870
82722930,LightBlue,1071
41430641,Lavender,872
76849253,BlueViolet,952
82657148,LavenderBlush,433
56114723,Pink,442
35661894,BlanchedAlmond,1740
23431561,YellowGreen,315
74073544,Linen,603
81345531,SpringGreen,1289
69720381,DimGray,634
82025012,Yellow,722
68425136,LightCoral,1355
58870649,DarkSalmon,104
29723387,Purple,126
92351796,Chartreuse,1184
42384420,LimeGreen,1409
54804328,DarkMagenta,1581
23545207,CornflowerBlue,1188
79458677,Orange,1380
21839269,MediumVioletRed,947
23401870,BurlyWood,40
55337433,BlanchedAlmond,585
83661000,Olive,886
39758851,Silver,144
73768915,RoyalBlue,1642
26973652,AntiqueWhite,1277
56993155,RosyBrown,1358
68737059,Gold,1596
80657998,MediumOrchid,1772
57008468,Gray,1274
10438790,FireBrick,304
57263854,SlateBlue,1831
99595767,SkyBlue,862
68516969,HoneyDew,164
42206648,PeachPuff,1198
11259073,Crimson,34
24780036,FireBrick,1243
65686445,DarkKhaki,1089
82114552,Snow,1250
14332524,Thistle,939
38621442,CadetBlue,158
27120849,Sienna,1444
50508286,LightCyan,521
63153474,Orange,575
24258986,Purple,260
96585470,MediumVioletRed,142
88121140,GhostWhite,1393
36243202,DarkViolet,565
91070770,LightCoral,1839
37189696,Aqua,1805
41385010,Peru,94
64174779,Navy,713
51909050,NavajoWhite,991
46277819,BlueViolet,281
32019277,RoyalBlue,1776
68931153,Cornsilk,1296
68157124,OrangeRed,768
66269242,Turquoise,1256
12942876,PeachPuff,393
77606048,Silver,628
98666341,Salmon,1227
31551813,Sienna,639
97588052,DarkSalmon,1877
26826984,MediumAquaMarine,1234
98417779,IndianRed,591
60352575,Peru,1383
12310048,Orchid,813
54268780,CornflowerBlue,517
68403683,DarkSlateBlue,560
86577112,MistyRose,1169
85997501,SteelBlue,228
93160288,Moccasin,1286
10588084,HoneyDew,648
82915606,YellowGreen,933
87287630,Ivory,1880
41501417,LightGreen,114
65989344,Crimson,518
75796072,NavajoWhite,186
66948747,MediumTurquoise,1411
10577942,HotPink,551
72226110,Magenta,1219
34317959,GoldenRod,1096
93015494,Linen,1571
65773706,Blue,13
56256967,SteelBlue,1517
97837108,NavajoWhite,536
93289144,HoneyDew,1937
20319053,LightSeaGreen,460
32210899,White,477
57361195,SeaGreen,125
78651319,MediumSeaGreen,536
44260629,MintCream,1842
59432738,AntiqueWhite,956
62530591,MediumSeaGreen,1475
70006868,Tan,81
11529379,Cornsilk,1780
30833614,OliveDrab,571
36503243,RosyBrown,1976
74285862,Linen,416
60841797,GhostWhite,722
46493811,Green,1603
38749303,WhiteSmoke,325
63000336,Maroon,1470
16030609,LightSteelBlue,1314
16185397,Moccasin,831
34555057,Chartreuse,997
18170168,PaleGoldenRod,1288
61720077,DarkOrange,1476
64673989,Moccasin,1770
32301347,LightPink,1896
55838006,DarkGray,1743
63641968,LightYellow,1512
91729904,DarkViolet,1183
26191748,Bisque,366
75289371,MediumSpringGreen,606
97027016,DarkOrchid,878
41075653,Indigo,1330
88470425,HotPink,1035
84226356,MediumAquaMarine,563
76594197,Azure,1922
54372405,Gold,1409
35848669,PapayaWhip,1251
75186831,Turquoise,935
82719359,BlueViolet,899
95590327,SlateBlue,1644
75118477,Fuchsia,1954
21284790,FloralWhite,1866
37725647,MediumPurple,1232
77184472,OrangeRed,1386
65912743,LightCoral,363
93212987,Black,1417
37420168,Turquoise,1874
30617856,Maroon,665
22669246,Snow,1063
12916574,Thistle,752
34853357,LemonChiffon,797
27940925,DeepPink,509
63828051,Chartreuse,1131
93880350,Aqua,679
44117526,PaleVioletRed,1588
28640621,AliceBlue,1128
18983885,GreenYellow,123
67247195,Indigo,525
12200382,Gainsboro,1089
92366333,LightSteelBlue,1798
25940607,Magenta,898
71923581,PaleTurquoise,203
37575870,Bisque,500
92701494,GoldenRod,775
44541340,NavajoWhite,804
60006346,PaleTurquoise,1142
15498794,Plum,143
47743194,FloralWhite,1061
46959687,PapayaWhip,1385
55572244,MidnightBlue,175
92210159,PeachPuff,206
78719939,Chocolate,1989
48522514,Azure,1467
79875246,FireBrick,251
47256371,DarkCyan,203
58463888,MediumBlue,23
23948272,LightSeaGreen,1078
42403773,White,1095
10140285,BlanchedAlmond,1821
66843907,LimeGreen,551
13880810,LawnGreen,1472
27418349,GhostWhite,401
24286952,Aquamarine,215
52837896,Blue,981
88882849,Green,1282
72135932,Khaki,1647
13159495,Gainsboro,284
53282873,LightSteelBlue,993
46994496,Ivory,1693
23220339,GhostWhite,1340
26977656,Olive,28
82523058,Beige,786
97238227,DarkKhaki,1386
54528851,MediumTurquoise,1224
82784128,Crimson,1270
82702776,DarkGreen,266
24787186,LightYellow,1780
45248017,DeepPink,993
94954696,PaleGoldenRod,1906
33041198,DeepSkyBlue,703
20789682,YellowGreen,1096
31234319,BlanchedAlmond,77
86412060,DarkSeaGreen,1447
66785201,OldLace,959
54109650,DarkGoldenRod,1051
26154772,LightSeaGreen,1212
82931766,SkyBlue,354
83971268,Lavender,1437
56990102,Navy,1949
59781119,RosyBrown,1789
44287379,OldLace,1309
29446064,Turquoise,1553
60219935,BlueViolet,1517
74840690,PeachPuff,690
45019201,LightYellow,36
22668969,DarkOrchid,1846
10904809,LightGray,339
31671308,Gainsboro,418
18987412,LemonChiffon,476
24215460,Cyan,451
91486709,Tomato,1829
62685938,LavenderBlush,1348
47902021,Cyan,1390
38366187,DarkSlateBlue,857
51493757,Cornsilk,438
53825729,Magenta,1166
35687919,SeaShell,956
97262874,Moccasin,1583
54650467,Red,1400
75622120,DarkSeaGreen,642
99549534,AliceBlue,1746
81926902,DarkRed,215
90136493,WhiteSmoke,1427
35344079,MediumSpringGreen,1358
88782910,Navy,1144
29305011,Lime,967
52807845,Ivory,83
20751542,Purple,1980
21636938,DarkOrchid,1041
74167007,Khaki,976
43183160,LightSkyBlue,1420
30075402,GhostWhite,669
33268809,FireBrick,869
98946566,Pink,1141
84629967,Snow,1815
29025908,DodgerBlue,218
68481969,DeepPink,322
48718890,DarkMagenta,1341
77788378,Gold,67
74823832,DarkOrange,1423
58278454,Wheat,1798
91221085,Blue,1599
12365511,SeaShell,1090
78733375,PowderBlue,1282
40442179,HoneyDew,1079
99210978,FloralWhite,524
16391353,LightPink,1843
54341565,LightBlue,26
39370557,DarkGray,1690
96793006,Fuchsia,23
51653994,SteelBlue,1598
72955958,LimeGreen,1519
10641200,Gold,417
74619043,DarkSeaGreen,1126
77912082,GoldenRod,1527
52598456,Gold,1356
57098108,LightGreen,895
85219784,Orchid,89
42851282,Ivory,217
36958415,DarkGoldenRod,730
25516299,Salmon,853
88374565,SpringGreen,244
28746045,Violet,1405
17035871,DarkSalmon,1503
68537490,Maroon,612
88937962,Salmon,1792
25166160,Snow,1010
10914491,Chartreuse,139
84758475,White,1847
16731623,Orchid,439
46827219,DarkOrange,618
98672266,BlanchedAlmond,1984
55256881,LightCoral,660
88758256,Gainsboro,97
17389200,OldLace,1927
34118071,Linen,847
21318189,DarkGray,885
76499610,DarkKhaki,1199
39622864,Orange,1274
89489095,HoneyDew,1213
68802034,LightCyan,631
12475650,IndianRed,1506
70269047,DarkGreen,79
68609481,Moccasin,1262
12866836,DeepPink,806
69787110,Thistle,1988
64881714,Teal,1202
38694408,Chocolate,997
96913338,Khaki,305
80686805,LightBlue,510
10471718,HotPink,527
16360009,Aqua,1915
78917305,SandyBrown,974
89064742,GreenYellow,1359
30126444,BurlyWood,1223
46537781,BlueViolet,391
34489872,DarkSalmon,1637
83911759,MidnightBlue,472
42573390,Tan,646
83217550,Pink,820
46327030,SeaGreen,1040
18010921,MediumSeaGreen,1451
21080948,Sienna,1688
35205348,PaleGreen,530
43966690,Cyan,1203
31359380,DarkGreen,213
31526782,PaleGoldenRod,1853
50882234,DarkMagenta,1959
63653474,PapayaWhip,527
45051870,Aqua,1110
86398829,LightGreen,224
49345107,LightCyan,1115
79052125,Silver,522
87945029,ForestGreen,940
51023297,RosyBrown,797
13639340,PapayaWhip,877
84257765,Gold,1035
76789538,OldLace,317
54851035,Indigo,1895
49530700,Turquoise,561
61462352,Aquamarine,1801
24122016,DarkSalmon,1771
62143480,SlateBlue,1270
53282790,Green,424
35761146,OrangeRed,1012
13208500,Wheat,1261
21568422,Thistle,378
65759725,Pink,954
34885465,DarkOrchid,1793
63278856,Plum,924
85836447,MediumBlue,1393
99548472,LightPink,717
42069491,PaleVioletRed,1214
65652302,DarkCyan,984
77387151,LightGoldenRodYellow,1076
78119715,SaddleBrown,459
58879957,LightSalmon,311
94160083,SandyBrown,303
44463908,DarkGray,1503
99529740,AliceBlue,1693
61947544,LightGreen,358
97268326,Olive,459
80672329,Bisque,126
90981971,ForestGreen,135
93198677,CornflowerBlue,1111
13932562,LemonChiffon,1712
72395165,Fuchsia,775
26835361,Purple,988
15309203,MediumAquaMarine,323
26331210,SlateBlue,465
18796270,DarkSeaGreen,939
77203295,GoldenRod,1340
49703103,SlateGray,1998
90896951,Teal,1820
10565934,LightGreen,708
81271353,Salmon,666
55827340,Blue,257
24112012,MediumVioletRed,1809
37112678,LightSlateGray,1270
54396034,MediumSlateBlue,12
43187818,LightBlue,1128
82813471,Black,1177
71714625,HotPink,1145
95324815,LightGreen,1647
53122507,White,1660
72392500,MediumSlateBlue,951
41687605,DarkGreen,1986
94364961,MediumAquaMarine,1612
19791425,OrangeRed,1496
22626413,DarkMagenta,1288
85210182,SpringGreen,1346
24002403,Brown,1528
15121931,Blue,1546
56608511,Chocolate,460
46385432,DimGray,691
39091540,PowderBlue,1229
48603566,Gainsboro,849
85973405,Maroon,1714
10338311,LightSteelBlue,1558
85012888,Magenta,658
24982846,Crimson,896
85842841,DarkSalmon,161
21791384,LightYellow,1406
77754547,Aquamarine,1130
10445515,Magenta,1597
18905938,LightBlue,323
26651989,SandyBrown,787
73843520,Aqua,1728
46891477,DarkGray,1987
50952261,Azure,1227
21496515,Brown,373
66637393,LightBlue,1262
10558793,WhiteSmoke,1858
11965651,Gray,392
28604880,SandyBrown,1726
81235141,PaleTurquoise,1252
32703652,DarkMagenta,483
71243336,MidnightBlue,285
12987340,Turquoise,1179
29704872,GhostWhite,161
90049029,Gray,1331
49346594,SeaShell,232
81881086,Khaki,1407
59588866,PowderBlue,424
52094602,HoneyDew,221
28714558,LightSkyBlue,1851
73894558,Black,1661
72384158,MidnightBlue,1224
96670050,Maroon,909
88846826,PowderBlue,1363
90167336,LawnGreen,1582
40188606,DarkOrange,915
58903173,RoyalBlue,544
24627573,Maroon,1848
56836794,Cornsilk,64
99569581,SeaShell,582
60531213,DodgerBlue,649
12268240,PaleGoldenRod,1666
16359153,DarkSeaGreen,268
46024684,Gold,498
77696967,Aquamarine,1264
72159225,GreenYellow,367
22728859,MediumTurquoise,1334
96416234,Cyan,1366
34358237,DarkSalmon,645
10870297,GoldenRod,1019
54260970,NavajoWhite,1048
16997248,MediumOrchid,1024
92998153,SkyBlue,114
60988487,OrangeRed,825
88662786,Gold,1787
30336845,BlanchedAlmond,1126
71592159,Snow,502
48537473,DarkKhaki,341
51995024,LightBlue,1746
10255865,OliveDrab,494
45035111,IndianRed,648
91104947,Snow,1441
51629085,MediumBlue,1206
43760860,Ivory,998
19651497,Pink,1117
86932723,Moccasin,1343
33143268,PowderBlue,908
94788145,HoneyDew,705
85636178,SeaGreen,1337
72694570,SlateGray,1461
88778837,PeachPuff,1739
48684935,AliceBlue,1506
30444334,DarkKhaki,1630
55386521,Orange,1705
33371883,HoneyDew,1644
45233831,PaleGreen,827
35881430,HotPink,608
81308588,MistyRose,1576
37839324,Crimson,1514
12677099,Fuchsia,588
37062708,DeepPink,1237
25098670,Bisque,878
53497953,DarkSeaGreen,752
75101380,PaleGreen,1766
57888960,LightSkyBlue,241
92508025,YellowGreen,1340
86974442,DarkGray,1666
55607852,RoyalBlue,1967
77937123,DarkGoldenRod,356
90959624,Chocolate,1428
35629185,BurlyWood,715
79997387,DarkTurquoise,1819
22921169,Brown,991
45580962,MediumBlue,401
61411141,BurlyWood,1654
19516067,White,1473
73951693,Black,1929
70292293,HotPink,1897
53465577,Maroon,1177
46737909,DarkBlue,15
84975972,Chartreuse,704
98348717,BlueViolet,1761
28254092,Teal,478
30901048,DarkCyan,931
23196256,DarkKhaki,825
34819064,DimGray,504
24704388,Indigo,98
93228481,Cyan,695
27070372,MediumSpringGreen,313
20972394,CornflowerBlue,1058
62375727,OliveDrab,1917
55317836,Magenta,1410
77730527,Crimson,1648
16673690,OldLace,398
78030372,Teal,1767
85432281,Aquamarine,1882
64521524,DarkRed,459
86902662,Bisque,423
81722743,Yellow,1881
60447884,BurlyWood,849
29107023,Sienna,25
38935353,Gainsboro,1951
36422538,LightCyan,1546
15037778,HotPink,1092
49951172,SandyBrown,1539
91285528,PaleTurquoise,1065
10532945,MediumAquaMarine,620
32571682,Silver,953
57480397,Salmon,1552
99219028,Snow,770
80630237,Peru,769
95871590,OldLace,748
72901858,LawnGreen,1045
77063820,FireBrick,174
15806084,OliveDrab,762
37446520,MediumPurple,1289
10895848,LightBlue,1425
78557727,BlanchedAlmond,1744
13874851,PeachPuff,1068
29720893,LightSteelBlue,566
67466222,AliceBlue,835
90948988,Thistle,809
15681456,Aquamarine,138
73468876,LightCyan,391
53617984,Maroon,1661
49193036,Crimson,843
55957756,MediumBlue,1824
33324012,LightPink,1148
98519749,YellowGreen,669
32323245,Beige,709
63133130,DimGray,988
91639512,DarkViolet,435
83821683,MistyRose,1844
66687883,Violet,360
27329411,DarkTurquoise,1148
31883428,Gainsboro,1146
74441105,WhiteSmoke,866
98223097,SandyBrown,734
15767659,DarkRed,593
94245487,Lavender,71
73221221,AntiqueWhite,342
34674623,MediumOrchid,837
49855634,RoyalBlue,1646
95411593,DarkBlue,1788
13599425,MediumAquaMarine,754
11156320,DeepPink,1855
64186445,OrangeRed,638
87561501,MidnightBlue,232
73509935,MediumOrchid,1776
29946259,Pink,580
93561706,DarkSalmon,1747
66230685,MistyRose,100
16334891,IndianRed,461
74160732,Snow,1254
92282219,Turquoise,1476
40416299,LawnGreen,1529
65431307,DarkOrange,862
35212163,LavenderBlush,921
75260181,IndianRed,1400
27628526,Khaki,1704
61742305,DarkMagenta,1719
89055517,Aqua,870
37545095,AliceBlue,1319
29657066,DarkKhaki,1443
72377057,LightGray,1201
16548588,LightCyan,875
54792748,DarkGreen,323
13602758,SlateGray,1624
65067648,LightGoldenRodYellow,1991
58346063,FloralWhite,1252
24772071,White,347
14084233,Maroon,51
63840234,MediumSpringGreen,1281
51224520,Sienna,643
74913373,MediumSeaGreen,1345
66651348,MediumAquaMarine,1238
30100076,IndianRed,595
99401314,Bisque,1980
85903926,LightPink,477
23752150,Gray,1762
75493663,Tan,890
88187056,Brown,1154
48684533,SkyBlue,1350
72511986,MediumPurple,1907
38960013,SteelBlue,232
28535222,LemonChiffon,533
80268603,LightCyan,70
94195530,DarkOliveGreen,15
44507417,Thistle,1427
32913985,LemonChiffon,1472
52942177,DarkSlateBlue,914
55755214,DeepPink,1184
42881079,MediumVioletRed,630
68800539,DimGray,1606
26451055,Azure,853
20412360,SeaShell,1952
60427586,Violet,978
29960632,NavajoWhite,540
66920177,White,481
58741852,MediumTurquoise,1765
53330791,Indigo,1200
87120595,SlateBlue,575
15592991,Bisque,1175
41783401,Gold,1279
95627142,PaleGoldenRod,3
36727272,LawnGreen,858
13752218,SkyBlue,545
83373313,LightSlateGray,1380
66474659,LightPink,611
92015163,DarkRed,1561
79588179,Aqua,199
88343931,Beige,172
45826366,OliveDrab,925
65298495,DeepSkyBlue,89
53306318,MediumOrchid,300
19082879,Tan,1374
67712314,DarkGray,808
47548805,Beige,522
57682982,SteelBlue,716
11999102,LightPink,1900
59809980,DimGray,1740
30319891,LightYellow,1516
53142277,Bisque,370
58780842,MediumSpringGreen,610
86293669,RosyBrown,236
98096977,PaleGreen,1258
67069192,Turquoise,0
74274427,DarkSlateGray,1748
38123700,LightBlue,433
36400608,DeepSkyBlue,1378
61006566,OldLace,695
13960415,MediumOrchid,1589
16131530,Orchid,146
43042432,Gray,1091
82626340,PaleVioletRed,303
80778122,Tan,219
35437282,Blue,501
57203288,Snow,128
52629453,Olive,1992
13748719,PeachPuff,1015
32085024,DarkOliveGreen,1788
48223119,NavajoWhite,1963
98358743,OliveDrab,1059
79758522,DarkSlateBlue,243
41513844,LightGoldenRodYellow,515
39976086,Green,1152
87747999,DeepPink,513
74035753,Linen,904
71735171,Cyan,1126
84122357,LightYellow,1650
31428111,RosyBrown,370
50842424,Turquoise,134
46819890,CornflowerBlue,1489
12409919,DarkBlue,1735
73393308,LightSalmon,1039
76471734,SlateBlue,843
18719623,BurlyWood,341
18476621,YellowGreen,1905
47516262,Aqua,1972
18014271,DarkRed,890
31468118,DarkOliveGreen,983
49420532,Bisque,854
58820153,MediumBlue,27
89241397,CadetBlue,1614
46825556,SandyBrown,1970
28078039,HotPink,1523
86250341,Silver,1384
25879222,Salmon,1983
58732166,Moccasin,164
30669403,MidnightBlue,529
18964455,Turquoise,1423
50357072,SpringGreen,785
90770117,Khaki,1651
54486914,SeaGreen,1097
16920315,Red,920
50208866,Gainsboro,288
83017746,LemonChiffon,346
69570617,Beige,790
27975451,Peru,1550
72128092,MediumBlue,1316
45979078,PaleGreen,587
88490148,DarkBlue,930
92612166,PaleTurquoise,341
45903378,IndianRed,1697
49197879,Moccasin,1453
73484115,Fuchsia,348
98322154,DarkTurquoise,640
23654676,DeepSkyBlue,707
19857572,MidnightBlue,1818
71038599,OldLace,24
37615203,SandyBrown,226
77611622,Lime,487
23597238,Olive,382
17411697,DarkCyan,1846
42342277,DarkOliveGreen,178
25139152,Azure,666
81141609,SteelBlue,1334
81183356,SeaShell,1765
29735024,DarkTurquoise,1579
38728833,LightSlateGray,843
24161631,SandyBrown,1165
12356397,DarkSlateGray,1427
56145169,DarkSalmon,889
71559565,Fuchsia,698
70714018,Snow,396
83032561,Navy,1014
83844044,PaleTurquoise,1630
55507757,SlateBlue,1327
71748485,Purple,1850
43740494,MediumPurple,915
13914308,Navy,1953
30556596,LightSkyBlue,1290
82382428,Lime,1776
20748997,PeachPuff,694
95574193,White,1583
41083919,Maroon,1287
25668946,Lavender,1791
47184907,LightGoldenRodYellow,194
82136008,LavenderBlush,1352
95986954,MistyRose,1470
19886737,DeepSkyBlue,841
91354897,WhiteSmoke,492
91859827,LightSteelBlue,1481
22185824,Coral,595
55930991,GreenYellow,745
49760347,ForestGreen,192
83030367,Bisque,1122
76878005,DeepSkyBlue,1191
73065621,Pink,206
12610416,DarkOrchid,1045
73108198,LightSlateGray,1327
84261375,SeaGreen,426
62152114,Red,249
20828490,HotPink,1202
25294713,LightGreen,1704
76464027,MediumSlateBlue,1008
96056379,LightGray,477
31748936,MediumSeaGreen,1776
80763136,Maroon,1421
86965467,DarkSlateBlue,56
38652986,DarkBlue,259
56978958,Chartreuse,948
97614079,Red,599
22801692,OldLace,1797
99011632,GhostWhite,1023
86172726,Blue,1603
59022212,DarkKhaki,1069
86442558,OliveDrab,1811
69383487,Thistle,919
18014425,LightSalmon,502
53474674,SaddleBrown,650
