profesor_dni,sede_id
71832837,334
99400080,1932
13119997,270
16085995,1334
85094416,266
21983250,1376
13117210,1795
46799870,1347
17566164,1750
45927363,1681
23247505,1472
14457820,1724
36732203,1207
38278610,349
10630258,1236
22997360,249
53037477,259
28697239,1922
22222798,697
34571844,110
72742702,1772
48410702,1290
34510073,144
31692283,1534
22127719,178
66193472,175
12658462,1822
85328877,1349
55773366,1569
47678803,23
44983916,1240
50711472,355
65328794,1585
27165048,1543
72246527,330
91536715,1318
41684630,1784
32237178,607
44161737,1566
87617557,223
66562557,1356
25006896,1012
90358247,1844
80627839,755
14216358,1470
94788133,1858
40912732,1461
39194548,1934
74142436,73
99710815,1120
15682662,559
22486438,1530
93963909,935
18747558,58
98848548,454
48251323,1889
84593097,1803
23944373,1239
34169184,677
81213486,1789
94965731,1166
35060671,984
64054241,824
23953883,1455
69680086,310
72342158,1052
41505295,331
35273654,1548
59000164,1962
81277131,284
87832245,1345
53256328,1341
50415756,867
41123126,1517
92117793,688
60316061,1042
12388618,1717
42792289,1392
45513466,407
77466413,23
91162902,202
99031252,641
16876805,783
65606859,264
79267194,720
92937180,277
35770126,1859
66165115,219
53453233,1533
39250663,1381
42283045,1552
54759258,1712
65513805,530
18907335,1433
51068359,1136
40465555,1081
15093023,671
66590374,1787
44119256,1116
93827303,337
92813307,247
30800930,940
93261071,1208
51633962,758
46355159,1909
86006644,734
17534313,1720
99590466,37
22792892,723
30409477,1210
56978199,681
17515183,1733
51043234,1783
42763337,1997
92139421,1087
48699910,509
60517544,1446
57459974,1544
22440955,1662
59429716,1032
37397121,571
28263369,1895
27377714,710
87223795,1025
98477544,1063
58995177,691
19418614,641
41598269,1195
54418278,189
98758927,960
21796944,764
79538405,668
27644762,1199
20241267,9
67914308,1812
13689075,754
34689776,614
58346459,1366
47693201,1173
95280382,1721
77803737,109
49035556,852
18639128,151
90328510,1995
63518932,1674
28188291,1484
36436340,475
27719592,1197
94797226,151
76537944,1771
50855913,861
84830615,1180
99248441,1288
12985716,1431
80978914,757
72083335,1922
35440292,15
62529006,726
60712684,1004
60621399,1735
28156574,1017
30882596,1885
98905062,1827
70631335,1973
83158128,1490
50810840,178
28543503,1152
11295570,1427
48595726,1131
80905450,1773
54274643,622
11385485,1845
87223795,1765
84315866,373
23840247,1422
86122719,791
69529840,1450
69459756,1494
55580496,809
43925047,1212
97571841,655
82635252,578
50645549,1958
70120970,1699
60771488,720
92957056,1778
78017718,1501
59998212,1694
13541234,480
43198270,149
76022676,658
85379515,964
21230986,903
37368914,777
20225437,433
37647516,1988
42864442,1538
93561954,1018
64395015,1252
18056818,1694
90556992,1653
93452400,1850
52321416,50
85686286,1659
25840695,1700
23787412,156
69289701,1985
44857262,161
21606935,1262
74167151,1354
13560576,587
51875422,30
70666478,147
59307318,980
31756988,1644
87730321,1765
91093707,1109
64696053,1882
58419398,1927
58394733,145
20192164,516
57658244,766
20943317,1350
88888694,1511
63936732,1970
36807184,1933
33941010,1904
57074265,1326
69585027,1498
56143327,1999
47732311,181
59345124,1785
42964873,758
71004555,1337
15027311,508
51151324,777
95375820,535
98327273,407
78945477,1198
17837847,37
62339062,1218
50308496,574
82717715,143
40256710,1935
56354175,1490
58377687,1690
81583207,898
26294001,77
97890301,949
93936487,1768
10263242,609
36466581,1106
48409018,1693
41136723,1676
34089553,374
27448700,1284
70137102,143
24049792,1346
69590434,1394
96215024,747
16204210,948
99341487,802
46098636,337
40952465,1153
85728097,343
80693913,1388
42698892,824
39917034,772
53992363,1891
56754673,606
31774688,903
89207428,801
56004376,147
68656095,86
33831731,216
58535319,687
89179704,899
83051824,610
33126606,989
70244514,194
24151759,644
69582579,1074
21832384,426
88154003,1818
31542208,1876
61087946,1562
38849295,884
20360690,1110
25683914,1870
39648770,313
73523662,1599
70794323,233
69087899,284
29447497,859
94901340,1551
90460074,1567
51209655,1948
65056232,1213
98941374,1673
35391766,1870
27197882,321
47933010,380
35223412,258
66991658,815
40556523,1440
59191507,1652
12190902,1782
39737346,1473
40132838,54
59016736,1228
12825781,1238
49473880,1814
29836621,1399
27168361,1748
54759258,5
20739843,1906
88230153,659
67197351,331
93663579,330
55171130,938
14933833,1689
87379102,1722
41600900,276
14899228,1183
93790404,1172
70023198,211
64084021,1869
99417947,491
46497734,1599
51093214,364
48813948,441
31778135,1781
93100046,1361
87849662,1907
11450391,214
82231072,811
27773114,1292
82279120,281
76043487,1290
35370895,412
40227309,1911
65249743,689
98816908,1899
80439968,958
77494823,1453
60630617,1553
61530110,401
10006024,46
66155294,1019
59258917,1079
17536688,581
99276811,1806
23656744,1651
11041527,1490
17965887,1459
96442635,311
26947697,574
56069734,622
66279021,1815
97236672,1371
93800460,1810
85288192,215
30286976,1189
64846231,351
91008125,726
41671335,1586
93779137,1195
70783039,1508
54428484,1489
57645663,1811
39053272,1540
24575209,874
64554825,493
73788900,1772
64415526,1441
60605964,665
57454667,940
49978758,1109
67087697,1065
99621164,399
28378911,744
22547930,27
90247397,40
73642315,1384
43094113,683
37503914,490
94274782,70
87338777,69
79400911,1864
67640063,182
68506958,302
65304763,1834
98957593,1555
16002142,627
90258537,1000
32673065,153
56162239,383
11920769,549
48107201,1313
22167619,765
66704251,942
85248300,560
39517855,627
26140792,823
70413789,1305
51282151,1416
30235132,1684
81949446,17
95825388,934
89902091,611
70947376,1090
85959702,508
74494307,58
24147995,1008
27216633,460
27197882,580
55867531,975
69801758,315
89424786,722
86111814,402
75520350,507
56762250,1279
76700619,399
37678456,1421
72847175,1901
94385859,342
63023701,1939
96297254,1780
91658660,279
10793415,827
15204851,1693
57433407,1890
71488880,465
97387841,355
94958425,1841
56164397,1499
22885249,466
85196513,1208
96154024,1200
24727389,710
36417752,704
82208086,525
52984303,1264
70501481,1676
89664077,277
74855558,985
85517663,1376
40922547,1417
97874265,1359
70356185,1113
63723144,1047
38033236,1317
45534606,298
15360573,1133
76437503,393
27277935,660
29301135,1280
80433888,577
13692220,1756
13557272,1791
36577466,1479
43208230,1914
98627558,1982
69566006,519
70129016,1491
72946247,1560
77585574,1879
81186505,1132
97587737,1927
59598904,975
23573318,95
63121188,199
18872961,1847
43987480,220
96316439,1557
82336795,1014
97000661,1599
47114039,1291
57862454,108
18538649,1447
82785108,1113
42275885,1436
42444871,1794
34998878,737
32692478,816
89787933,1156
85994877,723
65100091,1734
19339998,1769
34446469,106
59525201,1497
99461543,60
43066246,1200
60450512,115
40930869,1223
58096311,1077
22593674,821
70914131,762
96918287,1520
30010153,1563
29376504,181
16853735,1538
59857590,1264
31313665,309
36905149,587
70948577,654
22305783,1904
14724726,1089
43204974,1799
31774688,371
43495223,836
11422847,454
43982781,208
12712945,1500
14567803,1869
19834246,1999
52760602,39
86299629,118
74337501,1922
98080130,1053
23627269,1847
65613457,219
36449215,233
64676476,961
86769991,1906
16638087,1102
16091282,551
97925059,1406
42297306,1805
35529235,666
47559980,280
34250841,544
20306953,1826
78431513,1725
10817761,530
57630769,680
66868573,288
66683560,1178
29752608,41
91326857,1545
56999535,858
78732719,1046
73610107,184
98901112,1204
54185037,1834
40825262,339
62278417,728
73670512,570
37597879,930
73951377,1864
80627853,1137
23038224,63
26477862,1327
70087887,645
44896388,1299
58613577,366
50936130,797
44934943,343
71773273,1776
29261383,370
21894063,262
71253895,1735
41788119,1316
35441809,1598
56475051,1378
73213104,1214
70659963,1262
32679650,87
91901011,1980
53089240,1999
68416189,1118
48525800,1376
75240232,1278
22483134,613
34437160,1198
50249738,237
14448121,682
39365815,143
71023212,529
28373222,1226
58514760,1112
84847704,1262
21550035,1458
98399966,116
40432349,89
86084589,1868
46627401,605
40702278,1961
30814148,1362
98601427,10
89637226,258
38712234,1199
46227863,1223
56349614,1141
63432941,1547
48958227,555
61860247,1914
26111647,567
63975333,523
53283606,1506
70322364,1222
58501625,315
48873396,255
72038447,1243
24267076,1588
17084443,576
33243811,1428
74504694,1325
85433134,225
13526905,598
17958662,447
75130277,293
68797018,731
40066503,1975
77153378,347
88111001,1021
42776680,868
98705924,1195
52784948,663
30176211,211
16357548,599
42563162,1014
39866144,671
72499619,107
47621994,1157
55217171,309
22425161,1343
25072291,1062
99699964,1445
19852188,1942
76243415,1613
67400763,1811
68228471,1982
37300216,1414
88299277,941
74932818,346
82822752,994
34332181,320
40391044,1779
10488261,524
92507137,673
20048202,599
44200457,1010
80576195,1506
17936031,379
41188351,279
82266617,1807
38520484,1807
81566049,404
66293172,1644
61682120,1336
15329170,731
66744800,148
33317532,351
87784632,114
95345569,1200
99956458,1069
82100723,1408
79403308,1546
32411587,1652
20098392,460
64156124,1076
73747610,1797
65579613,95
78889164,1984
77234375,44
49621273,356
55173534,1817
25573436,1977
96306469,1712
74365525,200
17985706,1
33885329,1651
14511294,890
99768431,500
78497193,1952
28214523,625
32169265,673
52831027,1679
54753702,686
60755523,595
29020190,1689
56061323,1938
74889860,11
83793776,1233
70971527,902
63125444,1532
95184544,1421
14627756,1016
26545528,1218
60612979,747
32771321,1619
52670031,1008
72760660,1729
93264184,256
20394882,2
16727180,1097
85850277,424
89397557,1151
15224837,233
32325056,683
81254074,828
84230543,11
94540413,1678
36218427,907
95207290,725
44760357,1031
56321073,1413
36986341,1848
33935541,249
76808727,1817
58695039,1403
27468955,800
59897977,745
14644258,1281
97527179,759
90909041,1022
32032698,263
89785118,251
82480329,344
63194211,518
30046772,1753
16525675,1600
46227863,1088
71488880,1025
88530722,1840
38945245,1610
31605396,916
20616733,1418
81354596,1657
78650111,239
81949446,1274
60924238,588
63327598,656
71716893,1734
56044795,195
44134923,1043
26002411,1127
32124736,473
59399779,38
61064415,1771
61679006,1713
26258080,1362
85644572,1938
91708443,1315
29970034,1388
49323506,1089
75898088,577
32208143,1174
54049019,748
38119928,196
67224898,222
80245646,319
35298100,312
56360533,716
64929701,483
29625104,1683
20315805,839
32313878,391
69117259,973
49132334,340
98898552,824
73932972,871
78694213,775
99767925,280
46169317,838
74919731,775
49031266,950
14704128,826
41694319,905
44987574,218
71561142,40
25478888,663
20682577,784
51099145,465
78565507,679
93371396,658
76429249,1410
71021763,839
37764588,25
77900235,203
84913843,837
89720649,1902
55940873,1837
58863837,1199
38445592,1015
50608623,856
44152344,1958
26014964,1895
51495187,292
65535770,1963
32298936,1389
79076375,462
77369571,1384
69499730,1775
79514497,1800
85014274,529
29086411,675
11100847,142
84564556,1895
14824130,1189
50759492,914
29435840,920
23071805,273
93856134,149
81270901,218
74680391,629
16825112,1372
39419681,641
80947556,1223
53190359,704
59589994,423
18865273,1525
18116405,780
17934381,1866
30337992,1054
52245930,384
95750092,442
57126048,1965
25928039,1606
91668632,385
24823078,1327
24490588,1979
46071245,1792
43467599,1333
12823285,1402
19747467,1836
73670512,634
27789187,847
50908062,1164
88590239,1993
84727741,1937
88886926,1640
51470266,66
43464432,1381
20322552,876
62403029,475
60712684,1606
18010911,992
42029150,1651
94110866,1093
43274524,1553
55411740,1692
46298670,1713
94094255,706
74512606,508
36090784,1221
24957712,906
66099925,1939
44339133,1406
45117101,1686
34994619,547
25891484,1988
60687586,893
68783268,1166
94289551,117
89709072,1920
24853000,1513
16062111,592
16794670,1729
26883977,626
58739832,1396
68553328,35
60517544,998
52696316,1232
73599935,612
64598853,1959
11657440,734
52719022,1582
53386135,1800
90317969,1635
53705154,1882
60610665,1343
18026763,1631
29219207,1007
89934939,565
84037584,696
60767983,92
83170878,1912
65042928,1009
18757096,1730
27548118,1821
69771898,98
76870139,619
63912179,729
47665507,1437
99093695,1066
86118026,1595
42141653,851
15140530,394
87149965,486
96810446,239
79619199,1359
47098282,1598
55915833,1970
28811799,316
28063836,1790
38859661,1545
57257310,1707
55750076,743
43102591,1892
93293444,137
94663454,1711
40698283,1971
18167352,1484
42842250,41
17064051,1234
68553328,188
42580440,1683
44119256,1232
96438687,1194
40588398,1351
62670514,207
52963866,129
77803889,1824
44374014,1639
24952471,1425
79344829,1581
39987345,1056
73941317,993
43103000,1628
63772880,1576
57591409,351
30984284,541
68630618,1053
30758355,234
17931175,1250
73098222,700
97014062,748
33269883,1524
96672835,1614
88926832,1775
32701061,1728
91696942,631
68945278,329
66021582,862
40671814,1714
94666342,1534
26217491,940
74646588,122
63130004,539
57588381,479
82995520,1385
86364259,1548
34357203,1778
90002627,1006
13189504,1078
23969192,796
97169815,382
82495425,388
93848964,1738
67723263,1111
73100142,1015
37447298,1299
15520272,1734
72581495,1773
28910813,1878
88790530,535
81299987,671
26650879,1870
38464780,1225
47974341,922
36857116,742
34998878,1813
44783324,1332
74619157,957
68786431,1263
71352995,707
82127954,954
54918610,1234
26098557,966
58753042,885
53811161,1537
71586645,1614
68277945,1749
42413812,667
65224519,1814
76368279,412
78295436,1876
58468251,628
29173421,1888
13703332,966
10234990,634
79541613,1599
18023916,870
33217684,88
62279943,1280
10001252,1015
31530397,1290
48937156,32
63237428,403
92049578,1581
16271613,765
61408716,1334
66763069,232
33596408,320
12986773,928
40913269,419
88111001,71
92713383,624
37761962,945
34586558,699
90304419,421
76118677,1255
93367465,58
40268930,462
35092025,1686
26057823,138
91320904,317
38520484,883
77256900,578
87335467,1248
43456600,1188
30882596,504
87927050,138
98794005,1980
52517535,1629
50696465,728
37723902,1067
75470535,14
17865563,181
94218712,1634
94295255,706
52381369,948
53142125,682
31492892,613
20944796,1852
24932822,515
28910813,1109
33259083,1692
11571702,1805
97282291,1411
49249096,470
93523606,1120
36956608,1453
24482946,1134
13530293,10
34682036,1328
74069196,1817
43250250,1799
40759262,1563
48919146,621
88247532,1625
24427439,1433
27308890,229
69912401,1160
21662546,33
22788465,910
47170007,138
11615367,911
23954720,736
33031306,237
92975824,1272
59375374,470
65017925,1312
62771388,1757
73878054,1984
37355270,1482
55906095,1747
41115026,913
80812387,415
48024763,1612
47321478,780
76382567,389
26345745,1708
65598231,1313
84739746,1878
18524414,1573
44461846,1430
50133561,1855
61364575,1272
13776106,1137
14242565,1128
86895851,763
92036966,851
62863936,366
17976807,1810
88744401,1040
44190548,1662
58996325,1725
29105669,1351
20221637,1944
58187446,1946
76767802,1347
66544365,778
98787166,1892
96222994,1746
25375272,423
12489243,281
49353759,1471
52291121,472
27539432,11
35965289,816
31881400,1139
22552361,1288
93933529,976
30420993,823
34903343,931
75074821,426
66236943,1241
21067751,1522
65588465,353
98853893,1518
21877917,1000
17665816,1147
32069714,544
33542691,6
84703027,1551
98170993,380
77514421,1115
53940368,1299
28559953,1167
25475515,600
62163828,464
92721950,1633
88867419,162
45287102,534
31349265,1847
43233486,131
21075046,787
49555550,657
14501602,1968
16660299,1514
12248740,1156
22713408,881
39543035,11
30529656,1600
98842695,100
69378927,72
54614972,945
34006595,1783
58820302,695
87399893,451
60233079,752
74638240,682
33099799,1298
25570678,461
83522086,1734
97332121,1702
16003223,969
13704636,516
38748767,1321
36212735,95
14251033,660
30200027,1593
96209719,552
25196244,327
79479244,20
69086681,7
24771329,1680
19387453,343
55785963,520
58429801,762
67687884,945
26298134,487
15856759,824
85536064,536
54943701,828
52277343,1521
74420996,1525
73924304,1324
75839078,963
15341385,374
91683524,1561
65149422,1007
45140138,34
11235481,1349
79089712,716
72562982,1931
99722396,374
91941379,463
17946085,913
20436814,529
41223952,76
53304678,321
13053667,541
75656178,1497
17241894,1645
52093036,1991
96558398,205
28364485,1452
96357497,421
47887035,1556
39745594,1392
37578723,1826
18217478,575
70750721,1812
90272890,17
37269501,1435
53852037,1480
81944316,309
47818359,619
54186949,255
75347527,1117
20786901,1930
10534035,1531
51582267,1080
72507054,1182
36349406,1456
58547844,495
69123369,1648
62757808,1238
51921105,57
15836317,685
51572035,741
26345745,384
41806297,1444
99259508,311
10623611,174
73746325,1230
30538670,536
33133664,903
75130277,772
61420332,1423
98991976,422
29255269,1692
64935220,1857
77073550,1296
90999420,514
89028882,1040
16003223,1397
22007591,1004
61392775,1685
68744911,526
69243466,698
36217223,799
78161068,130
84651455,1625
25909051,1363
13343721,387
92301404,330
28667735,1082
77432198,35
93310972,488
10728613,354
11110181,334
95642719,1499
69758520,1432
52365579,1763
90525021,130
20329255,653
95305069,1648
54582694,1350
63432548,361
84404475,1085
61185928,1385
65406022,1678
87598140,464
65968254,1315
53843832,279
49706518,1915
90307219,1116
32427184,1368
88229450,613
36859201,663
39977822,494
70631335,1532
93603811,346
97682776,673
15876719,725
20674836,692
85021901,724
32123828,393
24422890,1983
89559643,277
31947703,1481
76897595,571
32673065,121
67067969,540
96489007,343
88330781,1683
89299481,821
42782676,1167
40496332,252
81828946,687
37911343,1436
49362845,778
41470337,142
47942732,1927
82453904,1802
48699910,1477
13867710,1595
16315784,1997
10967565,474
21389233,1562
53331217,1845
22682326,316
81088115,433
82617046,1524
42780919,1022
85033087,81
12695896,975
68277542,1722
89934940,1820
49725079,1920
45181108,305
42069296,263
96983458,321
68937324,1046
61453419,908
74264315,1397
49066436,559
33776542,975
74917650,1260
16035302,906
53828359,1036
93980269,1216
53580566,1123
90706289,981
81233852,192
25662154,1207
73064567,90
10244283,1310
80390356,1162
23835213,53
35538238,279
78523553,712
42616154,1445
86876527,1860
78020299,119
44418033,1098
26781098,954
96859918,189
27314171,1325
32561924,838
23993483,702
24560913,129
77354971,1534
86424042,369
98850547,1219
65162516,428
65926815,16
80958545,1648
87986742,1459
83178344,703
12438117,920
28750763,1466
95317872,1022
43739623,679
86955302,679
15553619,959
87196280,418
91208065,1629
66393297,1264
28568543,1830
45886284,1895
47302246,992
24473822,1401
36213906,290
69582579,954
99570132,230
39146415,1991
93297289,1006
61307557,1097
12462210,1261
52827011,454
11963675,17
21067209,1112
61992574,488
25248919,1149
80274309,1064
68041937,450
38457162,481
75064556,218
97419355,81
18810671,1216
27792515,557
52664958,786
76590387,1214
65415691,1798
88017893,1850
95018437,386
95799311,635
69541454,707
25831456,406
89764571,1375
57039363,814
43894724,1892
42071551,857
31006026,1531
25883719,1642
31406681,532
76001958,1591
61689453,867
17775639,922
47029733,974
20364153,1548
65960315,615
83842009,49
14371623,337
12632953,846
11508453,1552
16359890,1475
16370626,1268
59078854,1262
73514173,503
56632931,915
40580305,189
32485571,1368
34052468,76
59412152,1073
64313960,1461
82220456,52
47641339,1038
53932912,1797
45982910,66
64183354,1777
34845985,1292
39648770,831
44062047,642
98624569,1348
13559904,1767
48794987,1947
96020701,1420
79658782,1779
89828850,1440
64408432,1250
88963733,82
95601110,815
14169062,1706
18685802,1221
18380887,33
95013768,238
53223555,1461
87997027,502
55008594,1624
16849076,428
38685405,1311
13714476,374
31071660,694
39092577,1750
16207617,1770
40883308,551
13032992,1389
54314750,868
64522253,1495
73243189,127
60441560,586
95567781,264
87997027,1152
74879170,83
47202968,189
82983884,1079
72876893,157
62640984,663
27046528,251
53111446,1824
21431378,870
80932737,275
82318976,1026
95229945,620
72202981,286
42860638,974
39292676,1156
92277231,733
25774225,538
27360623,470
47229650,558
86710308,1052
22864233,1091
18694356,773
19085347,1739
35427418,1805
49381588,390
46129779,344
68443243,1289
16385528,1950
36827162,978
43481539,296
46863331,1059
37526443,1473
68307832,394
63381150,181
22100675,642
35954670,1542
50805461,1201
35086186,278
34738051,1078
51595265,1960
55380591,1956
69566956,1008
48296052,1
17201940,329
95851652,1656
48926432,1854
52690326,680
99020076,722
62831648,82
35121209,919
47634865,612
64961880,1334
45747593,1935
56991046,1812
45410707,1300
95895782,321
16860117,688
39284457,1805
83332214,1531
26302300,989
79340257,842
16382513,1872
14058403,49
79217676,175
27384129,1851
90428648,444
60588165,119
62384616,1736
27866571,1456
88475486,18
81210519,816
37621966,1188
44291304,594
89741571,169
14443991,1019
35800441,802
93625817,1345
86865535,1315
61471533,1215
19004698,1978
52168946,721
30804467,1256
28126550,927
75809696,220
20586847,577
54210837,1630
85522852,1899
92466742,1529
58070247,1838
28898856,921
64583494,1480
91136261,1105
35277222,255
24723152,619
38090612,1548
55526496,1089
61891939,914
29337122,993
19319697,1318
84978028,887
31693914,959
70947634,1199
60380500,1262
93649366,205
42244837,776
13503189,1328
12788747,867
62581679,714
89674162,354
64659450,14
39866144,1227
39227124,909
18357256,731
94495050,967
37900649,1008
90471961,1293
42053925,304
18398501,573
65756580,862
81387459,251
90421745,1910
13178674,751
44615631,188
12792896,524
86902359,1362
40060910,547
64729617,1951
23808366,1984
94151635,1441
75784490,1151
74964375,812
20409218,1585
93883841,853
11368473,553
62973483,1129
29798078,1315
96093919,53
24905673,1186
29729492,399
79936686,383
64420865,567
85469648,438
62989569,779
12954438,1001
17832112,1739
87281263,188
88599536,1752
25596222,515
24178608,348
61967452,1464
53948576,1778
52365941,1296
44062047,1446
26141719,608
35691232,1542
95435783,342
51250584,1746
27205271,1057
59606874,873
60746215,1830
77238209,1239
91173622,1782
26710176,1652
47221000,750
37115594,1183
63876961,1520
98638508,955
56898171,325
38984450,1981
43724865,1361
67808228,1533
17194955,1426
87911046,1245
49011881,722
17325227,394
25700674,1561
42457804,922
16351100,1960
86073896,456
33444333,114
57302821,1898
45966152,1047
88388812,573
76654084,1098
80734918,1384
59325103,1534
98084656,79
48551230,1920
70829980,251
16593729,1339
26642143,1476
66119509,1591
11631203,1953
65958339,1159
24641181,1752
11139382,193
99172471,8
31521146,753
46716409,1846
74878825,1071
69213421,1839
27343724,1737
67463457,1970
25611247,349
80277858,1375
38951879,788
61747341,1090
68095827,785
77443221,13
66520619,1224
39145079,920
74333817,1666
51765887,1327
71212344,847
25315821,1747
23004117,1382
92526950,634
70462591,616
11202242,1982
72519575,191
18212300,1231
91493970,1074
10817392,75
44568231,1829
35681875,1162
31527758,90
11202242,901
52801437,1808
37488635,165
22060274,1819
32225852,932
67281350,133
24154286,224
85296867,335
77004991,211
84797087,633
34461766,891
67846399,224
83191127,1893
81318251,1936
95055169,474
84635057,1125
35776450,639
21786618,77
64249424,285
48353849,1287
21478288,988
86718987,341
27002372,102
17261520,834
19483034,65
13854687,1809
17160792,608
10548447,226
17896230,1627
58379938,965
29667126,260
21020249,754
26725501,1095
71449676,308
98361830,1862
27451423,40
68328339,1597
51508303,816
95910471,375
24657677,1795
94844865,255
19469458,1491
69531839,777
18101291,1324
12953078,717
36312866,198
42063907,1478
31024559,1139
20812168,716
54077747,833
42971954,1958
66064712,1187
39956476,1909
60280338,850
41072058,289
80837069,942
58736770,469
58187446,1422
69785749,1121
14650606,245
64975646,1212
97857085,218
96626102,246
91182627,829
23308869,552
53982189,1479
36407693,787
68891896,884
46209352,1055
11148204,1670
52604191,0
39340043,1417
72694731,958
33703726,1107
50713481,1586
45968164,241
96033617,1926
94410009,873
83711335,1492
38083313,832
68166629,908
80530177,1929
76397946,1957
84256273,1693
51953358,1613
41062005,127
78645115,167
37859478,1829
58833408,486
57253803,1946
69378927,735
32217175,1707
43740062,1855
20407902,1667
23719913,1245
17213115,407
54332316,1467
50401448,525
62814787,437
62456039,81
43131322,436
37377383,1194
88093578,1676
50604282,584
71586645,279
32763595,1433
13639326,1725
62264691,276
50577602,611
28925263,385
59389890,182
39561135,583
18681395,1459
26940792,10
52689374,838
57829110,471
47362305,1443
78379619,1340
81042599,813
30242395,1948
35529235,104
13890431,974
39770835,1059
99105746,1868
65265329,1898
48412879,1330
77241607,1508
23841375,1788
14354559,1098
42163503,1548
64983154,1020
21590382,128
38052066,1860
61096518,1675
53723428,1635
27370268,363
87314444,113
81499315,1052
58536368,599
67705402,1974
69157259,336
14338735,1996
48342063,180
76074238,478
68419026,916
64711052,1474
67923290,1049
61235405,1436
76791248,220
34562577,1973
93357102,1809
99399320,484
21107261,1763
72262791,1775
72268807,166
86603049,188
31920016,699
61283623,252
65759411,1432
30962873,1295
17327548,581
69018727,936
90321641,973
70512532,482
85150948,568
97296926,1554
81372108,733
26504931,1046
10096029,504
81801995,1721
68552985,1214
55759894,1781
34737858,827
92928273,921
98100877,1545
23928266,1147
27929291,1478
68423270,1703
72040540,1165
62007777,1336
12771404,1302
54788100,767
78379619,444
64488358,1626
23803255,710
85061163,1356
44089569,1331
86973936,1387
23096779,1437
66929340,1138
76774613,464
43444805,1501
46688279,1633
21801496,1978
94594222,659
94055892,99
43912934,11
57469124,1889
99323026,760
70247351,580
89859392,692
73187194,169
98414191,1072
49262569,521
59909179,486
17781552,1673
78007001,1197
62977767,1579
34492460,1643
84021887,1795
84261993,1397
37571733,1696
52083545,1078
15700070,1576
98423391,30
36152328,17
19939812,351
26388875,1044
13428766,622
62075941,522
37349335,420
81709203,135
93087523,250
67859681,529
66086323,739
93925228,1795
44999933,491
22070823,155
74998629,1664
71772963,598
58715560,208
68312655,1554
66775909,492
36832742,700
32402754,1235
98282474,1592
96584347,870
37317526,710
35771027,1350
78760436,1880
64016005,260
55478511,1321
37452376,1719
40820035,1747
75746863,918
97571841,1598
86255148,275
87967828,925
29190350,1380
31800760,312
21260351,1007
14741335,1935
75682861,1569
98573414,1587
21077771,360
93191334,1130
35667283,51
22603114,125
17565596,1732
76843028,1692
44335947,1366
45779954,70
86948420,1697
60366965,256
95949553,829
54059854,1891
32634502,39
44244044,1219
91132766,508
61867754,1058
51432058,669
33618254,1744
30276063,1041
12541736,1475
63605251,1153
93434432,14
26408927,1324
44134923,180
66923769,274
57686214,1684
64239221,387
69411222,508
99887816,1088
75108062,659
82669955,370
14074943,1667
72690466,1796
75323860,1847
29548810,813
75634728,1678
59385854,1694
54570322,523
17661002,1228
69970133,1062
10453735,764
36470065,848
43160464,1239
64176315,1463
40695402,686
60350323,381
57232641,653
25262634,853
44850482,1804
69635868,1723
64048828,942
65402605,211
93576514,1915
12054471,335
84793090,29
61408716,431
67798287,1147
71432102,624
63530555,347
95228407,1824
14566335,1043
10396687,1706
37935444,1056
24755776,1764
73625790,837
91411951,301
26477862,1972
23344285,719
26843760,788
31634778,1428
72007830,1164
73461760,1586
80543168,1417
11217775,1547
94732100,1518
70208744,1447
89856693,1314
41707294,1562
48473882,1957
29337109,1846
19510778,613
96623314,1314
16185021,576
34835695,1831
18838989,489
16607411,556
76918904,454
66815717,1440
27671029,1375
79047556,1542
22690756,920
62126247,54
36575174,69
82266617,1789
42232100,746
86122719,494
63893064,503
91428143,389
49386013,1344
16059717,593
56757097,1255
80633443,1831
61765139,1342
78261195,1468
21195427,13
84385333,1998
88478536,1243
92657149,1452
89223832,131
52745680,31
70827218,1574
44385069,1258
64267474,1344
18190931,761
16410083,387
69110611,1387
23251538,1914
25334063,1019
91184696,1759
54108158,1193
89928150,1184
75138564,233
39301048,1523
76120353,1029
73871973,1899
68239835,1405
42048460,1989
23053236,1783
82395987,121
75323121,692
43689387,212
25973476,864
73021324,1155
15535955,323
64081783,1986
21193806,712
23992107,1627
18022347,254
74353439,1935
90034873,775
17481622,130
90928726,823
83391536,1787
52952544,1199
25925353,548
16448428,621
65245290,684
19851208,500
41470337,81
57881420,1114
68502459,1834
43178442,452
44477399,91
13673384,1221
91927557,1168
64478970,953
78268090,746
20880969,503
10776511,418
72810364,1990
21696864,1155
87917135,1689
74843486,916
40179230,1266
96139812,535
86275682,843
25933780,1266
47761876,1323
39656499,130
71914057,1785
77752328,105
72358387,916
17538288,1988
14118061,724
85644899,1588
33472137,357
96533201,1343
39705556,1030
20019465,1667
73463423,1172
64776215,1873
73930586,441
27823172,1128
91944838,1872
57199528,1737
50542599,1392
18944473,836
53014960,102
29464766,1057
59429716,150
59487510,799
12714375,1708
58836167,710
44709952,151
60102256,722
17221576,1597
53097952,1254
53094431,823
96685261,1412
93173881,971
81526375,147
18402655,50
29767741,143
91931102,1988
63222279,638
49991889,1560
17283680,407
40124268,1324
29488580,1258
64749895,1950
48092835,1070
38077970,669
20234974,310
98139836,160
12745817,1077
91841405,3
78193705,868
86429238,557
81076743,1882
77340605,749
27969868,1792
17401956,732
95566129,577
94728505,1038
67250052,1527
60184850,671
21284496,1897
85115065,1923
59200503,929
47360308,608
