year,alumno_dni,sede_id,grado_id,secretario_dni
1978,44689349,75,8,33840591
2009,33646384,33,5,30169984
1990,25580362,102,10,51165190
1981,79399990,189,6,66380085
2016,27978892,52,3,93104169
2001,45593076,136,3,47298355
2011,39870439,92,7,68837559
1969,27266384,127,4,45859654
1977,89336559,78,4,56377526
1993,34004198,64,3,13546477
1995,32607258,136,1,52034820
2009,44777546,48,10,73645820
1983,75960027,167,3,48539040
1966,91065110,124,1,89279922
2024,51600063,14,7,56804921
2011,82067655,3,7,34481372
1974,81086145,169,10,91948687
2020,15378542,27,6,23005500
1986,58022100,169,1,61215201
1994,85867831,179,2,35347049
2024,62387911,36,2,67446803
2018,57061593,124,9,79564364
1968,50746628,83,0,43471044
2004,30702682,51,0,70634345
2023,98148704,186,5,81338158
2020,49712447,153,9,99979983
1971,17282309,197,8,84785406
1991,74988675,191,7,95312217
1974,52482015,198,1,17078513
2008,15067955,19,8,12431483
2001,23937483,81,3,52048906
1995,17897631,123,4,23859678
1980,42617152,185,3,17559772
1987,10110686,147,1,29265522
1973,81381723,163,7,55002972
2022,84771105,35,9,19161333
1990,94075729,87,7,31543294
1993,90597982,194,9,30562827
1960,94286823,53,10,55961129
2005,49710056,50,9,19871871
1997,88833098,45,1,47570378
1960,41329381,168,8,34846304
1983,69808195,191,6,48490595
1996,67405073,41,4,20893747
2006,76959912,93,9,28630706
1963,51776032,33,10,70126464
1964,10806481,194,6,12152044
1966,35433157,195,9,70844001
1978,40524681,188,1,64749612
1991,44846707,182,4,95424018
2008,98496141,150,5,95472429
1998,26353216,131,2,46692573
2004,56031581,63,7,38155086
1975,98753519,132,8,61315440
1972,19854192,110,2,14985144
1986,87158598,195,10,59387421
1980,53909777,183,9,98042408
1998,81940103,45,1,14508671
1960,92872194,166,4,10402059
2012,31062966,7,9,19285459
1994,96308556,164,7,17458337
1986,59968843,50,10,28630706
2007,95556735,86,8,99608590
1991,46056049,121,8,53625651
1972,35217431,95,5,36484228
1974,68184904,160,5,22834986
1982,45976392,65,1,78153771
1990,61339365,125,6,69995244
2007,42366164,24,9,34711743
2017,73508748,125,2,39316383
2006,91652902,92,9,11626060
1962,24208723,55,2,83588905
1995,26724132,94,6,95312217
2013,23691975,183,7,64625283
1978,35855393,148,9,36065359
1962,29065129,157,3,82674404
2017,84159348,86,1,15316916
2024,13008860,2,0,96710886
2008,69930789,35,5,14645824
1993,63643662,146,3,68690111
1999,49634021,171,7,31117500
2011,42439505,99,9,51259133
1976,94141145,155,2,82157982
1982,44406536,168,10,59382696
2011,31029771,113,3,14985144
2021,94174561,123,2,69995244
2023,92360109,40,1,92480795
1977,23197364,65,5,91447181
1973,61389760,199,5,95187384
1992,46912506,64,10,16464756
2016,88121276,21,9,54973479
2024,11363070,131,3,48376483
1992,82773917,162,10,88773388
2024,69559713,107,2,77725660
1999,23527750,142,5,11925091
1974,97181233,31,1,20109378
1969,96016193,28,2,85208380
2008,66905950,19,1,31942136
1991,19915199,64,3,72384830
2021,61334162,66,5,70374597
2014,27958430,150,8,16293684
2003,43209872,189,2,30169984
1995,13424888,142,8,78318474
2001,46978507,47,4,89328333
1989,47645740,23,10,98985680
1966,46580582,189,6,81944073
1986,76303225,121,4,17665718
1999,19061183,58,9,59134852
2022,39151610,132,0,70374597
2011,71532422,3,7,11521573
2017,76915258,10,6,81473290
2023,56590681,185,4,31563176
2008,54348650,104,0,20350969
1974,50399094,20,7,87915115
2017,55941273,0,4,18075370
1965,96121303,87,10,72108410
2013,72910767,69,3,28118402
1982,54486803,123,2,89003613
1960,87492452,164,4,28391810
2019,14334613,1,1,17071800
1977,17044059,92,2,68920668
1962,70153021,187,9,44034866
1996,80150475,138,6,43471044
1980,11929343,128,2,84710154
1995,31539355,106,10,80238656
1998,16477958,98,9,37817997
2010,76787842,113,2,43840403
1992,83931180,138,2,31119668
1974,37111577,125,2,94572812
1994,10120651,162,2,70126464
1993,94954299,56,4,14695374
1971,61177680,176,4,24266413
2019,40280713,186,1,34846304
2020,80232156,40,1,28300239
1988,58194210,125,3,44034866
1960,64587715,186,10,67663847
1991,10128900,127,3,30052896
1978,18574889,183,1,66174785
1992,60461241,158,7,15316916
1968,71073579,142,6,37817997
1971,41365442,57,10,14013206
1995,82369019,42,5,85812613
2009,13171159,111,6,52370445
2014,59124454,163,4,26518417
1966,10145898,123,5,20860464
2000,58877797,115,4,58676583
1993,26084982,21,7,32708049
1960,52867156,34,6,82073674
2016,90798844,9,6,11082803
1977,27551768,53,7,16491854
2009,49898011,67,6,46436014
1995,54201355,172,2,47779058
2019,82561587,147,3,24331753
1965,51292718,162,2,87797325
1978,72747058,189,4,91172509
1971,23973689,85,9,38524413
1981,86977592,86,8,62342514
1982,16963662,196,2,76164293
1966,53140467,7,0,11968892
1991,61270123,2,2,87578331
2018,98229936,141,9,36238590
2014,85574026,103,0,36238590
1973,59378020,94,2,93342539
1982,92896417,140,5,56945147
1972,18445713,47,7,50108391
1979,35216375,36,8,99012873
2019,65443731,134,5,54755621
2011,11275356,92,5,52374832
1986,88700328,81,5,88773388
1982,77472933,80,3,33840591
1969,21728411,160,9,30759161
1961,64730090,101,6,65613120
1995,34561769,88,5,94960546
1987,48555112,142,6,16886953
1980,36667527,55,9,58676583
1965,53298687,199,6,41332100
1982,52165517,196,4,53231018
2013,58090514,98,5,90486723
1984,90345584,3,4,42599370
2021,20281635,197,8,15812874
1990,87207461,21,0,36592215
1978,29357760,134,6,27601339
2023,90537222,21,9,17089711
1967,64548408,65,1,68837559
2020,12707689,175,7,63512660
2006,15727749,188,9,39900799
2009,74313352,21,9,66925013
1980,39697330,159,10,67372264
1987,62906506,98,6,73685418
2010,38750242,7,2,11950053
2009,40084202,98,2,42302132
1968,18644560,193,5,84579251
1998,10449456,135,9,42819941
2002,49218363,152,7,83615217
1978,68881347,34,10,91172509
2005,48027895,135,9,46436014
1975,64531122,179,10,45554708
1964,30467114,170,9,15625322
1984,74618119,39,9,78300755
2016,94830807,127,10,99012873
2023,79384327,192,7,42096130
1962,78902541,106,1,85208380
1964,79793005,145,9,14308110
1984,86391263,99,8,22834986
1965,60725397,146,0,56413753
1985,22616618,80,0,29475576
1973,20994274,0,0,35987953
1990,56273617,86,7,54079073
2005,96619944,38,6,36713997
1999,42338934,34,8,47414931
1997,29987500,98,9,78300755
2019,49589271,181,0,91447181
1993,70405570,153,7,47779058
1979,47395286,143,1,95951080
1969,21961780,98,7,12202691
1967,17294418,34,7,10410016
1990,78312310,64,7,44034866
2024,52867156,35,2,69995244
2003,70675497,162,2,93513010
1977,89118641,154,4,47171602
1985,17452171,35,5,16439612
1997,49613344,84,9,13091847
2003,88151814,37,10,89248889
1982,47232902,19,7,37256066
1960,19336603,164,0,46196611
1982,38112797,68,6,88844896
1978,28575595,19,4,16373130
2015,10423884,63,2,28630706
1989,92279352,58,0,60050520
1975,69587146,54,2,52374832
2009,26856562,17,3,44729629
2021,91573490,4,5,89016377
1999,88956731,195,5,41665798
2004,51378178,182,9,56121671
1993,77483719,118,8,92758870
2003,68540555,144,4,12563233
2016,16614062,122,6,56162032
1986,83323523,146,0,77931047
2020,19003347,59,6,56523225
1981,32155867,138,9,17727012
1988,37686922,13,3,37066742
1996,13912601,82,8,46273091
2005,57387767,86,3,36002137
1981,43334724,149,3,60593752
1988,46481364,193,4,22051101
1976,39741747,188,7,64301174
1960,29745439,171,3,42596037
2009,47359800,161,10,36909022
1982,33949653,198,2,48015085
1978,47712030,163,8,67663847
2000,56869547,105,8,28391810
2016,14456671,57,4,35766314
2015,79218042,154,3,48301295
1970,53894996,100,0,42969371
1960,24079721,148,10,45295375
1973,76352965,160,3,32435118
1967,85321076,106,10,96157298
1968,87300153,124,2,18085527
1994,62071088,86,8,52222055
2008,36952197,111,6,60306471
1981,82944354,0,10,29206980
2013,60136518,85,10,78304320
1994,95094088,35,3,16439612
1963,38435394,9,2,24875747
2019,73656266,112,3,79446295
1965,83082388,39,7,67423111
1969,17413184,136,1,66954670
1965,70301323,113,8,18237319
2006,98985205,77,2,13636480
1994,22609370,172,7,95951080
1969,64447943,45,1,79700036
2013,68980265,166,1,57516300
1992,62634758,32,10,17080077
1981,39287638,74,8,57283875
2008,98859687,102,9,64673067
2011,54071185,35,7,46431386
1967,19420534,97,4,82674404
1982,11396913,16,0,91312467
2019,64372256,99,7,80170840
1997,20772495,1,1,42302132
1965,89646985,21,4,87152708
1983,92951329,90,9,88158887
1971,49593323,197,2,56264117
1988,93202918,158,3,55282856
1960,96866274,65,2,86700604
1971,88481541,133,4,57750788
1998,67609248,156,2,53157379
1987,60433413,180,3,70383892
1987,45409698,89,9,24300361
1995,74287214,4,6,88304621
1971,62627377,126,0,47428472
2002,69809948,65,3,58281350
1971,56133919,86,8,36982788
1979,30686454,11,7,79700036
1970,29479208,80,4,84510670
1969,89245596,68,3,18085527
2010,53675974,24,0,18051802
1998,17213711,142,1,81060345
2009,49319857,67,4,46431386
2009,94330364,13,9,14485659
1974,68124127,118,7,55397892
2011,81551979,103,10,60369838
2005,92380572,20,5,61612990
2003,21543563,5,0,16209675
2024,10760156,28,7,76337867
1999,38132430,192,7,56413753
1998,45404184,171,9,43427569
2017,53091292,18,7,24611896
2009,27333212,124,8,94572812
1972,22468183,194,5,95811182
1996,70037700,39,9,13708316
1980,38456658,59,6,82106455
1988,73664182,111,3,11329566
2018,11319442,140,8,82689694
1960,15402337,168,6,32943230
1964,59535385,20,1,66723609
1983,26187841,130,4,94512557
2023,32497815,136,5,79258337
1987,28968262,122,4,19100126
2024,65488748,57,1,83181658
1964,21506534,94,7,71632009
1983,22285494,149,3,27884174
2002,58049618,167,0,24266413
1993,41691604,156,5,81145402
2020,61760173,3,10,73645820
1970,17554653,85,8,84315412
1966,61468614,144,1,34962945
2024,61082670,55,0,45757972
2022,75589622,22,6,70190219
1971,45012561,14,10,30169984
1984,96123705,112,7,82099299
2021,20140832,181,3,76051394
2005,57530367,59,10,84651642
2019,28218176,68,10,93602010
1986,23965227,178,4,46407859
1968,76085258,134,7,85993036
1962,19017781,56,7,36592215
2004,58369118,44,7,93602010
1962,91922567,188,8,99979983
1980,86782323,8,8,33031955
2011,45120255,118,9,47570378
1972,45779206,27,10,65807457
1998,34354229,69,5,46035118
1993,53201321,171,0,22011834
1960,14714988,2,4,97094330
1985,45344936,70,9,86333340
2017,88192620,135,7,95809121
1983,54201355,45,9,17071800
1993,59992616,99,9,70844001
1967,91344067,164,3,48376483
1969,23244752,69,1,13275931
1962,85708098,38,6,31864107
2017,48674423,162,2,31942136
1999,10204817,97,8,78318474
1970,69044347,112,3,33386979
1982,40120908,199,2,34481372
1989,38752786,94,9,82002433
1986,71271320,127,3,63385282
2016,63116407,88,7,24266413
1970,35919721,0,9,20297915
2019,73703269,135,6,94471700
1960,22848706,83,7,94822932
1996,98762677,147,7,97023466
1961,81861784,151,3,26400726
2016,56965818,189,9,83067975
1985,56463750,11,4,93261216
1992,30170986,131,0,56945147
2004,53747899,56,1,66380085
1972,62963043,110,0,14029037
1986,37517424,43,9,95951080
1973,32646526,135,2,29630533
1974,42133839,50,6,23859678
1974,11765184,148,10,51347379
1984,10645662,6,0,75357054
2014,94036076,96,7,17305331
2018,27468467,10,2,45757972
2014,12630770,33,2,77719997
2021,67869041,44,6,18075370
2024,66252096,39,1,13136534
1974,23237881,170,9,24890345
2005,63597927,30,10,81501221
1968,30915733,43,6,36002137
2020,52989240,23,10,13091847
2000,47149559,189,8,87152708
1985,99848256,108,9,44879003
1979,90875023,43,1,58676583
2024,34692332,26,9,44977475
1994,32376057,100,4,32708049
2001,75598358,64,1,42596037
2004,96332563,126,9,31122154
1983,61168636,91,9,90328789
1980,80222866,13,3,22871055
2010,65900895,121,10,97727084
1995,54471417,196,0,55357872
2012,33348444,99,8,59638222
1972,20760001,28,0,95967337
1988,67117835,66,8,64621365
2009,18666233,42,0,67805239
1964,48625905,160,8,68920668
2002,65930369,181,2,57283875
2000,29286930,71,1,99979983
2016,62227645,180,10,55886171
2024,72830374,68,7,18550870
1980,23239458,91,8,99127423
1987,26674029,67,5,51748383
1982,85785945,154,3,19003966
1985,55404174,128,10,11612090
2010,75110151,193,6,10426105
1992,78584216,72,4,16255642
2021,23239942,155,5,84710154
1971,80515184,15,0,87915115
2008,79667644,120,2,67372264
2009,68617019,152,10,77945595
1971,99737448,112,1,75567741
2005,93184408,11,10,81734757
1991,94555008,103,4,37730995
1973,35844638,95,3,51691002
1981,76222789,141,3,56663520
2023,98598302,1,6,12134091
2020,46371000,15,0,98676762
2021,33694494,25,3,60511570
1986,40042352,151,7,87257215
2007,51581719,124,3,38805003
1998,51247869,177,4,94881708
1970,64306437,88,1,87383801
1974,15442201,176,7,71864099
1980,78607640,56,9,64749612
1995,66649787,71,5,56663520
1989,22724661,0,7,28734160
1971,25912560,141,10,68690111
1965,91304734,156,9,44879003
1983,77001416,91,2,81986421
1989,20390177,153,10,33648684
2007,61347195,154,4,80557208
1973,54346659,29,8,14695374
1964,45321411,5,8,89985363
1988,27097714,47,6,36580157
1986,94375820,199,0,70374597
2022,74594514,9,4,53572400
2010,22134104,1,1,63202920
1979,17944110,54,8,90486723
1963,25830271,64,1,98042408
1999,32246890,59,7,53572400
1998,88484339,53,0,68743924
1960,13363924,163,6,70844001
1983,57005039,2,4,65807457
1972,90877115,58,4,58962674
1962,80521486,109,10,50406943
1979,85769756,134,2,30820703
2021,25051635,84,4,40679129
1993,59615665,82,7,49422927
2024,82186207,160,5,93390043
1966,13056701,5,10,17751908
2017,71461123,151,0,54079073
1977,36902668,45,1,76727639
2014,58530957,183,4,30820703
1985,72717616,106,5,19161333
1992,27155994,162,0,93602010
1998,52699656,133,3,83011863
1980,55849167,104,4,19003966
1994,82376134,17,3,76966002
2018,37884821,161,4,22919089
1964,47152607,161,0,37730995
1991,45059882,92,3,81944073
2008,55080477,188,4,46196611
2019,76691523,147,6,89328333
1961,27656572,107,0,40528155
1965,48277920,58,2,95431317
2000,97431249,9,8,28630706
1988,79256432,46,4,99350837
2018,95808548,150,8,33813653
1991,17878061,141,1,94758983
1984,62535566,42,2,96318310
2003,36106356,39,1,43471044
1969,29094372,151,10,34256590
1989,36186830,147,6,71424083
1974,27816654,11,1,38339745
2021,82904268,9,9,20188716
1993,34704451,56,4,99016350
1967,90114564,33,8,68837559
2015,91668630,10,10,28418587
1960,21908182,53,9,27221691
1966,95314355,110,8,20188716
2017,55674243,109,0,39864873
1979,30557775,7,6,56158727
2013,99328003,193,6,39932644
2018,66495506,76,5,56586770
1971,86610748,98,7,36032205
1968,39058047,113,2,21952143
2015,35669572,10,5,86439609
1985,79011842,86,4,95992511
1975,43208935,108,6,48739048
1973,69919066,70,8,76131323
2018,21849432,155,4,91948687
2008,53795027,178,3,54755621
1976,81759053,194,5,14155931
1971,14585582,90,10,19285459
1972,71441394,100,1,90753720
2016,32937810,64,7,13890934
1966,30015931,79,2,60593752
1962,56494684,31,9,89572200
1981,74666745,134,6,66925013
1993,22397604,129,8,45393388
2009,67486106,71,4,92903944
2024,12300354,56,6,84707006
2023,32631655,189,10,94714982
2015,15032784,107,3,65203297
1992,52718304,132,9,60050520
2019,72545405,117,9,19724511
1968,37857297,72,9,65355552
1984,47480056,31,9,36238590
1999,40203311,68,7,50881107
2006,68628061,115,6,65655113
2005,29681175,157,2,31554683
1987,29217912,67,10,59562277
1974,27963227,121,8,29225838
1993,39233088,52,7,49788205
2002,44132876,79,0,58281350
1972,93567401,114,6,22051101
1984,95424215,72,2,22367015
1963,77011549,150,1,21254906
2002,33617007,32,6,14013206
1980,77826090,142,7,86986254
2000,99115588,43,4,67446803
2015,94141145,26,8,89328333
2000,52352833,99,2,56413753
2016,67132821,40,10,33813653
2013,94328483,48,3,80755606
2003,63729729,2,5,68082773
1963,57948757,86,3,36909022
2007,18315422,149,7,15015308
1977,23660564,110,1,18075370
1996,15082894,122,9,69706268
1990,79348850,139,2,76123760
2011,59839340,174,9,12565446
2006,82796125,116,10,30562827
2006,47518519,93,0,31117500
1976,80071884,97,4,64924797
1988,12010950,7,8,33386979
1990,95028888,194,7,49365029
2001,44557079,44,10,31122154
1995,31609365,16,10,70634345
2024,20831248,167,8,87129351
2023,37768283,145,0,47779058
1970,31519326,34,9,53316110
1987,27967093,184,0,66652516
1989,54737763,122,10,94822932
2017,50209968,8,7,80777438
1992,49398926,109,10,30632825
1973,88396764,19,9,81338158
1970,38835574,138,3,94512557
2019,91787468,35,2,80947643
1980,79810837,163,8,16137433
1968,80456325,151,2,65203297
1978,46147508,190,5,89248889
1990,31952245,182,2,95472429
2005,30722049,138,6,87938529
1976,94664782,183,9,52851945
1971,42872514,30,9,69800314
1985,20084970,168,0,55886171
1962,11677623,160,5,11950053
2014,79101751,103,5,72730034
2016,94928465,41,4,14645824
2012,19617609,125,3,28759947
2004,82132079,2,6,81984171
2004,69812154,64,0,94881708
2023,87950958,142,3,66380085
1991,28029400,79,6,40513649
2023,70965358,167,3,37293642
2020,99681618,136,1,69329183
1984,51280255,75,10,84651642
1974,32651635,156,3,98676762
2006,45433752,4,7,31563176
2005,64415020,65,3,56413753
1998,18461375,97,2,50639816
2019,78685759,10,9,31124627
1987,62354577,116,10,13110915
1962,15980643,132,9,49077868
2013,23067896,60,4,82690661
1989,92543266,199,0,29885609
1986,90440859,118,4,76743066
1997,97338934,156,4,94068063
1979,46260025,60,1,61612990
2006,66822775,184,9,91095254
2023,75936621,145,3,76998493
1975,95767904,76,4,77524977
2023,46061276,48,9,80802007
1976,92815956,71,8,18861313
1964,74768251,13,10,52048906
1972,90442323,80,0,83163099
2013,55262232,134,4,18685187
1960,48173028,44,4,94512557
2000,64249226,181,8,14013206
1961,13304165,135,8,38030281
1998,54239285,129,10,42617352
1996,91109525,12,0,87345480
1966,88060178,100,1,95393861
1974,80562141,189,9,19431825
2019,53419747,41,10,74447691
1998,36600189,113,7,36580157
2019,19661443,164,10,52815250
1987,63613383,71,4,48202683
1967,27899794,112,10,57516300
2017,57824741,98,1,84145713
2008,45748867,78,10,52768905
1981,67689542,193,9,10246663
2013,37973887,61,4,51519521
1965,75362379,8,0,15835780
1997,32613450,118,5,32435118
1965,47380463,121,8,16305608
1995,52647204,6,1,60762124
2001,62404898,55,10,70383892
2000,64700691,120,2,47852413
1977,37889658,72,0,80457514
2021,68217517,16,4,46436014
1998,28495163,133,2,32423210
2018,28001268,61,0,79509158
1998,62402661,75,9,65281148
1994,15315096,168,3,97562785
1985,11970171,56,7,14308110
1962,10926093,50,7,89149796
2007,82858696,109,5,42762924
1970,67402734,93,5,13287042
1983,71785054,51,9,41129971
1960,32371003,25,4,60447587
2015,46721519,72,4,30169984
1968,63134900,96,2,60511570
2004,88290233,74,3,37730995
2008,10522390,180,7,60218974
1987,14712546,97,9,96849203
1968,54342054,189,2,76317937
2020,29626776,81,1,58676583
1986,47847682,65,5,10324368
2011,10550797,171,3,94222863
2015,53401188,78,6,83919218
1964,26526413,159,2,42617352
1975,95481314,141,2,28734160
1985,37983832,108,2,60369838
1981,33782547,62,8,26451302
1994,56627112,136,2,46430350
2013,31949894,143,6,59387421
1964,67443887,75,2,95811182
2000,45130843,99,2,99012873
1981,66918573,63,1,47990544
1967,97816027,77,1,68743924
1980,29509883,155,8,24611896
2001,97891572,103,3,95424018
1988,58194210,68,9,94758983
2019,79071030,177,3,67372264
1969,40453818,50,0,51253150
2017,67814718,14,1,67544528
2016,68281174,99,8,61123676
2024,78069724,80,1,86986254
1990,94430880,3,4,13636480
2021,21705785,53,3,77121019
2016,47767637,76,9,78248095
1972,50642345,140,7,48044199
1968,87204766,71,6,22367015
2009,14161663,182,0,78368759
1986,24645565,9,0,42821121
1977,75987762,125,3,70745568
2005,85582260,135,7,97005730
1991,32889048,185,1,28630706
2011,62997562,112,4,74299796
2023,69102699,14,7,13287042
1982,92831347,137,10,88304621
1962,92849512,60,9,97376548
2008,53966210,83,8,10968600
2019,48293222,165,2,24449818
2001,22286722,115,9,31239562
1993,48310985,87,1,42606207
2017,73572913,118,10,65706602
2023,99598873,71,7,36909022
2016,62261145,155,5,86348892
1972,50274066,187,9,17305331
1981,89612035,131,10,30632825
2009,54239313,176,1,50881107
1985,35283244,101,9,94191435
1976,62273969,138,6,10439236
1961,60122920,72,4,54573502
1960,15703395,98,9,60074563
1988,17622115,52,1,30047662
2001,11189392,30,7,28734160
1960,85984868,82,1,22241476
2003,86408650,86,2,94758983
1962,38601944,155,5,53145175
1983,49671402,64,4,76727639
2011,60509668,171,8,81986421
2023,83995084,164,10,17080077
1964,37226399,124,8,37293642
2010,30061084,152,2,40954745
1994,10981890,113,3,36628428
1993,49335215,18,6,49727848
2013,20742306,28,1,81473290
1969,63237791,45,8,55744815
2000,45940108,161,8,34962945
1984,64636384,33,6,97794913
1986,81621932,160,0,18685187
2007,97380141,102,8,76509653
1993,24676357,140,4,47428472
1988,71987108,174,6,56158727
2010,29094372,148,9,74234286
1982,83219555,76,5,86505965
1964,30168671,22,3,79647347
1987,46274032,7,3,54791637
2016,24629847,139,3,84510670
1993,14864150,64,5,73685418
2018,24927616,40,10,53625651
1961,92109758,79,10,41900187
1987,21704097,58,8,59920014
1989,23110464,162,10,86333340
2012,44759167,21,3,64114152
1995,80895414,92,4,56523225
2024,40911435,59,4,37047632
1989,44716568,50,4,13305710
2019,27602310,11,6,31543294
1972,16018848,39,8,48376483
1989,33286016,75,6,13636480
2019,60670287,33,6,76923053
2005,84410553,115,7,29358527
2008,21528127,117,10,30513106
2004,55732020,166,7,61612990
1990,61140852,108,4,32998804
1965,38826186,51,3,34256590
1973,93833888,118,8,70126464
1966,18963380,16,5,89985363
1961,61057979,113,1,53316110
2020,98807442,2,5,91109343
2013,32396634,95,4,20188716
1991,13597363,176,7,40189318
2006,38052583,17,1,29225838
1977,53448469,100,10,80238656
1962,69042292,58,9,53231018
1965,56055944,167,5,64743179
1991,35970754,121,10,34373251
2020,29946042,72,3,17727012
2015,61146172,119,7,38030281
1986,69448899,107,0,36388784
1975,34898087,48,7,70349217
1998,80087115,75,2,57950282
2008,70013636,193,5,77931047
1993,10445559,106,3,28391810
2005,27409740,37,5,14013206
2002,58666523,59,9,18923951
1971,21487573,151,3,64301174
2000,81544873,2,5,59562277
1993,68615993,195,0,55002972
2014,94262783,127,2,62996686
2001,30365852,147,10,74074688
1972,64572462,101,5,69706268
2015,61368358,68,5,41129971
1996,46743986,35,10,67805239
1983,62227645,165,1,98553839
2013,67249675,11,2,76337867
1982,70597195,73,9,64743179
1970,90632422,100,6,54660024
1982,51701923,170,1,11556887
1973,60936778,118,4,20933961
1992,41791519,89,8,40679129
1974,83644917,111,4,74746598
2014,51591168,98,2,98985680
1976,20649174,48,3,46436014
2001,99984399,185,6,29885609
2020,67307431,32,1,81984171
1967,64587715,185,7,20801963
2018,63816589,43,9,23005500
1998,35184800,60,9,16293684
2007,43040224,0,1,22416112
1966,35074604,89,3,39081442
1992,42602240,26,7,27221691
1975,24957092,14,1,92480795
1980,14801753,12,6,30047662
2012,47329585,196,3,94068063
2010,14721680,75,10,24611896
1993,75343442,173,0,45572549
1985,11475556,146,2,89016377
2015,60745098,152,7,17305331
2015,97768953,161,7,91777941
1974,18943851,9,7,78647405
2011,96504176,104,1,73149541
2022,21278869,151,4,71962124
2005,47451552,136,2,93513010
2016,44432136,40,1,43948432
2022,49135105,26,2,92478159
1991,83016315,25,2,69882415
2023,67624255,106,3,99214289
2016,44568624,97,9,79492566
1989,51870062,110,8,20102347
2011,31889684,51,7,78248095
1966,93238475,109,7,34527340
1971,67470798,131,0,33813653
2014,59959769,128,6,84785406
2015,36063571,117,8,48851117
2020,32595432,55,7,53157379
1978,65367955,7,3,57534363
1991,38509813,95,9,47852413
1966,78685759,118,9,35766314
1971,19384626,69,7,74354094
1993,71868730,147,0,22692404
1996,28678631,94,4,52268876
1962,16292961,16,9,15316916
1984,71065877,117,5,61612990
2023,54937363,53,3,92846659
2010,11684541,16,8,16491854
2021,75683956,57,3,65039781
1994,96499017,99,8,98165450
1974,99275752,66,6,17358546
2008,79693630,2,9,40528155
1974,28232111,128,8,76724285
1984,43386435,37,9,76969083
2011,36728533,116,3,86505965
2004,18511116,3,10,71864099
1969,49603208,112,4,39406337
1993,95477508,94,3,88748631
2006,56756800,164,5,67699846
2010,83003944,34,0,41508122
2000,54807605,144,2,19431825
1980,22151472,121,4,49888021
1982,54644936,13,2,70650299
1966,89964884,105,1,22857266
1995,11765952,20,1,17358546
1983,47033670,91,5,35019664
2001,97464952,87,2,15835780
1992,69513566,122,10,42477685
2005,18375919,194,8,94769623
2015,95615546,56,6,24387561
2011,15739707,180,3,88748631
2007,76980940,199,1,96318310
1990,96778111,68,8,87129351
1967,54448918,118,8,12465523
1987,28098159,68,6,49493542
2016,33938534,133,10,46431386
1972,48690802,34,1,36982788
2023,46395354,83,3,97026441
2024,11196744,78,8,31814812
1992,51583877,133,3,21254906
2009,92228184,91,4,18075370
1983,17708448,61,3,58962674
1976,96970234,188,3,31239562
2019,21173780,128,7,24111231
1982,67820505,17,3,74447691
2017,82255430,106,8,97376548
1975,16086837,67,1,35516510
1995,81052805,138,4,25085077
2023,69364634,24,6,21428744
1975,72388509,47,0,62338589
2019,96351045,90,5,76724285
2010,98067036,137,5,98676762
2009,22083960,180,2,49757819
2009,80258302,136,1,30784187
1983,74547884,121,0,40189318
2008,66696921,29,0,10439236
1981,36387314,126,10,68766040
1974,32731108,65,5,94512557
1972,54282143,116,1,18075370
1980,24627733,101,2,74113615
2012,79331911,159,8,58974527
1998,24517995,128,7,68082773
1973,74155579,138,0,63385282
1988,50121065,130,8,84579251
1987,66130948,12,5,27601339
1963,90445467,194,5,55002972
1972,38423421,130,9,10324368
1992,85973393,119,5,65817641
1978,56192740,191,1,17432689
2017,52101538,138,10,15149166
1994,61511122,197,7,47428472
2003,13911589,155,8,73188829
2016,55858386,99,6,82106455
2010,14386847,195,6,28389207
1961,70701964,125,2,63512660
1969,68218289,103,5,93849218
2002,47732018,129,4,78304320
1997,60526958,142,0,60762124
1977,93779776,65,5,14985144
1964,30294261,173,0,37306426
2005,52647204,145,0,81986421
1973,67200403,1,8,56523225
1999,97050551,58,6,88919662
2009,62892969,84,2,50108391
1992,74693108,73,1,30506075
2003,93493899,60,2,46430350
2009,23581495,182,4,20860464
1988,82068299,47,7,96516762
1967,91646678,172,3,74932162
1989,47147576,97,2,39081442
2012,48530708,38,0,14706732
1997,38884894,92,1,31122154
1995,71156301,10,5,78417968
2023,67059509,174,4,50819699
1986,48540897,149,3,29007504
1978,74895014,25,5,27725212
1965,71902545,36,10,53863485
1998,85606592,190,1,70844001
1984,11414807,17,0,73188829
2002,97879851,42,5,87915115
1960,73753862,145,10,83499275
2005,90213686,64,9,80170840
2023,83340805,134,6,15015308
2021,56965191,65,2,55357872
1981,46874838,178,4,75291843
1971,58459911,42,6,19100126
1986,65613055,56,6,29885609
2002,80544141,78,4,19808878
1985,35415960,5,2,31543294
1968,67100820,129,10,87718225
1975,81788764,148,9,10439236
1997,90737533,140,4,16886953
2008,81848149,18,6,41129971
2008,85414769,130,4,67718738
1998,48210797,115,2,13399830
1965,74423463,110,10,23774225
1998,71804182,92,0,62413172
1969,42416090,14,9,30445774
2019,84923725,155,1,66174785
2007,19159067,181,7,13701376
1971,82932841,126,8,67699846
1962,72343471,25,6,10206095
1991,85540650,124,9,18887762
1966,22046583,89,4,79700036
1974,57403754,131,5,17526448
1985,48286051,41,4,13546477
2023,11247221,20,7,76483961
2010,28170105,26,5,31543294
1995,10053715,51,7,60447587
1993,14821614,75,0,19285459
2017,58974568,107,6,99860743
1981,24074944,5,2,78781150
1982,80027288,84,1,43749590
1962,28394836,117,5,14645824
1961,27834893,31,1,62351556
