dni,nombre_seccion,sede_id,apoderado_dni
88145378,Lime,1,57417910
87847844,AntiqueWhite,14,92333023
73194994,LightSalmon,16,82318321
30199059,Chocolate,19,14277596
55410879,LightPink,17,23333674
27618432,ForestGreen,19,70610994
49950064,SeaShell,0,51169055
78462803,MediumVioletRed,7,19878583
31300621,Orange,5,49857670
60818292,PaleVioletRed,12,76315786
26766974,Teal,0,32523483
23692895,PaleGreen,2,41911574
60100641,SlateGray,18,14834965
23074621,Aqua,16,95093106
86874131,DarkGoldenRod,14,76830907
24797574,OrangeRed,8,37857696
27352668,Cyan,2,78523831
59548655,MediumSpringGreen,5,67615929
36870452,DarkViolet,2,80102032
96305321,RosyBrown,16,23156661
48568259,LightPink,2,69706063
27751575,MistyRose,17,21035715
63639554,Coral,8,57845225
26591052,DarkGreen,2,39323582
65563268,CadetBlue,7,52970388
33951994,ForestGreen,4,14443427
88001912,Lavender,8,28410115
44335166,Magenta,2,92387905
29891552,Chocolate,19,69514080
91427007,Magenta,2,75138343
54063259,Blue,4,62580512
66186505,RosyBrown,15,75378113
76156793,Violet,12,98600874
48075527,FireBrick,1,15585442
98795731,Purple,17,28029405
97942912,Beige,18,38538529
10570562,DarkGreen,2,76122839
52587460,DarkSlateBlue,3,69649168
74457969,Gold,0,30659228
26679806,Fuchsia,11,12645109
99582030,AliceBlue,9,19148368
56217191,DarkOrchid,19,58381100
71996233,LightSalmon,19,53426845
93536986,MediumVioletRed,17,78097210
43749452,Peru,8,39964718
70026531,PaleGreen,14,13077408
88886569,Olive,17,95473834
13614988,Gainsboro,16,79376261
65251065,LightSkyBlue,12,68948726
66487980,LightGoldenRodYellow,17,46911698
20980178,LightYellow,8,31013991
48285180,Lavender,8,62685160
55460210,DarkCyan,7,67615929
25587089,Tomato,18,63246310
93890508,MediumSpringGreen,5,22269999
50109086,Salmon,7,55940495
20680971,PaleTurquoise,19,69730680
65184928,CadetBlue,7,41458259
57408065,PaleTurquoise,16,22861936
54146421,Navy,9,31150204
25511348,DimGray,7,39445428
77481074,Wheat,10,40477233
76389475,Plum,15,30704636
69305697,LimeGreen,11,64873884
81023629,MintCream,1,91261035
10341077,BlueViolet,1,93081775
86504411,Fuchsia,9,25289133
24489214,SandyBrown,12,47671977
25927041,PaleTurquoise,19,60855033
58917369,Thistle,8,79070784
51686720,Tomato,19,37435834
12712934,LightSteelBlue,10,82620698
66294153,Gray,10,67856613
44125637,Purple,17,68653914
40998672,LightGoldenRodYellow,17,99220423
43395928,Crimson,4,24289555
13288149,PaleVioletRed,12,13207546
64079149,LightYellow,8,34952283
65921870,Fuchsia,10,36177896
20735577,MediumTurquoise,3,55191861
72786735,Linen,14,23503445
71391317,RoyalBlue,19,36881838
31751752,MediumSeaGreen,6,37019870
64906954,LightSlateGray,3,35764126
12615565,MediumBlue,8,14686227
24059321,Moccasin,3,42431289
37494626,MediumAquaMarine,2,56810534
90169467,DarkGoldenRod,14,17987848
64197807,BlanchedAlmond,1,77267999
74240447,DarkGoldenRod,14,12204509
43387292,LightYellow,8,54190338
30554328,Wheat,9,97421951
99214152,LimeGreen,8,22047051
44927335,HotPink,6,10314057
51317530,DarkSlateGray,19,78875751
96897732,Beige,18,27131317
42858322,SeaShell,8,84319274
33991682,MistyRose,17,86399401
95191860,LimeGreen,8,90998857
75176484,LightGoldenRodYellow,17,53085173
26809615,Snow,16,33723632
44857064,LavenderBlush,3,68752043
12108849,MediumBlue,4,85934154
54282354,DarkOliveGreen,10,80016281
73966022,DarkCyan,6,15650498
56160746,DarkGoldenRod,14,37249841
64539641,HoneyDew,16,81127622
38711379,Blue,4,13018851
98879246,LightGray,9,84242008
44008190,GhostWhite,11,57570327
63163157,FireBrick,1,43730662
16036043,LightSlateGray,3,33908135
62989608,PapayaWhip,10,86533199
70945559,MediumTurquoise,3,27976295
81758925,Tomato,16,99121736
35083680,PaleGreen,2,92356744
80041632,Orchid,9,65825362
13476633,Cyan,12,36816250
83151011,Wheat,15,13163616
39172219,LightBlue,5,28029405
33172695,SandyBrown,1,65894994
56846354,DarkViolet,11,97413242
74489150,Purple,17,48495779
97311312,Orchid,6,90145670
91283569,Gold,17,68120615
52552954,Orchid,6,57162353
37912787,MediumSpringGreen,5,22591911
94253465,SlateBlue,12,84208682
56446634,MediumVioletRed,12,58411670
91438630,LimeGreen,8,45363823
16566677,Bisque,18,18892481
60859207,Plum,2,12957395
17377905,MediumAquaMarine,2,45594481
20193633,Coral,18,85564991
55652952,Plum,15,27799939
55139318,LavenderBlush,14,18990543
20876273,MediumSeaGreen,1,10631218
78575504,Coral,13,65256082
77976319,Tomato,16,51513769
71661275,Magenta,4,67856613
11887901,Khaki,6,14981593
72677321,Cyan,11,92415191
79631992,Magenta,8,58932870
55644826,LavenderBlush,14,33620172
87896545,OrangeRed,5,88012183
78010477,Gray,2,76818954
38935838,FireBrick,9,93328457
15266613,Magenta,2,10851434
88075904,GreenYellow,16,75223636
52051320,Fuchsia,9,16796553
92011715,DarkViolet,8,79408251
36226242,Yellow,2,33303402
45760745,Bisque,10,63325847
21402094,Maroon,3,90011487
58869841,MediumBlue,4,91802030
82283205,Fuchsia,5,66207144
13560534,FireBrick,9,10872924
44026775,RoyalBlue,19,87575289
72511635,SeaGreen,11,16892556
21607273,GoldenRod,5,24151515
86866306,Linen,18,65208026
27510993,MediumSlateBlue,0,85963850
64081556,LightSteelBlue,6,42174951
18438385,Fuchsia,10,31257587
83130646,Wheat,13,60660034
31946714,MediumAquaMarine,2,39823369
12521110,Cyan,2,49211148
94352008,Khaki,11,43140239
92017418,DarkGray,15,87259672
24215968,LavenderBlush,14,78548145
32131431,LemonChiffon,19,47467800
83919271,FireBrick,14,50714937
36138905,MidnightBlue,19,50915893
29961263,DarkViolet,8,66189992
31147538,Blue,4,54268879
85135401,DarkViolet,3,65912962
21772477,HotPink,6,45312238
22050523,LightPink,2,75540443
95342415,DarkGray,15,91915039
77806538,SlateBlue,10,38476839
25075202,LightSalmon,16,60539109
66924880,SlateGray,10,28970380
20037117,Peru,8,73835279
82653446,SlateGray,10,70947020
49959198,MediumVioletRed,17,10776447
60614930,BurlyWood,5,60924219
83026899,DarkSlateGray,7,39143225
27523300,DeepSkyBlue,19,88349545
70580714,Tomato,18,17267384
19616905,Navy,7,69867377
34114818,RosyBrown,15,37311912
16655454,DeepPink,8,18638933
31939945,Fuchsia,5,41383813
93954935,CornflowerBlue,15,88654487
92619207,WhiteSmoke,7,80892706
74123025,Red,1,12710517
49320632,MidnightBlue,6,92213257
73957802,Magenta,2,47277025
32013500,DarkOrchid,13,81938815
11256309,DarkOrchid,19,78295877
98744080,DarkTurquoise,14,14249265
31769224,RoyalBlue,19,84319274
87346451,Gainsboro,1,60836046
40194195,OrangeRed,1,14686227
52605228,Fuchsia,10,98647908
71999734,Chartreuse,14,72037458
13622345,Violet,12,51026512
63539282,LavenderBlush,16,94983752
85495446,DarkMagenta,12,18751766
46341243,Coral,7,85476681
72691333,IndianRed,19,88840491
83594824,YellowGreen,9,87450238
86368040,PaleTurquoise,16,99168505
14690252,Gainsboro,1,50335780
61215292,LightPink,17,57845225
54132110,GoldenRod,5,58220955
89764210,LightPink,17,71957217
96903933,BurlyWood,1,66616806
38181986,LightYellow,1,25786114
52276476,FloralWhite,17,47604930
51750308,Thistle,14,96106837
36472050,Yellow,2,43962709
36763921,LightPink,2,59246951
90442654,DarkGreen,2,96121882
20116301,Red,1,46911698
22763759,Cyan,2,79965756
67704457,MediumSeaGreen,6,37612375
19872830,Khaki,11,73488129
95486580,Linen,14,36381065
27552308,FireBrick,1,37041468
41796666,AliceBlue,9,89619121
20154087,Silver,0,87844743
64414953,BlanchedAlmond,1,88145980
25934169,OrangeRed,5,25826706
29830180,Chocolate,4,58529085
51657687,CornflowerBlue,0,43722456
23354449,PaleTurquoise,16,15758929
13963858,Red,12,98306396
22555252,PaleVioletRed,3,10323851
54027683,CadetBlue,7,70797766
37779084,Thistle,8,55486633
73955043,SeaShell,8,67303662
50935369,Moccasin,6,40848152
80849334,Gainsboro,16,59659022
58587414,Fuchsia,5,54564157
42888785,FloralWhite,10,77389293
63775159,LightSalmon,8,91504740
21893465,LightBlue,5,64843196
35712681,DeepSkyBlue,10,72325340
79826099,Teal,0,31788063
33610829,DarkMagenta,12,57870979
92511218,Chartreuse,14,60837950
80972673,MediumVioletRed,17,21619743
74784112,BurlyWood,3,40784395
94862125,YellowGreen,5,89713435
40725480,DarkGray,6,23149858
71342941,Coral,18,53247142
99025016,NavajoWhite,8,62685160
79605338,GoldenRod,5,19286179
19466538,Wheat,9,34190345
81991823,LavenderBlush,14,50789865
65449170,Cyan,11,38594522
48220777,PaleTurquoise,16,37113825
59281248,Orchid,6,51782878
22220064,OliveDrab,10,20188058
87006486,DarkCyan,7,99038115
49951369,MidnightBlue,6,28730350
95370274,LightSalmon,4,92356744
38993301,Salmon,13,85097276
18486653,PaleTurquoise,4,79908152
54962108,Coral,18,41272196
35150258,PaleTurquoise,19,54039783
35101936,FireBrick,1,51764409
51710654,PapayaWhip,4,62315576
35270060,LightSalmon,4,57153077
51082996,SeaShell,0,85097276
37081935,Cyan,7,13112496
10908919,MediumVioletRed,12,10741341
34807620,OrangeRed,1,87844743
10923791,LightSteelBlue,6,87076488
39183690,RosyBrown,5,32536310
54201472,DarkKhaki,1,97742392
42064663,GhostWhite,17,70334773
29705953,MidnightBlue,19,78867194
86829256,SandyBrown,12,41700225
50146727,LightBlue,1,83055142
25396800,ForestGreen,19,97386288
74055471,LightGreen,1,53265830
34265103,MediumSeaGreen,1,55130716
14727134,CornflowerBlue,15,32914362
83890375,LightGoldenRodYellow,17,46274814
99505066,Moccasin,3,13025670
48467995,Maroon,3,91504740
73453611,Lime,1,40978067
28104703,Orange,5,71335835
48351487,ForestGreen,10,59618546
56416564,LightCoral,3,26000561
56752386,FireBrick,1,45531990
27978631,HoneyDew,2,72746865
84289207,MediumSpringGreen,3,39375570
99194974,LemonChiffon,19,33498393
89804580,BurlyWood,1,90055417
68829749,CornflowerBlue,0,27534717
69317485,OldLace,4,63559092
28005466,MidnightBlue,19,58411670
58368065,MediumBlue,4,74176987
38378450,ForestGreen,10,74131183
86001043,LightPink,11,30503406
49632460,LightBlue,5,46314195
64637626,NavajoWhite,8,58853384
82151682,LightSalmon,16,47669301
28908129,MintCream,18,94837951
66100854,YellowGreen,5,39818852
89723068,GreenYellow,16,11353540
74037974,BurlyWood,1,80501146
80232645,FireBrick,9,24749901
66314433,Ivory,14,47628503
24840030,Moccasin,3,39298142
82423467,Khaki,11,90885208
32019709,ForestGreen,10,25981689
63585661,Gold,17,88505973
50667364,SandyBrown,5,29390801
90880621,Red,12,91406928
85511476,Wheat,10,93240935
38129148,ForestGreen,13,72675928
16817233,Magenta,8,36487028
82362387,Gray,16,55130716
80181694,Violet,12,38384170
65477439,Gray,10,73974377
52889197,Snow,12,72607501
83052776,Red,1,11762884
61328263,Azure,13,61849599
79252329,Snow,9,12005817
95200342,Gray,16,94154082
84703217,Blue,14,85307956
63343378,Gold,0,52970388
23099400,MistyRose,17,22889548
10276925,SandyBrown,5,35275463
87132566,GhostWhite,17,81499004
25860260,Salmon,7,55129623
90220610,DimGray,7,11380969
57282684,OldLace,7,83325080
68754593,LightBlue,6,25981620
43379641,Navy,7,52448464
96657601,RosyBrown,4,82560312
85919558,MintCream,3,18750382
12562071,LightGoldenRodYellow,17,46310139
68236031,SlateBlue,19,36568092
12280100,Chartreuse,12,41272196
24674794,DarkOrchid,19,22495948
66240138,MediumBlue,17,45351595
16230352,LightSalmon,4,31469091
39731591,SkyBlue,11,75589159
94791355,ForestGreen,4,91129454
47575129,WhiteSmoke,16,46236728
79163499,Khaki,11,42223076
52558038,OliveDrab,11,45227751
27977489,MediumSlateBlue,0,84208682
53585950,MistyRose,17,61694784
42603891,Magenta,8,44765885
50823990,Orchid,7,45039261
14812555,ForestGreen,19,54925639
69225023,MediumAquaMarine,2,13134169
31935579,MediumBlue,17,28580326
74497507,RoyalBlue,7,68419227
59607838,Moccasin,3,10146859
41353792,DarkSlateBlue,13,78570689
18172212,Ivory,14,34953326
47467971,Khaki,6,40403395
15538829,Orchid,7,27688148
77619337,Pink,3,90740872
62856253,Purple,17,47061368
37437878,MintCream,18,96601996
98241338,RoyalBlue,19,23292374
25596179,DarkGray,15,35981040
47281351,DarkGreen,2,68767368
26931613,Coral,18,97656088
61046160,LightGoldenRodYellow,17,58118573
81401632,OrangeRed,5,39337281
19799010,Plum,15,88325760
21331880,DarkSlateGray,12,16612984
18413504,DarkGreen,2,31013991
94940041,AntiqueWhite,14,67827345
65701026,MidnightBlue,11,23188413
80298983,Tomato,16,94732141
76516568,DarkSlateGray,7,55562117
77784330,LightCoral,3,10239020
79802193,Navy,9,88371689
36712314,FireBrick,9,22924306
80290534,MistyRose,3,53514408
47237621,Plum,15,53591662
96000394,MintCream,18,69195174
31865853,DarkCyan,6,96718836
77428102,LavenderBlush,14,46665250
88978455,DarkSlateBlue,14,63246310
67212407,Fuchsia,12,52514343
17899393,Bisque,18,65399014
99815507,LightGray,9,32899991
38488304,PapayaWhip,10,46351287
88123053,LightYellow,8,12483004
81090294,Yellow,2,35521116
99783299,Tomato,18,79202503
85376132,RosyBrown,12,41066640
42988391,DarkKhaki,1,91635369
65338066,GreenYellow,2,22584738
53644602,Fuchsia,10,25068048
15134540,NavajoWhite,8,88840491
25234493,YellowGreen,3,32711832
53766876,HoneyDew,16,51707989
27164551,Snow,16,99618456
71840978,Peru,13,58983199
70249990,PaleVioletRed,3,37618906
45651227,Orange,5,61220715
78521142,Peru,8,52783806
62846678,LightPink,11,51780402
60619289,SlateGray,18,45227751
94596996,LightGray,9,27703568
45623745,LightYellow,1,95320833
36771324,MintCream,3,39212807
92622349,RoyalBlue,19,94953534
92671666,Salmon,13,60679210
72450803,MediumSeaGreen,6,22701785
67406768,DarkSlateGray,19,14914844
26129566,MintCream,18,47212728
42510922,Crimson,4,20559426
40881371,GoldenRod,2,75967290
86810629,PaleTurquoise,16,60002106
31605639,Chartreuse,12,73833958
38964569,FloralWhite,10,73007004
72806360,YellowGreen,5,60735798
63031081,DarkGoldenRod,14,80044541
59088834,Orchid,9,33109305
72064723,AliceBlue,9,13373014
70869787,Blue,11,91237627
14481834,Chartreuse,4,30333981
46318486,Blue,11,54184719
23470416,Thistle,11,85564991
87024616,MediumSpringGreen,5,67842116
97403049,Linen,18,32169107
68597702,MediumVioletRed,5,94582156
67012925,Red,12,68363925
82159607,HotPink,6,80223408
75529262,LightGray,9,23345785
48896271,CadetBlue,7,46351979
18889459,Gray,10,14834965
32147120,Beige,18,83161602
88266952,Azure,13,92865354
23961072,MediumSpringGreen,5,57162353
26890409,Orange,5,85620223
67517525,Navy,9,69461034
76895255,Lime,1,92284154
68019373,LightSeaGreen,14,41262067
32819880,GhostWhite,17,50861719
41474827,Peru,13,92316291
27227950,Orchid,9,78498107
68815720,Azure,13,23149858
49531914,Gainsboro,19,79860353
13876241,Navy,7,51865818
44791456,DarkOliveGreen,10,94529025
36590597,MediumSlateBlue,0,59737925
43754316,OrangeRed,15,59161882
15010737,Tan,15,28414649
91005177,MistyRose,3,70790348
67664374,Thistle,8,27970853
81134422,DarkViolet,3,19625099
16143609,Salmon,7,47469660
92653387,HotPink,9,43667507
27292843,SaddleBrown,0,50491646
51109140,Wheat,18,62549229
58342687,PaleGreen,2,93269930
16672256,LightSteelBlue,5,93907640
49938841,DarkGreen,15,57226405
79793953,ForestGreen,19,16618485
63739019,DarkCyan,6,48120896
56382638,Wheat,15,20188058
75555362,IndianRed,19,55074646
20838552,LightSkyBlue,12,28900376
36119829,DarkViolet,2,17436397
72256663,YellowGreen,5,84903600
34418063,LightGreen,1,56111895
33392228,SlateBlue,10,80892706
36353473,Magenta,4,76181709
42237342,Linen,14,74714417
11879123,LemonChiffon,19,55312131
40325195,Coral,7,98036126
69660625,OliveDrab,10,11568449
91467780,DarkGray,6,36881838
96059076,Maroon,3,27703568
25152667,RosyBrown,15,25068048
50399234,RosyBrown,15,29379703
47209187,Thistle,14,71053332
82411112,Chartreuse,12,17926037
49976541,RoyalBlue,14,98641899
75870684,MediumAquaMarine,2,10872924
34426616,PapayaWhip,5,17187631
47322157,Chartreuse,14,85122289
11790461,BlueViolet,1,52900209
34044082,SlateGray,10,83668521
46970961,MistyRose,3,51461579
90583929,Peru,8,39755287
12610670,PaleTurquoise,19,92951623
83784763,MintCream,10,50153067
48863161,Wheat,10,30587289
41407103,CornflowerBlue,0,10289469
56697142,RoyalBlue,19,37819352
48854326,OrangeRed,5,58815731
43108139,Olive,17,80923443
22599778,Coral,18,88245284
11272413,Peru,8,25394517
51059546,Gainsboro,16,82580949
33592836,MidnightBlue,11,60651504
95139317,DarkSlateGray,19,26925746
82530798,Aqua,17,52839852
21551780,Gold,4,36596475
18968185,Beige,18,87213563
65111232,SandyBrown,12,64027682
97576488,PaleTurquoise,16,57286149
35378774,Snow,9,17939917
95007399,Fuchsia,11,84712633
98770244,Aqua,17,72974551
49303597,Orange,5,79938712
90713277,RosyBrown,12,53035935
94935997,CadetBlue,7,20050408
32281948,Gold,17,69535071
18524859,Coral,13,65264780
14011009,DarkViolet,8,35764126
16627821,MediumTurquoise,3,17352679
81651496,DarkKhaki,16,10337552
78491406,PaleGoldenRod,0,46919358
36068025,LightGreen,15,77813831
25524731,HoneyDew,2,47604930
63024547,LightGreen,1,32546276
61488003,HoneyDew,2,79339057
81295037,DarkBlue,18,90340202
73128412,LavenderBlush,14,17569993
72404492,Coral,8,53625414
79090823,MediumAquaMarine,2,73552034
13234836,SeaShell,9,88505973
60390975,OrangeRed,1,66323007
23269783,LightBlue,6,61849599
10645069,DarkTurquoise,14,78523831
80101462,SlateBlue,10,21272310
29994282,Plum,15,79047691
71875416,DarkCyan,11,34047887
43201190,Teal,11,80631453
81584398,ForestGreen,19,35722178
53670356,Fuchsia,12,32427053
24859184,Gray,16,14143972
64632772,MintCream,10,77091035
35857477,Aqua,1,90426738
30329857,FloralWhite,10,43168250
25580853,Orange,5,16861836
50381253,LavenderBlush,3,42851902
14963385,PapayaWhip,4,88828804
59848404,Cyan,12,97167656
85230654,Silver,0,48712278
92179859,PaleTurquoise,4,88349545
94029129,DarkGray,15,77497673
76994937,GhostWhite,17,23345785
79536116,Purple,18,84154474
98761610,Cyan,1,90980065
67621029,OldLace,4,49182000
27527921,LimeGreen,11,69378634
90171284,OrangeRed,8,82729935
99711047,LavenderBlush,14,64258222
82211171,Khaki,11,62369907
43329525,Aqua,16,14760307
36501492,Linen,18,19238150
37273721,Khaki,11,41826422
94997778,RosyBrown,16,34327272
54099148,LightSalmon,8,73307149
97542502,DarkSlateBlue,13,36670717
62527298,YellowGreen,5,37594773
99691059,DarkSlateBlue,13,27085000
64435122,MediumTurquoise,3,98858058
70057573,OrangeRed,5,74460076
90947975,LightPink,11,91261035
73709120,Cyan,7,41066640
38660689,Bisque,10,16425936
66627401,Coral,18,33723632
30025097,Tan,7,66352495
37128176,BurlyWood,1,12242098
25996950,Moccasin,3,92193543
49766953,GoldenRod,5,17267384
56264233,DarkViolet,2,37852719
83611878,Aqua,16,19565851
16748970,Olive,18,71543697
97049040,Tan,7,91027441
81532428,SandyBrown,5,26000561
84118180,Blue,11,36277616
36751379,LightSalmon,4,36881838
62754787,ForestGreen,11,66719372
38253190,LightSalmon,19,83577076
55989775,LemonChiffon,11,89549119
10826296,RoyalBlue,14,98059341
42608787,DarkViolet,8,44020211
26590934,FloralWhite,10,76189078
52639431,MistyRose,17,57892627
26350735,MediumSpringGreen,3,79604942
35591665,PaleTurquoise,4,74096184
19412334,SkyBlue,11,33891524
45906131,RosyBrown,12,66420799
70868652,LightCoral,3,19519865
13753425,OrangeRed,1,19519865
12611805,MistyRose,3,97167656
56357845,DimGray,8,50102437
50775889,SaddleBrown,10,93269930
65273702,LightGreen,15,35083924
53035520,Azure,12,53354700
33994764,Plum,15,73488129
98527732,Gold,0,41400023
99039850,DarkSlateGray,12,10358800
13303088,DarkSlateBlue,14,40386279
75299727,Turquoise,0,17049873
18598896,Gainsboro,17,75921778
56664141,LightGoldenRodYellow,17,51136405
10034813,Gainsboro,19,31661397
38926977,Moccasin,3,62353006
83987858,Red,12,43066865
39791888,Turquoise,0,89099550
88054819,GreenYellow,2,84736259
60929524,DarkKhaki,16,14772624
24996041,Teal,2,97331644
24795301,SandyBrown,12,59049863
46881122,DarkViolet,3,16583108
48187784,Gray,10,36255808
20104362,Chartreuse,4,62102857
88962918,Azure,12,58725015
46927433,Gold,11,52900209
44202314,Thistle,14,71447007
65550873,DarkSeaGreen,13,94334313
66212545,SeaShell,9,94842875
17632018,DarkCyan,6,37191657
19401726,SlateBlue,19,88202013
21839118,Magenta,4,46051940
19737791,Indigo,16,24279201
30885814,RoyalBlue,14,50964798
63934515,PaleTurquoise,16,82394541
65591614,LavenderBlush,3,29345039
45831744,Gray,10,24152653
94061613,Chocolate,19,73781619
10971954,LightSlateGray,3,38538529
18946526,Crimson,4,88145980
66133611,RosyBrown,16,93745343
92648531,Purple,18,45524251
96407561,Purple,17,80850504
69221393,Red,1,83001184
29148870,GhostWhite,17,46007435
48494395,LightSalmon,4,48790708
42520722,Gold,11,59634927
24055385,MediumVioletRed,5,12978354
66217617,Azure,13,64027682
23433610,Tomato,16,54748994
86060350,Ivory,14,82542259
57457385,AntiqueWhite,14,99694125
96974705,Gainsboro,17,92523144
71062439,Indigo,16,51378933
56133839,SteelBlue,16,54090090
34749453,DarkGoldenRod,14,94939482
27561966,SaddleBrown,0,15087154
25677506,IndianRed,18,14599073
89941330,SkyBlue,11,38891912
96590061,MistyRose,3,88609762
57372888,DarkCyan,11,80279629
59460482,Magenta,19,35959232
24329528,DarkOliveGreen,10,84995357
43544468,Peru,8,67842116
59460569,SlateGray,2,45356313
91811069,Orange,5,37245861
14636994,MediumBlue,16,65264780
16361837,DarkSeaGreen,13,37435834
24207458,Violet,12,56381778
50778934,Plum,15,64843196
93309418,MediumSpringGreen,3,74032836
70049955,Salmon,7,80762323
48166783,DarkMagenta,10,80305164
93381539,Coral,10,72036695
91326202,Gainsboro,16,27446242
33141007,Red,1,95898316
60916488,Chartreuse,4,58628383
67228946,DarkSlateBlue,13,91517473
58630102,DarkMagenta,12,73253941
65780000,PaleTurquoise,4,82839477
90993490,Fuchsia,5,10688575
19008098,Cyan,2,49525005
55832372,LightSalmon,8,82986178
39640749,LightBlue,6,82689632
90892021,Gainsboro,19,11849701
53582245,MidnightBlue,11,60219413
65083198,MediumSpringGreen,5,92101032
15254994,DarkSlateGray,12,57852412
68897781,PaleTurquoise,19,91168016
28948156,Indigo,16,58041042
32778307,PowderBlue,3,21321273
33460585,FloralWhite,17,59265628
17190446,SlateGray,10,35181053
11943903,CornflowerBlue,15,84880105
89133274,SaddleBrown,0,48143874
96045365,SlateBlue,12,51525260
28198870,Black,9,13740983
44521881,Magenta,4,47491537
48023795,Cyan,2,34593691
36359159,LightYellow,8,80760181
10918150,LimeGreen,11,93872258
96695639,IndianRed,18,34168183
77864090,YellowGreen,5,49182000
51162939,DeepSkyBlue,19,89038847
68065020,ForestGreen,11,71515510
79989132,Orange,5,82558531
24071141,LightCyan,17,26089364
64876666,DimGray,8,29918826
75746825,Gainsboro,1,30009534
29084110,IndianRed,19,28432604
31491385,DarkSeaGreen,2,43667507
32832766,SlateBlue,10,14068351
85196969,BurlyWood,3,94517758
29620308,LightSalmon,4,19259064
37539331,DarkGoldenRod,14,60068792
13368180,Lime,1,38736340
85896048,Peru,13,84824107
78254254,Snow,16,25289133
67389400,LightSteelBlue,6,12242098
33635253,GreenYellow,16,83600806
85306949,Violet,12,26883908
22130514,Blue,14,73530925
62357658,DarkKhaki,1,34016838
96169869,Fuchsia,12,20962605
28280902,Coral,8,79864753
29275952,LightPink,8,78785568
50001785,DarkViolet,3,86399401
48985169,PapayaWhip,10,17175399
42228775,Coral,8,98521956
79382285,LightGreen,1,39548886
10467314,LavenderBlush,16,69718847
81690460,BurlyWood,3,10956964
16399434,Thistle,8,46177801
13349648,SlateGray,10,55515574
41855752,GreenYellow,2,78437211
20747414,Wheat,13,51707989
66180099,PaleTurquoise,19,35879373
11296513,YellowGreen,9,79371854
28506084,DarkOrchid,13,38157472
63519290,PaleGreen,2,12260584
40262308,FireBrick,9,18058793
50244589,DarkViolet,8,58109523
73558798,FireBrick,9,63855422
87680926,GoldenRod,18,89949129
84108890,LightSlateGray,3,38279739
57146216,Thistle,8,94482252
60282582,IndianRed,18,80894121
11764588,Wheat,9,27404165
61175977,Tomato,16,27658047
40147185,GreenYellow,2,12483004
82589308,MediumAquaMarine,2,57696627
24946289,ForestGreen,4,62369787
80746354,MintCream,3,90756033
91124114,Olive,17,53045955
52060806,DarkKhaki,1,15949160
67656074,Blue,11,85564991
69174206,DarkSlateBlue,3,22343119
25696761,LimeGreen,11,36255808
50615502,LightYellow,1,21013466
13317321,MediumBlue,4,14126388
75092887,Green,15,64654220
83852099,GoldenRod,5,57488002
92917018,Chocolate,4,46054231
29272230,DarkCyan,7,17187631
91406714,LimeGreen,8,83429719
84860407,FloralWhite,10,53426845
34342150,Coral,8,31222221
45324399,SaddleBrown,10,71140979
48450711,FireBrick,15,36487028
58475061,LemonChiffon,17,39515308
21611865,Cyan,11,77469210
57312183,SandyBrown,1,40096786
76649344,LightBlue,1,39237024
64752114,SeaShell,0,80887125
53084924,Maroon,3,63342272
13453647,Gainsboro,17,38538529
66673367,BurlyWood,1,83325080
18514510,PaleGreen,2,81851101
83055015,DarkSlateGray,7,57420160
68605620,Aqua,16,94904070
29443528,Silver,0,42051362
60618418,Red,12,71026029
91345110,Coral,7,51728072
20116721,PaleVioletRed,12,83517875
49529990,SeaShell,8,73974377
41482952,DeepSkyBlue,10,24846824
65007034,LightPink,17,61754742
46166142,LightCyan,17,63276339
41397946,SlateBlue,12,58853384
93902283,Gainsboro,1,65264780
39561335,MediumVioletRed,17,78996230
78413258,YellowGreen,5,41657304
81198395,Snow,12,87034877
48581608,Indigo,16,21152047
35845564,Cyan,7,63113032
78538861,OldLace,7,24288546
51049035,Silver,0,64752999
18787686,LemonChiffon,19,89816626
80227573,PaleGreen,2,76569649
28424845,CadetBlue,7,19742646
81713746,FireBrick,14,51166979
44655074,DarkGreen,15,96121882
83835399,DarkGoldenRod,9,94468184
14019982,WhiteSmoke,16,87329368
31719680,LightSkyBlue,12,55184513
93777971,Wheat,9,62920856
10959633,DeepPink,8,13697605
95756821,SeaShell,0,92771088
90966029,Turquoise,0,54831327
40857802,AliceBlue,9,58068092
22364319,MediumBlue,16,37052218
23421275,Fuchsia,10,27534717
18900458,Linen,14,10474247
80513744,Salmon,13,92515740
90212973,MediumVioletRed,5,74321736
64158363,DarkViolet,3,34197791
49989507,DarkSlateBlue,3,69228766
72144431,Crimson,4,81038508
86076675,Fuchsia,11,96384294
73178001,DarkGreen,2,88703721
50611464,Teal,15,15877045
65472342,MediumVioletRed,7,59526344
46900268,GreenYellow,16,32297019
93120521,LightSteelBlue,5,65432104
42654116,DarkOrchid,19,53256728
90836516,OrangeRed,15,84863326
62880082,Gainsboro,19,36255808
24857034,PapayaWhip,10,80699414
90535097,Gray,16,53518476
77992625,Fuchsia,5,72899766
75323854,Gold,11,62395929
77216863,Khaki,6,88606881
10248777,Indigo,16,85097276
28991657,SlateGray,2,14627536
43382008,PaleTurquoise,4,10013138
45019115,ForestGreen,19,70766653
40592056,WhiteSmoke,16,43962709
39058754,Tomato,19,31290999
80570309,LemonChiffon,17,17436397
20761013,GreenYellow,16,89040327
48705785,AliceBlue,9,61458263
76186874,Maroon,3,40099310
80837300,Orchid,7,87150594
60000552,LightSlateGray,7,61041642
24810573,Black,9,78763675
