dni,numero_celular
80327087,971900892
41441145,738242780
54340056,863601298
55651875,233353597
27730664,746814755
29877598,259408755
29334807,374576878
56653751,544548193
52197069,541270218
75350027,478527732
90322974,879199520
72115346,794180385
12147936,526358961
79593172,365003917
97877927,932835197
91150266,786112107
60216353,757365431
39691498,997878350
18675916,766121873
55826407,436042702
63855415,967938082
88164956,461211763
46710330,279884193
80833391,474166934
96677663,753368085
13729920,488941941
73362432,286652769
13834734,239442664
39259370,894541187
14743896,227058173
57066307,844548187
51047793,721352146
43278994,879249154
94307216,452034521
26682191,453842884
80241557,427878870
61884631,769013180
93814316,494443567
16493261,550018673
87902950,482628216
90973471,441965866
30907124,523759934
38949583,919730196
78576727,353396431
70258196,566374504
39342676,793636014
74881256,871974522
34337272,944197818
48619462,913061831
26514612,547518652
55871242,632037529
95903593,627574263
52082483,956273310
11437582,675828081
83989728,380128442
41409972,373674016
47527405,620737283
27641671,358681507
81004503,923167035
35191093,688330598
66954737,442203891
15211392,570696604
87680256,296885607
95347493,774552812
99266478,555591365
81572755,567940565
36898317,940302403
46989560,317380780
81984705,843667103
66867737,646703646
73998360,417612373
56630595,714714644
50280522,961370906
90172963,282606593
30412718,714088357
65447181,476996270
21631273,777128525
37433120,715275126
48745254,313833270
67133093,938599607
23019509,380235800
51317049,977777116
29621677,392438893
16870325,443036408
46376533,287261520
13017570,457100068
43336987,829844507
95738743,510806161
83560696,825248768
23957598,996610444
82753502,280832497
93438291,342035266
18704478,798421446
86590661,898006473
83020433,674836869
77031304,683197838
47898667,560416238
95072937,336592383
33038664,733549806
25377837,456856516
34701831,879527849
15697540,839411786
95744565,514448841
37476429,276659584
93178774,732431806
58072113,293472212
58169080,526910167
58598379,860516996
63679475,931019182
85885103,781747497
30268793,846793437
82897558,230837701
98526383,650195178
25505160,652516823
40341867,666368183
74248558,299391150
21283329,933499468
49782661,279609459
14424453,935052580
85978334,786110404
70503045,935996608
94389932,279781850
74850718,855949893
58669405,738257696
86421785,229920734
81904227,572273653
85715705,783850536
65354218,371005983
36112059,892634850
33973862,297069565
65002897,851114376
78896504,263674451
73051967,591112045
79549811,586307834
71040587,612649264
60994079,737345313
64187391,440931652
90506751,631180726
96646017,618445375
70994263,438075107
90741724,385699911
92835982,779950309
65787274,654613198
67218408,997348623
95032429,545728656
22539901,785058887
64879455,447872716
34894769,875486807
94888488,339839906
95074691,524580208
10785510,968890882
27133391,321751718
22867197,389867013
91055206,895521090
13550863,753144337
25249060,725913071
95173669,866688077
74893300,880028631
49851101,417059899
83780335,675463286
47916480,396928690
13237342,613854678
19379168,548375824
80784806,947425195
36266300,840269174
16936054,771274145
54798978,325625202
88754355,368715548
27260510,333512850
93333770,837581253
24521931,742761482
53916614,539805771
62679942,271860923
75847430,670312376
31189342,621752453
62709291,625571180
16719835,726900872
16501870,552354647
71013411,889035856
82194434,330585325
20668267,926077715
84303003,615260005
66773183,898682747
70049116,264208595
10949081,455475310
27089584,432229670
61558182,574301744
58890893,426741614
27873524,490864160
39692034,240479803
38050334,752751422
76271649,659718364
51870402,266764922
44562199,649164537
35510786,616445841
61092532,372690800
62975286,710109537
91781592,239239475
81159526,921673701
55759902,452329350
85921391,784378375
12081095,330576383
45141692,543984383
29874689,812432511
90403557,585379571
86555776,898420348
93841841,390225597
75649218,314546293
97906144,675915866
70458978,496244957
28906137,693964504
26251488,276951854
28266608,852956931
74146498,996435652
14801565,760828329
15188435,437389052
20835777,330374841
37101564,966900467
94405639,432999499
53044010,565702305
69720251,594304116
32557322,918780290
46220084,276500263
21516526,915140201
77122082,847431954
46621246,930227608
78820501,621074216
72837272,255103515
18651097,496207117
48367527,387594475
20967077,512438011
38491416,653658110
58665930,433861105
74648799,830413523
85005299,579501919
95733469,491549369
46777892,223194463
18159999,739177480
88339807,856952198
70016876,956096595
91641563,578107421
73003173,618722505
48407505,569422501
69032551,235591403
59404012,576666914
18120021,949904975
43106793,539876988
31178669,999196057
87021128,879632654
56588897,815476053
16783958,424283634
58638615,458107730
83767787,536671672
27788676,526542636
50157256,229408080
93655979,224159833
42724874,918559987
76615879,494524464
56506814,863135156
85759955,298390193
34871728,532974012
62402210,767146889
58411643,344828246
77747895,979698640
27665188,633983031
49329199,510711341
35384206,540818290
24852806,574398261
45923219,720181125
11497832,319358325
75257494,815487076
96693516,867098578
16639381,592984091
42252569,891208535
60562021,635442658
94275816,752297657
14214164,822396865
65438088,769805619
50205535,763385899
77403158,513994066
50768217,496568711
99426501,947560079
98245990,571855616
84001245,962325416
61917422,668281133
42176285,325155066
46103517,931179096
83393855,836078436
45346606,268032278
15063124,560936545
17116544,970340260
91500569,449480813
75973082,748260420
59890433,340099182
42161498,262444536
60465130,762976755
90222506,663087520
47916706,269010675
59680140,464103306
84589703,236288459
63637033,449891934
95291965,922750615
84700566,259252807
27239999,251237799
67710669,481380597
41544904,892890554
92595029,599612768
38148731,285727222
66633947,536318922
45764415,530708707
69505294,790734497
17820582,796555694
71294442,621832978
21716898,986828905
96144049,862812727
12361643,433109037
59142843,657821442
53198446,967332160
52145621,420127205
75235899,896316223
16638640,536516484
59822189,565089816
47501008,873432140
87672285,945264888
30076185,988097175
40667037,395510511
21659715,727785464
11698497,816759914
86367376,541597482
86563613,836359987
37027201,954183155
27427002,630026198
12444307,889668965
47914263,520707909
29395049,427868210
98353234,518039550
71378323,211236951
44282077,279444394
15332268,873609176
82392666,893449066
97298166,376161508
91674953,649015057
11114476,381959016
63033836,771706264
88418953,714388843
82390268,352053239
80545981,972201194
21549878,262203259
54009550,438273900
93958468,534537190
97608704,694277471
97930176,978276717
56506562,260975861
45978440,480298421
15167294,895192051
30293760,561051195
47670299,714186868
32216763,441738810
70831853,964842124
88508080,716497399
88779406,499211545
14752310,368886320
45932225,280636790
14001703,389892884
59406790,255410224
30586074,554529513
57086628,413066062
18722564,420373404
92101280,787033968
67633273,274227715
53580669,439124333
56757324,779786892
10792510,228959619
67955413,443447210
18291430,843515050
71171231,593783496
37890547,421459874
92713107,237970988
93502928,368928319
68883708,235658496
45826340,840594127
98137887,616962081
23289702,438331272
73370191,499608367
15201677,585555094
51135783,598223998
12801867,336563202
85576487,334032564
58751859,597081283
64769899,340442231
41388461,346792830
54004422,710044624
26564171,521423850
54920232,849833471
24525945,864829571
60264019,550080781
70662732,878778870
23220026,878654250
42631353,518146784
35635702,542095254
87103387,976850436
42218409,410864000
13365374,835834794
52994086,228673327
27139660,898298783
54760904,518838019
94498944,364562420
12320269,636674978
15300309,671677806
36428361,829249113
47063236,669545496
29221121,687702981
69771963,378452330
24856751,991753504
97153331,485796670
55757809,246621290
56016243,320960107
75072308,680927630
87742030,293146368
21043848,499605721
66226073,396651393
30709701,395327234
88018083,549272021
28378052,991237201
84737982,565552832
73070118,784283584
18394053,817013351
37337887,625500602
22361630,788040106
70581594,392773436
51086373,582977659
97129658,784600427
92916506,692727299
54656894,514215408
24191077,526875903
59278057,498837509
69479060,667258553
20723661,565357227
22014249,244657869
81543953,469021738
76377858,526862460
69598800,825410796
34437041,322563730
30063168,846792012
47659558,810707529
40857548,632635051
26398668,555498739
76233319,599396544
95273864,415786037
39100272,921474158
21600792,812702908
82451683,941747899
88591653,769185109
84421432,964793091
37153794,260629028
39563279,946228338
90526711,775144459
49175930,956520639
26780169,996408035
93485166,915411963
49740010,527548288
78661873,484527676
69826450,690633793
38742029,345115968
76632371,793362175
34567649,967683161
38513629,924045623
89030007,437832381
86497374,959668235
56791694,354971598
37729315,488481618
55539567,659859156
21359601,339841390
58708556,538719211
40443763,762999886
90108242,877237330
23994011,772663498
17952988,631373557
12489856,977675699
79980597,587304152
71995142,768757144
94641838,433764126
65037566,248104133
54948842,374193513
14567065,584267378
60175886,851367656
49428804,821483493
99758740,269375396
73136150,487553478
19333088,754111631
95263051,414005981
45284787,638465544
96538752,645307385
34446901,345021647
68202811,669265511
61654549,268825805
99878405,438091912
13496403,241672940
95448951,849829195
73397118,519566277
48275727,327277539
98471206,585354486
95705481,971113234
28187107,981252342
60390864,782691839
17232304,384201550
55015614,684379348
95207624,415834809
68370511,923410236
66587282,451425465
21235601,324942727
36172691,497477707
32578196,886242148
28596245,432346068
32659948,227867400
96407704,517104719
21110560,480117164
63549382,935552337
54799063,394102659
63237600,571386889
60849033,452731542
12465009,740644542
42713104,739760076
84507893,797256406
73364055,518148166
31461607,745730112
30128931,534512816
54327220,916419827
32404317,345423983
79171508,965884246
54175179,514010430
16386014,885182162
35728455,913116113
66668244,411345140
72800133,266133962
88813887,566044851
14330917,399001978
64658781,581644699
71755325,340844317
52527049,595629660
31536138,947636260
89727668,538618966
52007598,456607666
90900634,376113276
60977669,431832835
21764590,347090002
58866302,714957978
76892630,614683434
96123644,239766930
11575285,428457599
46848307,984596337
69826513,274396905
47575026,767723774
40901401,720979722
71933585,813423285
16054321,446736597
21210709,589669227
92897093,684752686
83320815,676530517
70226302,541252367
10202836,910862574
97675922,960598182
72077853,638245209
39640957,526855785
12385929,327036754
96186071,751695795
93738142,820633451
99378394,223008963
86768974,447904964
43635349,371961227
34167624,781015673
60329890,587780674
96213504,486975022
67336783,566480259
38717662,778604053
46729229,344093416
10485640,897415991
41996453,417896729
12309903,278714642
83135960,294766763
87214061,750995630
64882786,324711375
95451354,711739440
13368852,212943934
35511315,764281509
96587699,244325827
78117041,690800263
83159246,259652123
29486533,777254761
35454473,580044103
28567108,212350147
93043691,378833391
49106456,631477855
34424623,994434477
84188642,385140408
63636996,335541319
67150663,224363910
77571369,558868094
47703752,350543014
24675886,330919412
70736862,970547424
26090122,940441341
99289522,794506306
19248982,573341051
19929351,681765509
75435906,246944712
26956225,583370312
33221882,693896638
46918584,837360923
43251569,928726526
11387834,866273814
62860573,524097506
56273169,411413099
33856224,389262013
59735762,234571911
42320089,718703785
78909556,280202225
16174158,343285737
41530860,736281080
27367739,680061229
62517905,489020685
28741418,980765675
42598903,732291666
63161680,556188103
95862086,738672188
79183923,260526536
52406310,641161346
13533895,614303214
54607386,611786884
71937367,822710036
27929126,615806062
61018144,353171762
77268884,259228352
94330552,725553998
32343881,741003711
70995657,581846159
92439758,260674435
59104593,913188554
75667583,798038692
55003498,839986949
44680944,427951405
81712743,782231186
94269558,579088649
99731155,389509164
57419040,432917393
36831815,435295180
30102981,779890773
94790534,761126809
22621383,882307810
86086370,760569837
15708532,294544803
37994347,289776840
26767721,554748860
90592934,690703578
61405272,573973996
31072261,851490436
30949424,420544922
30434644,670784706
15984325,840614274
46181770,567920718
40947525,223129099
79145963,361632134
70966721,273047183
62362417,511302980
38210460,811633576
27764064,992715878
96530765,997982762
32833399,791964387
54713695,697781852
43205506,838713923
21235880,662720548
78789382,493501740
81355624,353099513
63455079,458307620
21788549,661643931
18157848,336697190
50948839,580919301
19016170,834106404
28706264,665540608
26409135,677010210
23011942,449358967
58479821,290040710
29187877,769255907
11885219,746512561
53452226,787986739
64084153,386645940
19588657,442929282
16490181,720123828
72046963,513429210
89287458,969140194
86784917,915887441
46090875,321499886
47008854,266414662
23378821,660548097
14368303,547708256
86935423,881881002
12211601,894582284
39095537,611158956
12960144,840836382
22163859,229763402
83061752,551526700
63890819,285683906
48021712,826874815
46866394,999183284
14907653,351286630
76733034,944351790
58383559,754624326
21812650,773811010
75200529,484182463
96462923,437410986
95235031,754702124
40400830,329171117
65353010,894486729
92954146,681522250
94136044,460601007
54301305,349408785
50447669,717072525
95791736,255948982
56243191,561820158
19425512,963860856
19716694,851927938
61722907,873543412
53895137,935971546
57300458,874690598
80196162,553039299
34949058,724064457
18401817,358706266
61282560,756355389
83910054,681915266
97000273,678798782
38180822,819295428
27824097,920498417
33050537,786354999
50039314,821973787
40630545,272686355
43933776,471199723
10096949,498585013
28132332,756564765
94416828,757854300
27996371,384721927
44373127,514648876
20740078,789188524
42034943,344915370
15125216,656581748
31554028,813133550
86589288,944033222
75504209,585688369
72353913,985248408
19843260,421125244
42193882,416835482
81235360,593085833
11956696,643817884
14519902,940878217
45704312,582939181
17002945,861140176
56276005,830962278
11477797,969082789
64036455,387086411
60033405,757095661
19532631,542701229
90338407,994665682
26801098,541647241
77249284,275675517
32362917,315941314
12849587,396988714
28207731,626244896
39672904,529244864
28610207,817645798
89157771,993911944
47919545,353200626
92025411,526257872
70219918,321263018
78512343,377730487
56372228,897508148
90606315,924424525
93139212,983760701
42575448,827579978
13618864,315430765
32084676,792442686
91806306,412049820
95152890,753429381
55682400,910938808
33189257,863348585
79437866,762048310
93900461,248958428
39512176,488160957
99451024,367121433
39528228,884438122
32542784,566319541
62064635,596431156
85702530,457544076
81140130,637542030
82243445,259392159
72289654,287141468
52513197,557911067
44510004,480804290
32422596,217839138
78300764,455900581
55112471,819906680
74028824,583458886
37836983,394819681
89038986,876160301
35030731,661045806
75703049,426122740
18683474,459669758
42904415,552329221
53550887,475501486
49381481,786397158
14159944,715374029
90276943,489962541
67804574,782762284
17108681,787689148
88554968,776079777
85596010,823883264
17661056,419725103
13140950,463894962
65458555,737198324
50303711,362723558
52674549,897391353
98584535,863886143
60462789,624194430
99728189,290245995
61893377,531093198
58924521,382710552
38473822,381113663
71066803,960125957
18696430,624905275
20253236,276007534
67310097,780853766
11979198,562956286
90618997,664613896
33270262,390921214
82196313,952507821
43131840,743598961
92386141,299213307
85927531,369098099
73678042,535275394
59951255,859222610
88142566,786851483
41277642,873567098
53438896,920418530
21501626,892660789
95284100,722918527
49653820,824310120
88046756,280096514
87369480,664690577
98680902,934034092
56399959,714757914
20389649,744195801
13513001,621377597
15533665,292129712
97765613,544191538
69646236,294387444
50877915,327302131
76790155,935295727
32048108,998633799
79546897,875094277
44448364,878006971
73277381,388147986
25365562,218858756
73220695,811772925
60230438,329107791
72904275,593630897
31910331,473062536
21328658,736753528
32963958,498701425
89447323,861303840
54236010,755790009
27429997,356032178
84003874,520233123
59480837,675783107
30891998,228896973
87143557,496197776
35203379,376106369
15595157,834418221
27029313,821019157
12963267,792161566
22626673,373636743
81340700,538222928
17356208,576246376
21554660,496129506
16286409,872665989
99958759,899051624
22246756,629344275
51068504,476237927
97974719,439160473
92844505,563850404
29083463,820944087
23747851,598927469
15131902,721101436
44477295,423368569
72874931,467745939
14480029,875066041
65781348,261626280
22699393,446799974
17029960,647996066
90911584,524666069
36784249,367186658
40844813,775599643
63616408,242705763
34035949,638818270
98010309,582369224
30433300,978256456
38767674,418064832
43799749,364901508
80893529,296594502
95463488,341382643
80939478,673332332
47576394,931383526
19851464,437123186
89749613,829225517
32146366,385625414
22691992,518963651
25658598,350595545
73592479,696191060
59777580,566492667
27178797,814239384
72570082,517611165
17448801,576489006
60331865,650993869
50856595,427725793
59550903,224723539
79795827,640646023
65384680,993444876
72755149,544364694
86020751,669597407
43258604,647525126
28224397,323747433
61608287,925422911
95095119,334648306
39605916,829204884
24948893,712124799
33388557,552450745
40800535,584483746
24929577,398100767
39047412,841798944
80382452,259467194
90952776,883666493
87307288,868960524
15870991,458166387
82503253,579278943
53466790,228290923
50405566,534769470
15254662,777302984
97255259,240796948
73585718,430020958
13895066,995259112
72920517,736280554
50416031,556912631
11497410,868502430
92285539,765465239
68969450,894815533
52935260,819650770
36140687,253296734
55533893,516351164
13401282,562319910
94948585,532819000
37544401,833182290
88099493,391887052
46119704,643558625
24886587,241239287
19009930,519734180
86693568,437709149
68898473,442234127
20747678,633926375
82117134,414271113
14934364,255304422
66400422,791961190
57339557,980657214
38157229,972370537
25184741,342550434
56951301,426918568
65458994,615610324
15982007,575903131
94718411,348300644
67157547,544447978
12393515,882017590
37788015,841190843
30383424,261785330
77024595,327260870
66097993,511960838
79586209,969844294
41666542,729505225
63208104,584697690
57358252,315118331
46077692,735025942
22791794,526217019
89576931,241087968
88944896,655651288
63647541,589908252
61129504,750790060
53117948,630041332
88157807,261496332
62931216,598982883
89575240,556553518
99058669,890337005
55066483,752181714
79736370,726928753
40792408,790294248
38227768,329689865
94342098,335124653
68755574,637607813
49302754,711388841
65999570,417382801
34272981,648270851
15932902,551408005
40578054,472684213
64983836,396965593
25181827,218996837
65493260,832548319
72657589,718251786
20084379,594210132
59948608,770092183
89837834,281960202
22890456,411587103
77373242,311426434
27258767,855719383
72742986,958659941
19683413,278750985
35772606,440564091
59707176,828601229
50682802,380166443
89178060,956104380
73736935,664108484
22879763,459031232
32830241,737167290
67407915,821212213
51005302,414794942
50228351,598188118
62716692,913345522
43961666,471925712
19848761,627203121
90840091,449539492
21088978,674724196
44329076,728977898
19392001,579751126
36987661,944014131
53263801,757225149
76615119,619239091
85684171,936503127
45571641,353340104
61564091,662516882
79637961,963144322
34844643,422307737
68316419,265721542
76578435,272857095
93453145,850341333
76664281,757464870
88286184,833197541
88924398,674941998
50918803,758441647
42582231,432340163
75675780,424136305
27555463,881696928
89450222,543807958
97799351,253011999
75121683,673558369
22972240,941304993
88582301,571441617
74606077,631315514
25136823,583451807
38313944,357067998
54549836,811719640
71749624,684554666
88067940,927514609
58743860,410336723
11771355,622575033
35257012,861241036
14894006,378544247
38249951,854288820
38774654,535950849
44534002,225817453
46114321,366039170
54365520,963340128
16953528,430271915
52012846,469641291
33261929,431765920
43967812,598239115
80194761,595435259
39366425,745160778
36468015,323910341
57061274,751804208
87821783,674400088
65351717,877765199
54382075,339287160
92914533,836021168
62918865,540294997
33169928,957409081
22653977,929066201
87056227,869638711
36421474,262513371
27599848,623711755
52688768,232276956
88639690,761821696
74961222,697855643
93517318,790618114
95037627,864259604
94031690,411815189
98255241,536466868
96056865,782822064
43276531,569904137
61827931,593027918
94940393,860672422
36400240,548194232
48788465,720736941
16606552,310595045
38687436,426660662
24292582,299912667
22968618,547625723
72781923,957454215
89876257,865002149
72457492,776741126
75992970,924219159
13438356,964782230
52916215,833875561
84982864,255260215
11159433,281618990
28727639,529094371
77768499,429787648
72290654,642021940
22190593,938221947
94625575,450835407
83676023,617470063
43072018,921381067
95164954,385991508
15384735,726906520
51086528,688386830
61525427,720376027
86095542,419946830
44840202,545975496
69107245,328286382
57529442,248034342
19573191,395604269
46836040,616557637
39958712,927827260
87159483,278693026
57167472,554821667
85942994,426836923
35462031,236552920
64920171,782572353
89368324,422493423
44207731,549985007
68889028,623610847
58514738,494427171
17373495,322516698
20104142,441927676
30141118,547274402
70617475,623217172
27702290,675063088
93798956,759246962
70902973,433271517
99900509,821969894
82651362,263013755
26090041,556585811
33767632,315917276
12508743,728181056
79650902,498938735
51704951,778896526
51119951,829060019
14662847,447890917
55284966,682268097
11069167,397980621
89676649,597325038
60824753,549981579
26037708,967527236
48159059,679252832
88154184,493820659
51922989,467632728
29139564,357133608
25835618,759388462
68111985,566004106
43976054,471535171
59442437,354355473
32690502,911573032
30940131,372219477
73438532,817854661
76028896,239655892
79890683,823520073
31351967,420706885
44100898,332430435
21562726,321655582
44635382,578257184
87996675,680477735
85073946,958783018
62545716,492004015
72446378,248975183
15126873,464672613
11062492,979293308
35913369,294119372
72496136,279377719
22448160,983034537
12202579,341381595
54026848,876654876
88472917,744154928
15280666,755728067
63340036,754749444
12400696,728002246
85112253,699893876
82926038,780248470
87744036,314670258
49983017,894901832
21807840,638872438
68634182,660189514
43928693,429811590
84283324,428051795
15700159,457273902
43940175,230892140
49670963,994201285
76358087,973565481
91842971,584619988
82730555,948179091
29655652,424886874
41308019,796001171
72319163,629737244
59482259,233235207
38390126,645448033
53859734,738637422
63107630,385922925
38353816,488872154
60475878,392274803
93775138,474072199
74218768,555696607
59416104,761330803
57452873,685280415
15337585,480894474
68916774,270474610
79275815,949559287
79654320,557161875
10163786,328002072
67768140,775770028
84827229,529531609
23937078,963733640
10753495,955634434
73086348,684031949
12813548,448523586
18136932,270357578
40846565,811538801
63950358,251173382
61300223,521991785
87566496,338131554
65515324,558918184
27164489,827629592
35015499,915091457
29308899,721138676
26542446,261407094
70479634,689987845
13178744,482684499
99928450,790563994
67333881,226153790
27469746,282342444
94832905,420750026
55989547,519415138
76207241,791294563
64503274,448707819
10645586,755937193
25291460,988884132
35995192,264867706
25910877,959454171
63713784,561274148
76231053,899464999
33980184,593209657
56864690,585954212
10881540,933851542
26962751,837524648
78502499,814735773
12178452,246704259
46561084,492883851
87742228,212921947
94293297,252053765
42648538,491353184
76803618,396766414
92661708,852764562
91535862,757481286
64541055,256186012
21066495,515531490
71467043,427230286
84031414,920576761
86265380,794483080
89080319,816436272
45991676,947720151
62036193,538631553
63980685,651326326
11003476,895512778
43521695,573736269
87550288,464266101
13919398,894775524
15946000,448490902
83743583,675349077
18090729,632405630
24597459,270854862
75378016,262889214
31421361,265297033
79136490,641633523
78908345,224588519
45115017,776365813
40595660,454396737
49245127,474720725
42279075,530268243
37703598,852515011
34994166,831623943
32875679,334405942
71798831,931209695
89257004,394407736
43589182,723736954
49472326,559380489
23857223,675822693
44069756,598148129
36747040,984137324
29485505,691000967
67240219,228874733
14139903,581247673
32771934,245650693
73944557,723053740
98268630,781220164
47023852,512262690
27201585,246327512
64202019,248577036
62785085,315006241
27135575,283554958
61338120,530342676
18270944,270699580
46340982,773274433
31477103,618918414
74946515,546333861
93845056,738445054
11716078,853083377
10073717,837336159
67179239,554034433
55231278,988710848
91558464,325042007
90622428,321470805
62327604,833457627
98723676,975760878
62421002,793416571
35493249,715047756
42081492,844965479
86515928,762280471
15352954,461150256
74098233,869872947
21562247,425477058
72017777,476625403
58616420,868127326
18527876,390968061
38354780,652378067
89620967,279060190
47422507,217731988
20161747,837222636
95762607,971804386
31877560,682455614
63680955,256313696
96228285,727629108
31910814,724480990
91016596,759748118
63619893,645352756
87536920,924946645
23733741,920000888
84025310,886526318
80054463,728309005
71287495,375001712
82850906,362957178
71113500,524171838
97174705,824068259
33398386,476781833
77195491,610080000
37995619,731064529
49281122,359300486
40309811,472675396
78026871,363546634
63548108,872846553
58419755,796569342
75693188,560235990
30065992,762872896
38668215,273571206
96347777,556689483
24609274,387267433
63390179,762759159
90987912,765684683
55884141,968224655
56893198,260561015
28715641,338778712
61108092,789747360
74791861,279390901
88509470,456072365
27717629,433165774
23358724,448389429
99212560,876596461
41565573,386392168
89169744,580292186
29555939,524767356
24785464,745545448
36451513,252943834
61600702,532795951
34216813,830377049
58757235,249258719
47639015,785092952
49617581,722328178
67534697,696964916
89077734,682574441
16677697,883125842
61041821,826616897
71558962,666141777
24120511,973538515
39952456,318725761
75243151,829122828
51976043,980740257
94654195,361633178
99194018,760951263
75460842,527019043
24694383,829281425
31203105,531506529
29591429,850415081
19403646,289860605
77230254,652221732
12712956,676476572
45858736,596118809
99944698,944346370
67146134,283407110
72083357,335186355
77718003,733828039
18100308,357923261
13601327,621359832
49861647,941999337
20850297,963600795
77501395,780280214
95952746,350978182
22785356,894040803
61450155,555008809
84267393,917328809
83373892,378286616
52152093,359831131
33930345,424820692
41679803,971957097
74496714,289074948
82776352,266679197
46904258,912787978
25220470,358598525
52581109,611130647
46235441,724477871
34434604,417541729
19164831,498313839
29371416,868077758
95392880,664764304
92405294,880586933
33488090,569738156
79020915,286788346
23404314,320687939
31170597,819080153
49900667,538859613
71168741,326538123
65942101,230697218
52021044,552880720
12031224,357234369
44859610,517701589
65061953,773392270
48396887,580684156
18731304,445433121
23931541,348093461
76809276,681734498
28174458,270135302
43368770,456858663
92295446,396420898
60893618,642942386
17700698,592786385
13804472,236983441
79858529,782082466
11552422,396366487
17147995,837839386
56625730,452184645
13258218,373106022
86587420,328409513
57462369,895258352
88214685,243873725
44324057,254025800
27127094,584944826
87229897,712893501
28214507,795809296
96713767,650588711
53989171,861461586
82075834,970812456
86597667,481957130
76729965,467250662
54254730,768753139
66993891,584703617
72193444,435935898
36933276,470339193
85568039,842410310
73936031,211576209
87933904,771548412
30228177,736233017
98849046,465629005
35394921,286902363
94153758,666119867
57503115,352468793
11299979,957922994
35017219,476588584
79553108,413475338
57570118,315680767
33969131,566646461
86686533,725509964
56327277,753437695
73972821,870823324
84011363,910754144
44339084,459537662
86170738,248518221
23172482,889713293
27757687,972948146
12254604,434913008
57154053,612215337
97759519,337062903
16702447,983537779
24622818,479103400
80561327,237951610
81377537,530388384
17368051,873001180
54018786,276959983
69864648,770331530
37509213,562088501
73319942,340571866
95794739,913146125
65993874,963190374
54945942,224140695
31296829,472408105
85405463,450277253
76312916,559409249
58363019,898098447
96523388,715714445
88402373,736968629
96571272,655243177
66216028,769233808
25148895,290205879
55981123,488047463
46452367,650632708
81247660,692072161
36736032,684870408
60574982,690338699
66338790,670603656
47350456,517314734
12697952,649241926
59147318,348224303
46444871,242319807
51587805,421105545
32007770,479871211
98901109,767901816
60500266,845426324
44646552,664870195
29072395,281418516
19472340,460809652
11744982,486650867
14325980,733120314
60415007,997876707
42978064,424826592
34094440,765594579
60104399,250051778
74020277,421834501
82661955,687164904
83252507,273240228
99264249,967962268
31142066,836819448
72167798,567679908
13840056,459130369
97767371,862633547
75877007,332197897
50224764,432531605
71147331,954986188
38218891,992182162
99052857,955283670
91131424,316915901
85366929,969295380
95695406,534353134
26789063,414659208
34490095,599024392
24297860,773812776
36337542,994916495
99955669,280736931
46431153,712623522
63633436,327343071
65741647,330500319
36055348,867794361
14205049,740940126
19766115,731147292
48020648,323690458
76285642,537728320
91611243,510353595
96309770,216734016
57640163,876500750
85765473,498660462
75484212,361103061
79195654,543968900
12246419,836348546
91863962,958975144
49240649,855626446
15339965,271569857
66433719,652187111
49083474,362082184
65228451,568958068
85938203,257770152
73015226,324732505
15606417,343484389
17372213,423349227
10943717,623121304
82941210,989230647
51044554,395228371
24990178,310599375
55744328,656346722
29597019,316182157
33766043,682319061
64880371,881358025
66670892,346866555
30269200,458560620
43178489,792673013
16230123,497783642
82922007,524143516
37691733,473082823
85125978,950773269
53577424,386622563
26350774,769360352
72185279,478257214
45796896,565752151
71195193,645410909
69837695,433148108
46069110,724817503
27697530,820965374
58565044,459782646
80814291,481760114
11295686,951563322
28340559,738232852
67083019,618431404
26705317,655542482
43102959,834098355
21057988,890533807
41312055,692483235
77221722,679526594
41438283,368285219
48877830,643662008
39749230,661552157
82980157,814322950
37113001,751097363
91844431,846838142
87670885,635959696
75316601,274233302
64427436,298251134
46557731,789448001
17506145,241477822
27228328,788204431
28651991,527443771
66649530,317604941
42452119,349378243
11906925,394292140
13798452,518483859
87116308,944520277
78780847,874152862
16677710,675863515
71813703,462338215
49584019,723354566
95375996,799426825
86654940,350009441
63594129,532405558
27907940,395526493
33760663,291396110
58624703,436165605
23015765,985353878
88560601,428811575
86281101,745397776
46370814,418417035
36938583,597473417
59971280,933156785
24649323,779098131
18635946,811633623
80097571,799387152
72463519,364612599
30786876,249830422
99528664,342399749
95446801,391624558
79074123,335587253
61626515,759765166
88500400,545451467
53768321,553562746
22502071,846848508
16991536,845919668
72338198,999638914
79823041,663921088
97530662,487742798
92718602,691487941
27855979,993287069
71582348,245933410
62885071,751939027
36624888,540296246
39217788,487316527
58266776,348796066
10069774,720950420
93717952,992227471
30417284,952111437
11247531,373636397
99303655,880687703
67077303,540799606
34618615,475872095
33063781,823316065
79982485,812779607
20518846,998014450
53571871,629490097
15986663,314447838
91199583,325118011
49134086,862515765
53183826,661132508
91607056,546694397
44106565,257743882
44048315,274339970
68890529,863470442
50398464,899592334
54910392,622659960
88486516,462203707
10744013,994901749
42474460,486355867
25023450,525829801
11126122,517281244
81477643,791532986
93325533,244239246
83505139,224012403
81161334,334955069
50772410,918955724
72754320,753664333
70332869,469528782
83371233,291516062
60705654,672659612
28814711,261189351
21917405,862256025
44148154,593572396
77008825,343727683
21681733,339399047
90738709,630498813
81608728,737774248
78254763,439200994
53579477,541571193
36911567,771296596
65552542,430330220
29672243,485492263
50247242,621227491
11595330,242723923
67729341,541043148
85801385,618733855
21095732,869833155
56372696,217137927
71946300,875192241
14911363,892436694
88567248,589299969
66734674,263942567
22486070,456613054
64410908,911967931
